name2	Frequency	ID	Chr	CNVR_Start	CNVR_End
MAPK1	6	CNVR_686	17	71355374	73106809
MAPK8IP3	6	CNVR_861	25	208098	1769456
MIR130B	6	CNVR_686	17	71355374	73106809
MIR301B	6	CNVR_686	17	71355374	73106809
MRPS34	6	CNVR_861	25	208098	1769456
MZT2B	6	CNVR_686	17	71355374	73106809
NME3	6	CNVR_861	25	208098	1769456
NUBP2	6	CNVR_861	25	208098	1769456
PPP3CA	6	CNVR_257	6	23684408	23807252
RNF11	6	CNVR_146	3	94818813	95038877
RXRA	6	CNVR_488	11	103219634	106640039
SERPIND1	6	CNVR_686	17	71355374	73106809
SIRT1	6	CNVR_909	28	24340626	25229809
SLC7A4	6	CNVR_686	17	71355374	73106809
SLC9A3	6	CNVR_781	20	70604423	71835589
SMPD4	6	CNVR_686	17	71355374	73106809
SPAG9	6	CNVR_730	19	35683912	35735962
SPSB3	6	CNVR_861	25	208098	1769456
THAP7	6	CNVR_686	17	71355374	73106809
TPSB2	6	CNVR_861	25	208098	1769456
TSR3	6	CNVR_861	25	208098	1769456
TSSK1B	6	CNVR_686	17	71355374	73106809
TUBA3E	6	CNVR_686	17	71355374	73106809
UBE2I	6	CNVR_861	25	208098	1769456
USP15	6	CNVR_216	5	50956526	51204033
YPEL1	6	CNVR_686	17	71355374	73106809
ZNF74	6	CNVR_686	17	71355374	73106809
ACR	5	CNVR_244	5	118094837	120071585
BRD9	5	CNVR_781	20	70604423	71835589
C11H9orf116	5	CNVR_488	11	103219634	106640039
C18H16orf87	5	CNVR_690	18	14969884	15157858
CARD9	5	CNVR_488	11	103219634	106640039
CCDC116	5	CNVR_686	17	71355374	73106809
CLCN7	5	CNVR_861	25	208098	1769456
CRAMP1	5	CNVR_861	25	208098	1769456
CYSRT1	5	CNVR_488	11	103219634	106640039
DNAAF2	5	CNVR_439	10	42661079	42869573
ERO1A	5	CNVR_423	10	11354552	11544918
FBXL16	5	CNVR_861	25	208098	1769456
FGFRL1	5	CNVR_305	6	116669816	117767753
GART	5	CNVR_1	1	1556392	2086121
HIC2	5	CNVR_686	17	71355374	73106809
HIST1H1D	5	CNVR_828	23	31580954	31945721
HIST1H1E	5	CNVR_828	23	31580954	31945721
HIST1H2BD	5	CNVR_828	23	31580954	31945721
INTS1	5	CNVR_870	25	40628353	42056885
JPT2	5	CNVR_861	25	208098	1769456
KLHDC1	5	CNVR_439	10	42661079	42869573
KLHDC2	5	CNVR_439	10	42661079	42869573
KLHL22	5	CNVR_686	17	71355374	73106809
LMF1	5	CNVR_861	25	208098	1769456
LOC516108	5	CNVR_861	25	208098	1769456
LOC617875	5	CNVR_828	23	31580954	31945721
MAFK	5	CNVR_870	25	40628353	42056885
MCRIP2	5	CNVR_861	25	208098	1769456
MICALL2	5	CNVR_870	25	40628353	42056885
MIER3	5	CNVR_757	20	22272974	22305514
MIR12014	5	CNVR_488	11	103219634	106640039
MIR2449	5	CNVR_305	6	116669816	117767753
MIR6517	5	CNVR_439	10	42661079	42869573
MRPS2	5	CNVR_488	11	103219634	106640039
MZF1	5	CNVR_707	18	65609903	65814370
NDOR1	5	CNVR_488	11	103219634	106640039
NEMF	5	CNVR_439	10	42661079	42869573
NTHL1	5	CNVR_861	25	208098	1769456
PAK2	5	CNVR_42	1	71238937	71380741
PLXDC2	5	CNVR_540	13	21555041	21608958
POLE2	5	CNVR_439	10	42661079	42869573
PSMG3	5	CNVR_870	25	40628353	42056885
RABL2B	5	CNVR_244	5	118094837	120071585
RHOT2	5	CNVR_861	25	208098	1769456
RICTOR	5	CNVR_762	20	35233378	35486670
SDF2L1	5	CNVR_686	17	71355374	73106809
SON	5	CNVR_1	1	1556392	2086121
SPOCK1	5	CNVR_332	7	48637966	48666251
SSNA1	5	CNVR_488	11	103219634	106640039
STUB1	5	CNVR_861	25	208098	1769456
TERT	5	CNVR_781	20	70604423	71835589
TMEM184A	5	CNVR_870	25	40628353	42056885
TMEM204	5	CNVR_861	25	208098	1769456
TPRN	5	CNVR_488	11	103219634	106640039
TUBB4B	5	CNVR_488	11	103219634	106640039
UBE2L3	5	CNVR_686	17	71355374	73106809
UBE2M	5	CNVR_707	18	65609903	65814370
WDR24	5	CNVR_861	25	208098	1769456
XRN1	5	CNVR_62	1	126520577	126747762
YDJC	5	CNVR_686	17	71355374	73106809
ACOX3	4	CNVR_303	6	113950763	115559907
ADCK5	4	CNVR_560	14	330256	1044777
ADGRA1	4	CNVR_884	26	50637350	51091399
AGPAT2	4	CNVR_488	11	103219634	106640039
AGXT	4	CNVR_151	3	119893611	120782854
AP2A2	4	CNVR_931	29	48646742	51072873
BIRC6	4	CNVR_463	11	14734237	15290934
CCAR1	4	CNVR_909	28	24340626	25229809
CLPTM1L	4	CNVR_781	20	70604423	71835589
CPSF1	4	CNVR_560	14	330256	1044777
CSRP1	4	CNVR_659	16	80366462	80863910
CTSD	4	CNVR_931	29	48646742	51072873
DGAT1	4	CNVR_560	14	330256	1044777
DGKQ	4	CNVR_305	6	116669816	117767753
DYNC1I2	4	CNVR_77	2	24673731	25019765
EEFSEC	4	CNVR_815	22	59386439	59499648
EGFL7	4	CNVR_488	11	103219634	106640039
ENTR1	4	CNVR_488	11	103219634	106640039
FYB1	4	CNVR_762	20	35233378	35486670
GABRG1	4	CNVR_281	6	64567530	64836801
GATA5	4	CNVR_553	13	54341978	54892952
GFER	4	CNVR_861	25	208098	1769456
GLT8D1	4	CNVR_812	22	48156339	48290928
GPR22	4	CNVR_173	4	48408851	48591927
H4	4	CNVR_828	23	31580954	31945721
HRAS	4	CNVR_931	29	48646742	51072873
HSDL2	4	CNVR_368	8	101535908	101914044
IGF2	4	CNVR_931	29	48646742	51072873
LMOD1	4	CNVR_659	16	80366462	80863910
LOC511617	4	CNVR_203	4	112837075	112994064
LOC534155	4	CNVR_368	8	101535908	101914044
LOC790886	4	CNVR_628	16	6000309	6196805
LPCAT1	4	CNVR_781	20	70604423	71835589
LSP1	4	CNVR_931	29	48646742	51072873
MAD1L1	4	CNVR_870	25	40628353	42056885
MAPK11	4	CNVR_244	5	118094837	120071585
MAPK12	4	CNVR_244	5	118094837	120071585
METTL26	4	CNVR_861	25	208098	1769456
MFF	4	CNVR_113	2	115474795	115512459
MIR1-1	4	CNVR_553	13	54341978	54892952
MIR1225	4	CNVR_861	25	208098	1769456
MIR124B	4	CNVR_553	13	54341978	54892952
MIR126	4	CNVR_488	11	103219634	106640039
MIR133A-1	4	CNVR_553	13	54341978	54892952
MIR133C	4	CNVR_553	13	54341978	54892952
MIR2409	4	CNVR_931	29	48646742	51072873
MIR483	4	CNVR_931	29	48646742	51072873
MRGBP	4	CNVR_553	13	54341978	54892952
MSRB1	4	CNVR_861	25	208098	1769456
MTERF4	4	CNVR_151	3	119893611	120782854
NDUFB10	4	CNVR_861	25	208098	1769456
NTSR1	4	CNVR_553	13	54341978	54892952
OGFR	4	CNVR_553	13	54341978	54892952
PBRM1	4	CNVR_812	22	48156339	48290928
PLA2R1	4	CNVR_87	2	36335995	36379882
PLXNB2	4	CNVR_244	5	118094837	120071585
PMPCA	4	CNVR_488	11	103219634	106640039
PPP1R7	4	CNVR_151	3	119893611	120782854
PSMC6	4	CNVR_423	10	11354552	11544918
RAB40C	4	CNVR_861	25	208098	1769456
RALYL	4	CNVR_581	14	78020352	78235444
RNF151	4	CNVR_861	25	208098	1769456
RPL3L	4	CNVR_861	25	208098	1769456
RPS2	4	CNVR_861	25	208098	1769456
SCRT1	4	CNVR_560	14	330256	1044777
SLC25A12	4	CNVR_77	2	24673731	25019765
SLC52A2	4	CNVR_560	14	330256	1044777
SLC9A3R2	4	CNVR_861	25	208098	1769456
SLCO4A1	4	CNVR_553	13	54341978	54892952
SMG1	4	CNVR_866	25	16449087	16538323
SPCS1	4	CNVR_812	22	48156339	48290928
STYX	4	CNVR_423	10	11354552	11544918
SYNGR3	4	CNVR_861	25	208098	1769456
TBC1D5	4	CNVR_64	1	154336232	154445682
TBC1D7	4	CNVR_831	23	43199690	43271085
TBL3	4	CNVR_861	25	208098	1769456
TMEM175	4	CNVR_305	6	116669816	117767753
TNNI2	4	CNVR_931	29	48646742	51072873
TOP3B	4	CNVR_686	17	71355374	73106809
TPPP	4	CNVR_781	20	70604423	71835589
UNC13C	4	CNVR_446	10	55628092	55693450
UNCX	4	CNVR_870	25	40628353	42056885
VPREB1	4	CNVR_686	17	71355374	73106809
VSTM2A	4	CNVR_153	4	190991	769342
WFIKKN1	4	CNVR_861	25	208098	1769456
YTHDF1	4	CNVR_553	13	54341978	54892952
ZC3H15	4	CNVR_71	2	9813911	10004616
ABI1	3	CNVR_538	13	17800892	17909299
ADM2	3	CNVR_244	5	118094837	120071585
AKR1A1	3	CNVR_147	3	100277178	100601230
ARHGEF16	3	CNVR_644	16	49148097	49674031
ARID4B	3	CNVR_903	28	7978983	8204918
ARRDC3	3	CNVR_343	7	90843162	90863630
ARSA	3	CNVR_244	5	118094837	120071585
ASPSCR1	3	CNVR_737	19	50787009	50929851
AXIN1	3	CNVR_861	25	208098	1769456
BIRC3	3	CNVR_590	15	6287730	6431790
BTN1A1	3	CNVR_828	23	31580954	31945721
C25H7orf50	3	CNVR_870	25	40628353	42056885
CD151	3	CNVR_931	29	48646742	51072873
CD81	3	CNVR_931	29	48646742	51072873
CDHR5	3	CNVR_931	29	48646742	51072873
CEND1	3	CNVR_931	29	48646742	51072873
CENPX	3	CNVR_737	19	50787009	50929851
CFAP299	3	CNVR_300	6	95406549	95707067
CHID1	3	CNVR_931	29	48646742	51072873
CLIP1	3	CNVR_678	17	52872065	53069851
CPZ	3	CNVR_303	6	113950763	115559907
ELFN1	3	CNVR_870	25	40628353	42056885
F10	3	CNVR_532	12	86064733	86688013
FGFR3	3	CNVR_305	6	116669816	117767753
FYTTD1	3	CNVR_41	1	69979144	70404106
GATD1	3	CNVR_931	29	48646742	51072873
GPBP1L1	3	CNVR_147	3	100277178	100601230
H19	3	CNVR_931	29	48646742	51072873
HDAC11	3	CNVR_814	22	58236823	59004418
HFE	3	CNVR_828	23	31580954	31945721
HIST1H1C	3	CNVR_828	23	31580954	31945721
HIST1H2AC	3	CNVR_828	23	31580954	31945721
IGF2BP2	3	CNVR_44	1	81343507	81416748
INPP5E	3	CNVR_488	11	103219634	106640039
IPP	3	CNVR_147	3	100277178	100601230
IQCG	3	CNVR_41	1	69979144	70404106
IRF7	3	CNVR_931	29	48646742	51072873
ITFG1	3	CNVR_691	18	15491110	15821257
KBTBD8	3	CNVR_811	22	34408419	34473365
KCNQ1	3	CNVR_931	29	48646742	51072873
KIRREL3	3	CNVR_923	29	29740161	29758973
LCORL	3	CNVR_266	6	37403224	37536990
LMF2	3	CNVR_244	5	118094837	120071585
LOC531152	3	CNVR_686	17	71355374	73106809
LRRC39	3	CNVR_131	3	42917941	43378710
MAPK8IP2	3	CNVR_244	5	118094837	120071585
MFSD14A	3	CNVR_131	3	42917941	43378710
MIOX	3	CNVR_244	5	118094837	120071585
MIR10164	3	CNVR_738	19	52105919	52254545
MIR210	3	CNVR_931	29	48646742	51072873
MIR2346	3	CNVR_737	19	50787009	50929851
MIR551A	3	CNVR_644	16	49148097	49674031
MIR6531	3	CNVR_828	23	31580954	31945721
MOB2	3	CNVR_931	29	48646742	51072873
MRPL23	3	CNVR_931	29	48646742	51072873
NASP	3	CNVR_147	3	100277178	100601230
NCAPH2	3	CNVR_244	5	118094837	120071585
NCOA4	3	CNVR_914	28	44038721	44071166
PEBP1	3	CNVR_680	17	57083149	57194642
PHRF1	3	CNVR_931	29	48646742	51072873
PIDD1	3	CNVR_931	29	48646742	51072873
PNPLA2	3	CNVR_931	29	48646742	51072873
POLR2L	3	CNVR_931	29	48646742	51072873
PPP6R3	3	CNVR_929	29	46047863	46178866
PRDX1	3	CNVR_147	3	100277178	100601230
RAB26	3	CNVR_861	25	208098	1769456
RASSF7	3	CNVR_931	29	48646742	51072873
RBL1	3	CNVR_556	13	66020536	66071349
RLF	3	CNVR_148	3	105906709	105941874
RNH1	3	CNVR_931	29	48646742	51072873
RNPEP	3	CNVR_659	16	80366462	80863910
RPL35A	3	CNVR_41	1	69979144	70404106
RPLP2	3	CNVR_931	29	48646742	51072873
SASS6	3	CNVR_131	3	42917941	43378710
SCO2	3	CNVR_244	5	118094837	120071585
SLC25A22	3	CNVR_931	29	48646742	51072873
SLC35A3	3	CNVR_131	3	42917941	43378710
SLC39A4	3	CNVR_560	14	330256	1044777
SLC4A10	3	CNVR_85	2	34588581	34703310
SPON2	3	CNVR_305	6	116669816	117767753
TALDO1	3	CNVR_931	29	48646742	51072873
TANC2	3	CNVR_735	19	47402508	47741795
THEMIS	3	CNVR_401	9	65885583	66036771
TMEM69	3	CNVR_147	3	100277178	100601230
TNNT3	3	CNVR_931	29	48646742	51072873
TOLLIP	3	CNVR_931	29	48646742	51072873
TONSL	3	CNVR_560	14	330256	1044777
TOX	3	CNVR_565	14	25111427	25127840
TPRA1	3	CNVR_816	22	59789766	60710593
TRAF7	3	CNVR_861	25	208098	1769456
TRIM38	3	CNVR_828	23	31580954	31945721
TRMT13	3	CNVR_131	3	42917941	43378710
TSPAN4	3	CNVR_931	29	48646742	51072873
TSSC4	3	CNVR_931	29	48646742	51072873
VPS28	3	CNVR_560	14	330256	1044777
VPS54	3	CNVR_483	11	62354153	62437950
ZFAND2A	3	CNVR_870	25	40628353	42056885
ZPBP	3	CNVR_155	4	5815841	5868189
ABTB1	2	CNVR_816	22	59789766	60710593
ACAD9	2	CNVR_814	22	58236823	59004418
ACADL	2	CNVR_108	2	97988530	98062823
ACBD5	2	CNVR_538	13	17800892	17909299
ACSL6	2	CNVR_316	7	22521430	23489956
ADAM32	2	CNVR_895	27	34176183	34272250
ADAP1	2	CNVR_870	25	40628353	42056885
AGPS	2	CNVR_76	2	19337434	19425494
ALDH1L1	2	CNVR_816	22	59789766	60710593
ALDH7A1	2	CNVR_320	7	27289094	27323816
ALG12	2	CNVR_244	5	118094837	120071585
ANKIB1	2	CNVR_160	4	9623951	9706609
AP3B1	2	CNVR_421	10	9143166	9354675
ARHGDIG	2	CNVR_861	25	208098	1769456
ASCL2	2	CNVR_931	29	48646742	51072873
ATP1B2	2	CNVR_727	19	27316118	27421507
B2M	2	CNVR_457	10	103030307	103129795
BRAT1	2	CNVR_870	25	40628353	42056885
BRD3	2	CNVR_488	11	103219634	106640039
C16H1orf174	2	CNVR_644	16	49148097	49674031
C21H14orf180	2	CNVR_802	21	68643064	69808854
CALCRL	2	CNVR_70	2	8923646	9443359
CAMSAP1	2	CNVR_488	11	103219634	106640039
CCDC117	2	CNVR_684	17	68015202	68055218
CCHCR1	2	CNVR_823	23	27998654	28085043
CCSER1	2	CNVR_261	6	34198104	34610791
CDADC1	2	CNVR_500	12	18866247	18999163
CDC27	2	CNVR_733	19	46083610	46268549
CDC42SE2	2	CNVR_316	7	22521430	23489956
CDKN1C	2	CNVR_931	29	48646742	51072873
CDSN	2	CNVR_823	23	27998654	28085043
CFAP100	2	CNVR_816	22	59789766	60710593
CHKB	2	CNVR_244	5	118094837	120071585
CLDN10	2	CNVR_527	12	72838319	72907153
CLDN7	2	CNVR_726	19	26969809	27011004
CLSPN	2	CNVR_149	3	109750764	110033765
CNPY3	2	CNVR_819	23	16521600	16640000
COX19	2	CNVR_870	25	40628353	42056885
CPT1B	2	CNVR_244	5	118094837	120071585
CRELD2	2	CNVR_244	5	118094837	120071585
CSNK1G1	2	CNVR_441	10	45411930	45807766
CYLC2	2	CNVR_366	8	92481299	93081733
CYP2R1	2	CNVR_598	15	37889488	37988924
CYSLTR2	2	CNVR_499	12	18394407	18543051
DARS2	2	CNVR_646	16	55212092	55344755
DECR2	2	CNVR_861	25	208098	1769456
DFFB	2	CNVR_644	16	49148097	49674031
DHTKD1	2	CNVR_536	13	12280490	12378558
DIS3L	2	CNVR_424	10	13219798	13290512
DNAH2	2	CNVR_727	19	27316118	27421507
ECHDC3	2	CNVR_537	13	12520034	12748454
EFNB3	2	CNVR_727	19	27316118	27421507
ELF3	2	CNVR_659	16	80366462	80863910
ENKUR	2	CNVR_542	13	25678465	25886779
ERCC6L2	2	CNVR_363	8	82609588	82677709
F7	2	CNVR_532	12	86064733	86688013
FAM234A	2	CNVR_861	25	208098	1769456
FUCA1	2	CNVR_116	2	129061339	129109626
FXR2	2	CNVR_727	19	27316118	27421507
GAL	2	CNVR_929	29	46047863	46178866
GALNT13	2	CNVR_90	2	41679485	41842234
GET4	2	CNVR_870	25	40628353	42056885
GNMT	2	CNVR_819	23	16521600	16640000
GPR146	2	CNVR_870	25	40628353	42056885
GPR37L1	2	CNVR_659	16	80366462	80863910
GUCD1	2	CNVR_686	17	71355374	73106809
HDAC10	2	CNVR_244	5	118094837	120071585
HGFAC	2	CNVR_303	6	113950763	115559907
HMCN1	2	CNVR_652	16	67025984	67146187
HMG20A	2	CNVR_790	21	32556363	32646958
HMGCL	2	CNVR_116	2	129061339	129109626
HMGCS1	2	CNVR_760	20	31422941	31448781
HSF1	2	CNVR_560	14	330256	1044777
IFITM1	2	CNVR_931	29	48646742	51072873
IFITM3	2	CNVR_931	29	48646742	51072873
INS	2	CNVR_931	29	48646742	51072873
IQSEC1	2	CNVR_814	22	58236823	59004418
KCNMB2	2	CNVR_47	1	88063961	88278205
KLF12	2	CNVR_507	12	48651266	48790568
KLF15	2	CNVR_816	22	59789766	60710593
KLHL23	2	CNVR_80	2	26533881	26616402
LAP3	2	CNVR_264	6	37136794	37145522
LETM1	2	CNVR_305	6	116669816	117767753
LFNG	2	CNVR_870	25	40628353	42056885
LHX3	2	CNVR_488	11	103219634	106640039
LMNB1	2	CNVR_319	7	27125730	27164197
LOC506989	2	CNVR_603	15	46190128	46354274
LRPAP1	2	CNVR_303	6	113950763	115559907
LRRIQ1	2	CNVR_208	5	14819458	14878496
LYPLA1	2	CNVR_564	14	21980847	22027926
MAP2K1	2	CNVR_424	10	13219798	13290512
MCU	2	CNVR_910	28	28501081	29240599
METTL5	2	CNVR_80	2	26533881	26616402
MIR11980	2	CNVR_870	25	40628353	42056885
MIR12018	2	CNVR_316	7	22521430	23489956
MIR12029	2	CNVR_870	25	40628353	42056885
MIR1777A	2	CNVR_303	6	113950763	115559907
MIR2284Z-1	2	CNVR_421	10	9143166	9354675
MIR2285BS	2	CNVR_1	1	1556392	2086121
MIR2306	2	CNVR_553	13	54341978	54892952
MIR2309	2	CNVR_560	14	330256	1044777
MIR2320	2	CNVR_644	16	49148097	49674031
MIR2360	2	CNVR_763	20	36817457	37273408
MIR2389	2	CNVR_870	25	40628353	42056885
MIR2410	2	CNVR_931	29	48646742	51072873
MIR2439	2	CNVR_237	5	111781297	111914115
MIR2894	2	CNVR_244	5	118094837	120071585
MIR339A	2	CNVR_870	25	40628353	42056885
MIR582	2	CNVR_755	20	19517625	19626594
MKLN1	2	CNVR_197	4	95067685	95166666
MLC1	2	CNVR_244	5	118094837	120071585
MMACHC	2	CNVR_147	3	100277178	100601230
MPDU1	2	CNVR_727	19	27316118	27421507
MRM2	2	CNVR_870	25	40628353	42056885
MROH1	2	CNVR_560	14	330256	1044777
MRPL15	2	CNVR_564	14	21980847	22027926
MRPL28	2	CNVR_861	25	208098	1769456
MYCBP2	2	CNVR_511	12	52199487	52385221
NACC2	2	CNVR_488	11	103219634	106640039
NCAPG	2	CNVR_265	6	37328528	37384980
NIPBL	2	CNVR_763	20	36817457	37273408
NLRC4	2	CNVR_463	11	14734237	15290934
NME4	2	CNVR_861	25	208098	1769456
NUP155	2	CNVR_763	20	36817457	37273408
NUP210	2	CNVR_814	22	58236823	59004418
OCIAD1	2	CNVR_282	6	67471713	67537362
OCIAD2	2	CNVR_282	6	67471713	67537362
ODF3B	2	CNVR_244	5	118094837	120071585
OR12D2	2	CNVR_825	23	29198023	29325564
ORC5	2	CNVR_171	4	45400553	45479387
P4HA1	2	CNVR_910	28	28501081	29240599
PAEP	2	CNVR_488	11	103219634	106640039
PANX2	2	CNVR_244	5	118094837	120071585
PAQR4	2	CNVR_862	25	2337264	2422717
PBX3	2	CNVR_487	11	96567133	96748895
PCID2	2	CNVR_532	12	86064733	86688013
PDCD1	2	CNVR_152	3	120829136	120928899
PDIA2	2	CNVR_861	25	208098	1769456
PEX6	2	CNVR_819	23	16521600	16640000
PICALM	2	CNVR_916	29	9400987	9599143
PKP3	2	CNVR_931	29	48646742	51072873
POLR2K	2	CNVR_577	14	64205475	64235532
POU4F2	2	CNVR_664	17	11566347	11716513
PPARA	2	CNVR_241	5	116466547	116483271
PPP2R5D	2	CNVR_819	23	16521600	16640000
PRKAA1	2	CNVR_761	20	33614197	33711013
PRKAR1B	2	CNVR_870	25	40628353	42056885
PSMB11	2	CNVR_429	10	21794678	21841817
PSMB5	2	CNVR_429	10	21794678	21841817
PSORS1C2	2	CNVR_823	23	27998654	28085043
PTCRA	2	CNVR_819	23	16521600	16640000
PTPN7	2	CNVR_659	16	80366462	80863910
RAD50	2	CNVR_312	7	21752546	21802513
RASGEF1C	2	CNVR_307	7	1080046	1085828
RDX	2	CNVR_595	15	20276441	20424163
RGS11	2	CNVR_861	25	208098	1769456
RHOT1	2	CNVR_721	19	17894199	17959242
RPS21	2	CNVR_553	13	54341978	54892952
