Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	ID	i.Start	i.End	Frequency	n_Sample	0	1	3	4	Type	Length	Check_gene
1	139	NM_001193008	-	69962334	70052897	69963257	70052736	13	69962334,69969733,69976880,69988381,69991412,69998413,70004279,70006771,70015565,70017276,70018176,70026008,70052539,	69963323,69969887,69977063,69988568,69991911,69998554,70004425,70006973,70015742,70017356,70018352,70026077,70052897,	0	OSBPL11	cmpl	cmpl	0,2,2,1,0,0,1,0,0,1,2,2,0,	CNVR_41	69979144	70404106	3	3		3			Loss	424963	Has_gene
1	1120	NM_001025321	-	70176685	70180132	70176738	70179434	5	70176685,70177969,70179049,70179423,70180104,	70176762,70178114,70179202,70179468,70180132,	0	RPL35A	cmpl	cmpl	0,2,2,0,-1,	CNVR_41	69979144	70404106	3	3		3			Loss	424963	Has_gene
1	1120	NM_001038195	+	70180445	70226098	70185026	70225721	11	70180445,70184967,70186872,70191721,70194128,70202450,70210097,70212666,70220934,70222021,70225589,	70180512,70185034,70187140,70191945,70194257,70202532,70210259,70212741,70221066,70222123,70226098,	0	IQCG	cmpl	cmpl	-1,0,2,0,2,2,0,0,0,0,0,	CNVR_41	69979144	70404106	3	3		3			Loss	424963	Has_gene
1	1121	NM_001001137	-	70342776	70372467	70342999	70372454	10	70342776,70344958,70349125,70350570,70351029,70351074,70354151,70360185,70367883,70372348,	70343098,70345085,70349200,70350625,70351074,70351128,70354264,70360334,70368012,70372467,	0	FYTTD1	cmpl	cmpl	0,2,2,1,0,2,0,1,1,0,	CNVR_41	69979144	70404106	3	3		3			Loss	424963	Has_gene
1	140	NM_001101897	+	70384587	70433147	70384763	70433018	20	70384587,70398596,70405028,70407626,70408645,70409794,70410581,70414630,70415438,70416482,70417200,70425997,70426922,70427937,70428662,70429766,70430538,70431035,70432515,70432839,	70384828,70398750,70405112,70407786,70408752,70409948,70411115,70414726,70415554,70416690,70417305,70426058,70427055,70428083,70428727,70430005,70430600,70431189,70432609,70433147,	0	RUBCN	cmpl	cmpl	0,2,0,0,1,0,1,1,1,0,1,1,2,0,2,1,0,2,0,1,	CNVR_41	69979144	70404106	3	3		3			Loss	424963	Has_gene
1	17	NM_001206727	+	71257813	71346317	71301951	71342311	15	71257813,71301930,71316481,71316910,71318588,71319556,71322309,71323833,71325573,71326106,71327668,71329849,71332191,71341632,71342224,	71257854,71302138,71316582,71317058,71318620,71319664,71322442,71323897,71325622,71326219,71327786,71329949,71332388,71341770,71346317,	0	PAK2	cmpl	cmpl	-1,0,1,0,1,0,0,1,2,0,2,0,1,0,0,	CNVR_42	71238937	71380741	5	5		5			Loss	141805	Has_gene
1																CNVR_43	75707006	75732698	1	1		1			Loss	25693	Non_gene
1	150	NM_001192504	+	81402115	81571987	81402186	81571814	16	81402115,81403957,81531278,81532289,81535274,81538340,81540483,81544741,81545217,81547716,81558492,81559411,81564055,81569867,81570329,81571721,	81402364,81404018,81531327,81532341,81535338,81538613,81540618,81544864,81545353,81547845,81558561,81559528,81564130,81569999,81570443,81571987,	0	IGF2BP2	cmpl	cmpl	0,1,2,0,1,2,2,2,2,0,0,0,0,0,0,0,	CNVR_44	81343507	81416748	7	7			7		Gain	73242	Has_gene
1	152	NM_001076979	-	83752078	83814502	83753722	83814064	3	83752078,83753583,83813035,	83752634,83753737,83814502,	0	B3GNT5	cmpl	cmpl	-1,0,0,	CNVR_45	83707085	83810343	7	7		6	1		Mixed	103259	Has_gene
1	1226	NM_001102233	+	84042261	84074787	84059174	84074727	7	84042261,84059132,84060540,84062905,84072922,84073255,84074647,	84042385,84059349,84060709,84063036,84073005,84073352,84074787,	0	DCUN1D1	cmpl	cmpl	-1,0,1,2,1,0,1,	CNVR_46	84046023	84284676	8	8		7	1		Mixed	238654	Has_gene
1	157	NM_001080300	-	88158301	88639351	88159085	88194729	5	88158301,88173952,88177228,88194673,88639266,	88159370,88174148,88177399,88194796,88639351,	0	KCNMB2	cmpl	cmpl	0,2,2,0,-1,	CNVR_47	88063961	88278205	2	2			2		Gain	214245	Has_gene
1																CNVR_48	90705336	90742154	1	1		1			Loss	36819	Non_gene
1																CNVR_49	90893182	91008609	15	15		15			Loss	115428	Non_gene
1																CNVR_50	92571301	93051564	4	4		4			Loss	480264	Non_gene
1																CNVR_51	94782982	94804961	1	1		1			Loss	21980	Non_gene
1																CNVR_52	101346641	101402516	1	1		1			Loss	55876	Non_gene
1																CNVR_53	101612280	102089512	4	4		2	1	1	Mixed	477233	Non_gene
1																CNVR_54	103272899	103339600	1	1		1			Loss	66702	Non_gene
1																CNVR_55	104199530	104263712	1	1			1		Gain	64183	Non_gene
1																CNVR_56	104515879	104784023	1	1			1		Gain	268145	Non_gene
1																CNVR_57	104932182	105100473	1	1		1			Loss	168292	Non_gene
1																CNVR_58	105239570	105472672	1	1			1		Gain	233103	Non_gene
1	22	NM_001099725	-	115306073	115461588	115308867	115461582	8	115306073,115308849,115311908,115320100,115322368,115332842,115344377,115461408,	115306472,115308924,115312003,115320254,115322626,115333043,115344548,115461588,	0	MBNL1	cmpl	cmpl	-1,0,1,0,0,0,0,0,	CNVR_59	115368465	115487178	1	1			1		Gain	118714	Has_gene
1																CNVR_60	120398043	120455085	1	1		1			Loss	57043	Non_gene
1																CNVR_61	122918257	123519058	8	8		4	4		Mixed	600802	Non_gene
1	193	NM_001206035	+	126593242	126700958	126593308	126700958	42	126593242,126601895,126607501,126608740,126608939,126611055,126612373,126612542,126613596,126613981,126616015,126616288,126622355,126624274,126626022,126632509,126633687,126633905,126637889,126640571,126643309,126644166,126646901,126649658,126650266,126656617,126657090,126660239,126660429,126663762,126668848,126669526,126676575,126684480,126686181,126686902,126688888,126692263,126692470,126699633,126700024,126700658,	126593383,126602128,126607599,126608850,126609050,126611138,126612461,126612711,126613664,126614119,126616082,126616394,126622445,126624431,126626142,126632679,126633808,126634004,126637993,126640703,126643472,126644280,126647000,126649774,126650413,126656707,126657226,126660296,126660562,126663832,126669056,126669622,126676678,126684542,126686304,126687062,126689067,126692377,126692573,126699672,126700185,126700958,	0	XRN1	cmpl	cmpl	0,0,2,1,0,0,2,0,1,0,0,1,2,2,0,0,2,0,0,2,2,0,0,0,2,2,2,0,0,1,2,0,0,1,0,0,1,0,0,1,1,0,	CNVR_62	126520577	126747762	5	5		5			Loss	227186	Has_gene
1	193	NM_001035473	+	126736158	126814524	126736213	126814323	16	126736158,126748044,126749756,126773239,126778436,126785385,126785998,126786142,126786412,126788625,126790116,126801130,126808840,126809853,126810793,126814177,	126736360,126748138,126749832,126773333,126778568,126785461,126786060,126786216,126786473,126788752,126790221,126801225,126808944,126809913,126810927,126814524,	0	GK5	cmpl	cmpl	0,0,1,2,0,0,1,0,2,0,1,1,0,2,2,1,	CNVR_62	126520577	126747762	5	5		5			Loss	227186	Has_gene
1																CNVR_63	131466441	131488608	1	1		1			Loss	22168	Non_gene
1	27	NM_001205489	-	154096127	154616588	154096127	154451667	22	154096127,154097292,154098307,154114410,154148264,154166084,154170137,154201031,154241206,154261665,154330888,154340892,154341059,154342633,154349190,154370014,154371145,154371315,154372866,154390543,154451570,154616526,	154096396,154097467,154098387,154114510,154148428,154166150,154170388,154201117,154241313,154261808,154331061,154340962,154341110,154342722,154349293,154370082,154371220,154371405,154372975,154390607,154451702,154616588,	0	TBC1D5	cmpl	cmpl	1,0,1,0,1,1,2,0,1,2,0,2,2,0,2,0,0,0,2,1,0,-1,	CNVR_64	154336232	154445682	4	4		4			Loss	109451	Has_gene
1																CNVR_65	157003140	157019589	1	1			1		Gain	16450	Non_gene
1	1788	NM_001206787	+	157728793	157737101	157730383	157737101	8	157728793,157730339,157732676,157733125,157734472,157734961,157735883,157736845,	157728970,157730467,157732844,157733242,157734550,157735084,157735993,157737101,	0	LOC538060	cmpl	cmpl	-1,0,0,0,0,0,0,2,	CNVR_66	157665979	157775990	20	19		2	18		Mixed	110012	Has_gene
1																CNVR_67	157905244	157913264	1	1		1			Loss	8021	Non_gene
10																CNVR_415	110950	164069	1	1			1		Gain	53120	Non_gene
10																CNVR_416	545401	561907	1	1		1			Loss	16507	Non_gene
10																CNVR_417	1860161	1936953	1	1		1			Loss	76793	Non_gene
10																CNVR_418	2377878	2387809	3	3	1	2			Loss	9932	Non_gene
10	79	NM_174765	-	6796874	6925123	6799184	6924704	18	6796874,6799175,6800547,6801655,6804713,6805599,6807965,6814339,6814934,6820264,6844854,6849975,6854644,6861772,6862289,6883600,6919574,6924608,	6796914,6799312,6800677,6801784,6804784,6805732,6808061,6814417,6815027,6820351,6844947,6850133,6854728,6861911,6862397,6883717,6919709,6925123,	0	COL4A3BP	cmpl	cmpl	-1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,	CNVR_419	6846956	6989555	1	1		1			Loss	142600	Has_gene
10	79	NM_001102258	+	6925389	7006064	6967465	7004550	15	6925389,6967456,6974323,6981047,6984493,6987225,6991079,6992480,6993461,6995897,6999620,7000788,7002680,7004189,7004465,	6925413,6967621,6974443,6981200,6984625,6987379,6991319,6992605,6993628,6995930,6999717,7000960,7003637,7004232,7006064,	0	POLK	cmpl	cmpl	-1,0,0,0,0,0,1,1,0,2,2,0,1,1,2,	CNVR_419	6846956	6989555	1	1		1			Loss	142600	Has_gene
10	651	NM_001103312	-	8755488	8765137	8757013	8764969	3	8755488,8763203,8764932,	8757544,8763613,8765137,	0	OTP	cmpl	cmpl	0,1,0,	CNVR_420	8707331	8842897	1	1		1			Loss	135567	Has_gene
10	652	NM_175803	-	8804012	8885089	8804196	8885008	4	8804012,8806317,8817570,8884955,	8804277,8806404,8817676,8885089,	0	TBCA	cmpl	cmpl	0,0,2,0,	CNVR_420	8707331	8842897	1	1		1			Loss	135567	Has_gene
10	81	NM_001076534	-	9099557	9335298	9100132	9335258	27	9099557,9113283,9118528,9132531,9137070,9174372,9180138,9189481,9193000,9196213,9201563,9202664,9213896,9221026,9226542,9229416,9231694,9231853,9233979,9238912,9263799,9274613,9277047,9277814,9292112,9306310,9335130,	9100286,9113422,9118626,9132616,9137302,9174479,9180211,9189629,9193142,9196322,9201694,9202851,9214073,9221136,9226675,9229479,9231766,9231908,9234077,9239068,9263982,9274680,9277208,9277910,9292187,9306386,9335298,	0	AP3B1	cmpl	cmpl	2,1,2,1,0,1,0,2,1,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,0,	CNVR_421	9143166	9354675	2	2		2			Loss	211510	Has_gene
10	654	NR_107793	-	9148660	9148739	9148739	9148739	1	9148660,	9148739,	0	MIR2284Z-1	unk	unk	-1,	CNVR_421	9143166	9354675	2	2		2			Loss	211510	Has_gene
10	10	NM_001076052	-	10413729	10546778	10415347	10546388	9	10413729,10431476,10432165,10436158,10480143,10488329,10491984,10499034,10546383,	10415536,10431557,10432276,10436315,10480283,10488422,10492116,10499191,10546778,	0	HOMER1	cmpl	cmpl	0,0,0,2,0,0,0,2,0,	CNVR_422	10467395	10490050	1	1		1			Loss	22656	Has_gene
10	83	NM_001075559	+	11392706	11404463	11397727	11404254	6	11392706,11397713,11398853,11400085,11402771,11404106,	11392794,11397881,11398916,11400213,11402833,11404463,	0	GNPNAT1	cmpl	cmpl	-1,0,1,1,0,2,	CNVR_423	11354552	11544918	5	5		5			Loss	190367	Has_gene
10	672	NM_001193128	-	11410173	11460234	11410281	11459963	11	11410173,11412976,11424535,11426276,11426419,11426891,11427322,11436175,11439807,11444888,11459906,	11410355,11413070,11424608,11426327,11426459,11426928,11427383,11436273,11439861,11444921,11460234,	0	STYX	cmpl	cmpl	1,0,2,2,1,0,2,0,0,0,0,	CNVR_423	11354552	11544918	5	5		5			Loss	190367	Has_gene
10	672	NM_001046240	-	11462173	11486213	11462556	11486177	14	11462173,11466246,11473357,11473581,11475123,11475538,11475744,11477086,11481284,11481643,11484606,11484907,11485038,11486092,	11462675,11466318,11473438,11473702,11475185,11475662,11475806,11477174,11481399,11481711,11484659,11484947,11485118,11486213,	0	PSMC6	cmpl	cmpl	1,1,1,0,1,0,1,0,2,0,1,0,1,0,	CNVR_423	11354552	11544918	5	5		5			Loss	190367	Has_gene
10	10	NM_001103348	+	11498531	11548827	11498761	11548469	15	11498531,11508307,11509231,11516374,11521816,11521984,11529760,11531987,11540651,11540805,11541749,11542486,11546889,11547059,11548408,	11498875,11508427,11509315,11516413,11521893,11522058,11529881,11532038,11540686,11540898,11541996,11542556,11546976,11547193,11548827,	0	ERO1A	cmpl	cmpl	0,0,0,0,0,2,1,2,2,1,1,2,0,0,2,	CNVR_423	11354552	11544918	5	5		5			Loss	190367	Has_gene
10	685	NM_001078156	+	13201805	13234118	13203502	13233829	17	13201805,13203392,13212287,13214171,13216596,13218160,13219351,13221574,13222788,13224849,13226194,13229087,13230383,13230645,13232392,13233261,13233523,	13202012,13203546,13212416,13214307,13216773,13218239,13219531,13221744,13222950,13225097,13226287,13229621,13230538,13230824,13232538,13233436,13234118,	0	DIS3L	cmpl	cmpl	-1,0,2,2,0,0,1,1,0,0,2,2,2,1,0,2,0,	CNVR_424	13219798	13290512	2	2		2			Loss	70715	Has_gene
10	85	NM_001105336	-	13235272	13252124	13235912	13243314	9	13235272,13237419,13239763,13240055,13242313,13242598,13242792,13243283,13252100,	13236103,13237626,13239827,13240178,13242389,13242677,13242933,13243408,13252124,	0	TIPIN	cmpl	cmpl	1,1,0,0,2,1,1,0,-1,	CNVR_424	13219798	13290512	2	2		2			Loss	70715	Has_gene
10	686	NM_001130752	+	13276353	13351211	13276632	13350296	11	13276353,13312938,13314555,13321920,13322553,13343083,13346019,13347225,13349036,13349497,13350182,	13276712,13313149,13314702,13321998,13322605,13343208,13346221,13347290,13349098,13349543,13351211,	0	MAP2K1	cmpl	cmpl	0,2,0,0,0,1,0,1,0,2,0,	CNVR_424	13219798	13290512	2	2		2			Loss	70715	Has_gene
10																CNVR_425	14157673	14228843	1	1			1		Gain	71171	Non_gene
10																CNVR_426	18786999	18854031	1	1		1			Loss	67033	Non_gene
10																CNVR_427	18991042	19055444	1	1		1			Loss	64403	Non_gene
10																CNVR_428	19755228	19797770	1	1			1		Gain	42543	Non_gene
10	751	NM_001099386	-	21815962	21817136	21816159	21817029	1	21815962,	21817136,	0	PSMB11	cmpl	cmpl	0,	CNVR_429	21794678	21841817	2	2			2		Gain	47140	Has_gene
10	751	NM_001037612	+	21821506	21827026	21821859	21826804	3	21821506,21822787,21826517,	21822057,21823094,21827026,	0	PSMB5	cmpl	cmpl	0,0,1,	CNVR_429	21794678	21841817	2	2			2		Gain	47140	Has_gene
10																CNVR_430	22364061	22408227	1	1			1		Gain	44167	Non_gene
10																CNVR_431	22796412	23703141	27	25	1	14	12		Mixed	906730	Non_gene
10																CNVR_432	24904079	25349755	7	7		2	5		Mixed	445677	Non_gene
10																CNVR_433	27289923	27320537	1	1			1		Gain	30615	Non_gene
10	798	NM_001206763	+	28033404	28034334	28033404	28034334	1	28033404,	28034334,	0	LOC515694	cmpl	cmpl	0,	CNVR_434	28030117	28053351	1	1			1		Gain	23235	Has_gene
10	12	NM_001098091	-	30358851	30440150	30359032	30439992	35	30358851,30364023,30364816,30369786,30371712,30373726,30374591,30375782,30378379,30380889,30383182,30385719,30388477,30390869,30391686,30393790,30395096,30396345,30399462,30402784,30404796,30407451,30410231,30412192,30414070,30415323,30418198,30420958,30422069,30423848,30426002,30431526,30434655,30436611,30439917,	30359344,30364137,30364991,30369872,30371883,30373898,30374779,30375854,30378517,30381099,30383318,30385829,30388588,30390939,30391833,30394032,30395266,30396513,30399641,30402926,30404917,30407554,30410335,30412306,30414187,30415388,30418275,30421059,30422138,30423989,30426123,30431562,30434696,30436668,30440150,	0	AQR	cmpl	cmpl	0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,1,1,2,1,0,2,0,0,0,1,2,0,0,0,2,2,0,0,0,	CNVR_435	30358059	30402170	1	1		1			Loss	44112	Has_gene
10	107	NM_001205384	-	36505677	36628891	36507042	36601716	36	36505677,36509385,36510302,36510763,36512425,36513340,36514080,36522872,36529126,36538628,36543486,36549259,36563915,36564850,36565692,36566824,36567180,36569968,36570969,36572007,36573630,36574188,36580360,36581324,36582382,36583724,36584666,36587057,36588322,36594013,36595306,36597825,36600997,36601158,36601573,36628642,	36507260,36509601,36510462,36510919,36512514,36513443,36514239,36522945,36529221,36538756,36543712,36549400,36564087,36564944,36565760,36566958,36567348,36570054,36571087,36572092,36573773,36574248,36580456,36581405,36582592,36583792,36584862,36587261,36588376,36594228,36595427,36598008,36601065,36601328,36601759,36628891,	0	INO80	cmpl	cmpl	1,1,0,0,1,0,0,2,0,1,0,0,2,1,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,-1,	CNVR_436	36538466	36803995	1	1		1			Loss	265530	Has_gene
10	865	NM_001075576	+	36719641	36755890	36720273	36753988	8	36719641,36720238,36726768,36737087,36741098,36748632,36753668,36753934,	36719876,36720340,36726841,36737168,36741226,36748694,36753791,36755890,	0	CHP1	cmpl	cmpl	-1,0,1,2,2,1,0,0,	CNVR_436	36538466	36803995	1	1		1			Loss	265530	Has_gene
10	865	NM_001205692	-	36780761	36789336	36781283	36789298	5	36780761,36783919,36786199,36788679,36788976,	36781379,36784001,36786322,36788746,36789336,	0	OIP5	cmpl	cmpl	0,2,2,1,0,	CNVR_436	36538466	36803995	1	1		1			Loss	265530	Has_gene
10	865	NM_001046571	+	36789589	36819852	36789677	36819063	11	36789589,36795428,36796663,36798330,36803547,36804772,36808329,36809674,36812496,36817806,36818966,	36789770,36795497,36796858,36798490,36803646,36804882,36808520,36809832,36812613,36817915,36819852,	0	NUSAP1	cmpl	cmpl	0,0,0,0,1,1,0,2,1,1,2,	CNVR_436	36538466	36803995	1	1		1			Loss	265530	Has_gene
10																CNVR_437	41412968	41462308	1	1		1			Loss	49341	Non_gene
10																CNVR_438	41667967	41725845	1	1		1			Loss	57879	Non_gene
10	910	NM_001076024	-	42664099	42671425	42664441	42671200	3	42664099,42666137,42669361,	42664948,42666281,42671425,	0	DNAAF2	cmpl	cmpl	0,0,0,	CNVR_439	42661079	42869573	5	5		4	1		Mixed	208495	Has_gene
10	910	NR_107744	+	42671050	42671128	42671128	42671128	1	42671050,	42671128,	0	MIR6517	unk	unk	-1,	CNVR_439	42661079	42869573	5	5		4	1		Mixed	208495	Has_gene
10	910	NM_001105383	-	42673782	42705622	42673878	42705616	19	42673782,42677271,42679693,42680679,42682262,42682426,42683189,42683417,42684066,42687037,42688723,42689494,42690136,42692667,42696290,42696517,42698837,42702690,42705548,	42673897,42677339,42679870,42680788,42682340,42682486,42683244,42683507,42684239,42687110,42688772,42689551,42690220,42692742,42696384,42696595,42698913,42702791,42705622,	0	POLE2	cmpl	cmpl	2,0,0,2,2,2,1,1,2,1,0,0,0,0,2,2,1,2,0,	CNVR_439	42661079	42869573	5	5		4	1		Mixed	208495	Has_gene
