Chr	bin	name	strand	g_Start	g_End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	Sample_ID	CNV_Start	CNV_End	CNV_Value	CNV_Conf	Comment	Empty	Length	Check_gene
5	1275	NM_001083485	-	90468631	90530352	90470176	90530352	9	90468631,90470773,90473137,90475177,90480571,90483391,90499999,90507516,90529699,	90470222,90470800,90473251,90475245,90480696,90483578,90500107,90507724,90530352,	0	AEBP2	cmpl	cmpl	2,2,2,0,1,0,0,2,0,	201094560026_R01C01	89124173	93490294	3	47.68378			4366122	Has_gene
5	1277	NR_107828	+	90832749	90832834	90832834	90832834	1	90832749,	90832834,	0	MIR2285Y	unk	unk	-1,	201094560026_R01C01	89124173	93490294	3	47.68378			4366122	Has_gene
5	1277	NR_107812	-	90832751	90832831	90832831	90832831	1	90832751,	90832831,	0	MIR2284Z-6	unk	unk	-1,	201094560026_R01C01	89124173	93490294	3	47.68378			4366122	Has_gene
5	1281	NM_001040561	-	91334673	91335759	91334687	91335587	1	91334673,	91335759,	0	CAPZA3	cmpl	cmpl	0,	201094560026_R01C01	89124173	93490294	3	47.68378			4366122	Has_gene
5	160	NM_001011680	+	91335806	91384526	91336505	91384465	14	91335806,91336361,91337524,91347955,91352528,91358325,91362735,91363429,91364944,91372054,91373289,91379145,91383072,91384379,	91335932,91336516,91337648,91348187,91352730,91358470,91362885,91363672,91365092,91372171,91373462,91379269,91383222,91384526,	0	PLCZ1	cmpl	cmpl	-1,0,2,0,1,2,0,0,0,1,1,0,1,1,	201094560026_R01C01	89124173	93490294	3	47.68378			4366122	Has_gene
5	160	NM_001206512	-	91399520	91842738	91399885	91842738	31	91399520,91412340,91436156,91455843,91491468,91495900,91496505,91521856,91531898,91571625,91574534,91580244,91582037,91589079,91593528,91680573,91684631,91707858,91717368,91727099,91737152,91752278,91759970,91765696,91784114,91787690,91792725,91825827,91832576,91837704,91842057,	91400038,91412466,91436251,91455919,91491577,91496022,91496695,91521966,91532055,91571795,91574671,91580374,91582130,91589187,91593709,91680668,91684725,91708047,91717499,91727214,91737281,91752477,91760004,91765819,91784178,91787761,91792828,91825942,91832734,91837787,91842738,	0	PIK3C2G	cmpl	cmpl	0,0,1,0,2,0,2,0,2,0,1,0,0,0,2,0,2,2,0,2,2,1,0,0,2,0,2,1,2,0,0,	201094560026_R01C01	89124173	93490294	3	47.68378			4366122	Has_gene
5	1286	NM_001105472	+	91998257	92009235	91998297	92008047	5	91998257,91999997,92002892,92004870,92007764,	91998349,92000054,92002966,92005019,92009235,	0	RERGL	cmpl	cmpl	0,1,1,0,2,	201094560026_R01C01	89124173	93490294	3	47.68378			4366122	Has_gene
5	20	NM_001046337	+	93264606	93328293	93274532	93327804	5	93264606,93269014,93274524,93316917,93327698,	93264644,93269081,93274738,93317043,93328293,	0	LMO3	cmpl	cmpl	-1,-1,0,2,2,	201094560026_R01C01	89124173	93490294	3	47.68378			4366122	Has_gene
6	1229	NM_001046354	-	84443439	84464670	84443650	84464638	6	84443439,84453405,84454719,84455047,84462917,84463917,	84443930,84453625,84454807,84455179,84463066,84464670,	0	UGT2B10	cmpl	cmpl	2,1,0,0,1,0,	201094560026_R01C01	84410273	84480999	0	83.18211			70727	Has_gene
8	9	NM_001191298	+	3940091	5482560	3940091	5482314	12	3940091,4441105,4607288,4644422,5243617,5249588,5347103,5383823,5410411,5452030,5462335,5482146,	3940229,4441214,4607427,4644589,5243803,5249772,5347221,5383931,5410633,5452147,5462485,5482560,	0	GALNTL6	cmpl	cmpl	0,0,1,2,1,1,2,0,0,0,0,0,	201094560026_R01C01	2326166	5147600	3	56.5058			2821435	Has_gene
4																201094560026_R01C02	6305048	6534219	3	123.2185			229172	Non_gene
4	1030	NM_001075596	-	58358569	58359899	58359234	58359870	1	58358569,	58359899,	0	RGS2	cmpl	cmpl	0,	201094560026_R01C02	58226979	59276289	3	36.94196			1049311	Has_gene
5	124	NM_001076336	-	53698072	53892931	53698769	53759395	6	53698072,53704316,53710574,53759178,53827934,53892767,	53699041,53705132,53710718,53759425,53828032,53892931,	0	SLC16A7	cmpl	cmpl	1,1,1,0,-1,-1,	201094560026_R01C02	51397786	55263686	3	42.15256			3865901	Has_gene
5	1001	NM_001205591	+	54560834	54612806	54561117	54611771	19	54560834,54567232,54567600,54592146,54592760,54593928,54594372,54594949,54596323,54597430,54599685,54600262,54602950,54605072,54606524,54607950,54609807,54610042,54611526,	54561353,54567304,54567675,54592278,54592904,54594072,54594516,54595093,54596404,54597502,54599757,54600426,54603271,54605354,54606977,54608109,54609951,54610318,54612806,	0	LRIG3	cmpl	cmpl	0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,	201094560026_R01C02	51397786	55263686	3	42.15256			3865901	Has_gene
7	829	NM_001076190	-	31983444	31984558	31983744	31984473	1	31983444,	31984558,	0	FTMT	cmpl	cmpl	0,	201094560026_R01C02	31901835	33394919	3	52.87645			1493085	Has_gene
7																201094560026_R01C02	84154480	86213365	3	116.6066			2058886	Non_gene
8	9	NM_001191298	+	3940091	5482560	3940091	5482314	12	3940091,4441105,4607288,4644422,5243617,5249588,5347103,5383823,5410411,5452030,5462335,5482146,	3940229,4441214,4607427,4644589,5243803,5249772,5347221,5383931,5410633,5452147,5462485,5482560,	0	GALNTL6	cmpl	cmpl	0,0,1,2,1,1,2,0,0,0,0,0,	201094560026_R01C02	2008965	5139018	3	47.22113			3130054	Has_gene
24	784	NM_001178103	+	26083494	26134653	26083499	26134245	17	26083494,26090985,26092923,26094501,26098849,26100454,26103630,26108204,26108717,26115024,26115393,26117192,26119991,26123360,26132046,26134218,26134343,	26083568,26091070,26093123,26094621,26099005,26100599,26103797,26108339,26108903,26115284,26115536,26117417,26120216,26123482,26132304,26134261,26134653,	0	DSC3	cmpl	cmpl	0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,-1,	201094560026_R01C02	26069138	29019019	3	302.5579			2949882	Has_gene
24	100	NM_001166492	+	28655755	28904115	28656144	28902901	16	28655755,28687363,28834717,28837019,28838950,28845824,28848581,28857592,28858426,28861130,28862793,28865760,28866290,28869297,28890148,28902694,	28656204,28687475,28834944,28837166,28839106,28845969,28848754,28857730,28858612,28861384,28862936,28865994,28866524,28869437,28890313,28904115,	0	CDH2	cmpl	cmpl	0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,	201094560026_R01C02	26069138	29019019	3	302.5579			2949882	Has_gene
2																201094560026_R03C01	73809585	78576254	3	151.3901			4766670	Non_gene
4	1	NM_001034762	+	16522989	16891354	16524383	16890150	3	16522989,16524273,16889388,	16523417,16524437,16891354,	0	NXPH1	cmpl	cmpl	-1,0,0,	201094560026_R03C01	16532649	18483323	3	110.4593			1950675	Has_gene
5	124	NM_001076336	-	53698072	53892931	53698769	53759395	6	53698072,53704316,53710574,53759178,53827934,53892767,	53699041,53705132,53710718,53759425,53828032,53892931,	0	SLC16A7	cmpl	cmpl	1,1,1,0,-1,-1,	201094560026_R03C01	51473515	54997923	3	109.3398			3524409	Has_gene
5	1001	NM_001205591	+	54560834	54612806	54561117	54611771	19	54560834,54567232,54567600,54592146,54592760,54593928,54594372,54594949,54596323,54597430,54599685,54600262,54602950,54605072,54606524,54607950,54609807,54610042,54611526,	54561353,54567304,54567675,54592278,54592904,54594072,54594516,54595093,54596404,54597502,54599757,54600426,54603271,54605354,54606977,54608109,54609951,54610318,54612806,	0	LRIG3	cmpl	cmpl	0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,	201094560026_R03C01	51473515	54997923	3	109.3398			3524409	Has_gene
6	105	NM_001076437	-	33663543	34501208	33664572	34329203	10	33663543,33681953,33792971,33873937,33971950,34161432,34220398,34322479,34327882,34500962,	33664635,33682031,33793055,33874015,33972158,34161553,34220492,34322664,34329244,34501208,	0	CCSER1	cmpl	cmpl	0,0,0,0,2,1,0,1,0,-1,	201094560026_R03C01	30915027	35042532	3	74.09515			4127506	Has_gene
6	106	NM_001102500	-	34655098	34767268	34655305	34767204	8	34655098,34695790,34714531,34726318,34727527,34740895,34744089,34766614,	34655316,34695943,34716517,34726492,34727629,34741002,34744209,34767268,	0	MMRN1	cmpl	cmpl	1,1,1,1,1,2,2,0,	201094560026_R03C01	30915027	35042532	3	74.09515			4127506	Has_gene
6	106	NM_001034041	+	34853387	35000316	34854944	34999758	6	34853387,34854919,34862994,34869683,34997449,34999725,	34853417,34855065,34863036,34869826,34997533,35000316,	0	SNCA	cmpl	cmpl	-1,0,1,1,0,0,	201094560026_R03C01	30915027	35042532	3	74.09515			4127506	Has_gene
6	16	NM_001205725	-	62834652	63097599	62835527	63097599	2	62834652,63096647,	62835988,63097599,	0	KCTD8	cmpl	cmpl	1,0,	201094560026_R03C01	61752222	65801992	3	77.16464			4049771	Has_gene
6	1067	NM_001103258	-	63238857	63272379	63240822	63268682	6	63238857,63244360,63251034,63261101,63268566,63272281,	63240985,63244542,63251180,63261262,63268683,63272379,	0	YIPF7	cmpl	cmpl	2,0,1,2,0,-1,	201094560026_R03C01	61752222	65801992	3	77.16464			4049771	Has_gene
6	133	NM_001102067	+	63290431	63314985	63290607	63314950	17	63290431,63292888,63293171,63293604,63294552,63296301,63302308,63303097,63304767,63306022,63306496,63307441,63308491,63311217,63312302,63313980,63314812,	63290772,63293000,63293320,63293685,63294630,63296385,63302373,63303301,63304907,63306146,63306629,63307585,63308625,63311319,63312422,63314017,63314985,	0	GUF1	cmpl	cmpl	0,0,1,0,0,0,0,2,2,1,2,0,0,2,2,2,0,	201094560026_R03C01	61752222	65801992	3	77.16464			4049771	Has_gene
6	1068	NM_001075356	-	63317744	63348042	63318683	63344977	7	63317744,63324637,63332083,63338670,63340363,63344853,63348027,	63318745,63324812,63332268,63338853,63340465,63345012,63348042,	0	GNPDA2	cmpl	cmpl	1,0,1,1,1,0,-1,	201094560026_R03C01	61752222	65801992	3	77.16464			4049771	Has_gene
6	134	NM_001101250	-	64584445	64674550	64586937	64674487	9	64584445,64596834,64601186,64601461,64604188,64605119,64624995,64649187,64674383,	64587207,64597046,64601339,64601599,64604271,64605340,64625063,64649336,64674550,	0	GABRG1	cmpl	cmpl	0,1,1,1,2,0,1,2,0,	201094560026_R03C01	61752222	65801992	3	77.16464			4049771	Has_gene
6	134	NM_174541	-	64820534	64960787	64821258	64960779	9	64820534,64835724,64876127,64877292,64882019,64884478,64905558,64958049,64960708,	64821555,64835927,64876280,64877436,64882102,64884699,64905626,64958165,64960787,	0	GABRA2	cmpl	cmpl	0,1,1,1,2,0,1,2,0,	201094560026_R03C01	61752222	65801992	3	77.16464			4049771	Has_gene
6	135	NM_001244116	-	65334233	65469055	65334349	65334586	3	65334233,65415971,65468970,	65334648,65416027,65469055,	0	COX7B2	cmpl	cmpl	0,-1,-1,	201094560026_R03C01	61752222	65801992	3	77.16464			4049771	Has_gene
6	135	NM_174543	-	65498265	65572998	65498472	65572965	10	65498265,65542876,65543088,65551660,65553254,65555729,65555972,65557120,65572348,65572879,	65499006,65543087,65543136,65551813,65553398,65555812,65556193,65557188,65572467,65572998,	0	GABRA4	cmpl	cmpl	0,2,1,1,1,2,0,1,2,0,	201094560026_R03C01	61752222	65801992	3	77.16464			4049771	Has_gene
6	1085	NM_001102374	+	65611636	65615184	65611942	65613022	3	65611636,65612189,65612711,	65612022,65612281,65615184,	0	LOC536190	cmpl	cmpl	0,2,1,	201094560026_R03C01	61752222	65801992	3	77.16464			4049771	Has_gene
6	16	NM_174544	+	65611891	66064698	65611942	66063164	9	65611891,65612189,65612711,65784408,65951436,66038949,66039186,66042388,66062819,	65612022,65612281,65612779,65784629,65951519,66039087,66039339,66042633,66064698,	0	GABRB1	cmpl	cmpl	0,2,1,0,2,1,1,1,0,	201094560026_R03C01	61752222	65801992	3	77.16464			4049771	Has_gene
7	103	NM_001105449	-	31794202	31854662	31794297	31854618	8	31794202,31799642,31801216,31802894,31817798,31840690,31841775,31854582,	31794482,31799680,31801928,31802976,31817870,31840763,31841864,31854662,	0	SRFBP1	cmpl	cmpl	1,2,1,0,0,2,0,0,	201094560026_R03C01	31773528	34133530	3	85.24268			2360003	Has_gene
7	829	NM_001076190	-	31983444	31984558	31983744	31984473	1	31983444,	31984558,	0	FTMT	cmpl	cmpl	0,	201094560026_R03C01	31773528	34133530	3	85.24268			2360003	Has_gene
7	1371	NR_031308	+	103097539	103097559	103097559	103097559	1	103097539,	103097559,	0	MIR2417	unk	unk	-1,	201094560026_R03C01	102857357	106478723	3	243.5411			3621367	Has_gene
23	780	NM_001012681	-	25583725	25589185	25583742	25589147	5	25583725,25583797,25583814,25584662,25589065,	25583796,25583809,25584219,25584911,25589185,	0	BOLA-DQA2	cmpl	cmpl	0,0,0,1,0,	201094560026_R03C01	25574900	25730370	0	78.8389			155471	Has_gene
23	780	NM_001012676	+	25607506	25620857	25607584	25620339	5	25607506,25609389,25617018,25617670,25620325,	25607693,25609659,25617300,25617781,25620857,	0	BOLA-DQB	cmpl	cmpl	0,1,1,1,1,	201094560026_R03C01	25574900	25730370	0	78.8389			155471	Has_gene
23	780	NM_001012675	-	25636851	25643877	25637347	25643813	5	25636851,25637327,25637739,25640078,25643731,	25637156,25637502,25638021,25640327,25643877,	0	BOLA-DQA5	cmpl	cmpl	-1,1,1,1,0,	201094560026_R03C01	25574900	25730370	0	78.8389			155471	Has_gene
23	780	NM_001034668	+	25672686	25680507	25672737	25680159	5	25672686,25674091,25678287,25679068,25680145,	25672846,25674361,25678569,25679179,25680507,	0	BLA-DQB	cmpl	cmpl	0,1,1,1,1,	201094560026_R03C01	25574900	25730370	0	78.8389			155471	Has_gene
23	781	NM_001319889	-	25691258	25695296	25691726	25695249	5	25691258,25691707,25692122,25692851,25695167,	25691556,25691881,25692404,25693100,25695296,	0	LOC100848815	cmpl	cmpl	-1,1,1,1,0,	201094560026_R03C01	25574900	25730370	0	78.8389			155471	Has_gene
23	781	NM_001012680	+	25723735	25734819	25723778	25734471	9	25723735,25730094,25730315,25730339,25732535,25733560,25734149,25734457,25734756,	25723878,25730310,25730334,25730364,25732817,25733671,25734173,25734747,25734819,	0	BOLA-DRB3	cmpl	cmpl	0,1,0,0,1,1,1,1,-1,	201094560026_R03C01	25574900	25730370	0	78.8389			155471	Has_gene
28																201094560026_R03C01	225063	439307	0	835.1293			214245	Non_gene
4																201094560026_R03C02	6351817	6534219	3	109.8741			182403	Non_gene
6	83	NM_001192673	+	10521162	10799128	10521162	10799128	13	10521162,10644121,10650847,10685221,10687289,10757812,10775730,10778550,10780798,10787742,10788793,10793793,10799008,	10522140,10644209,10651002,10685407,10687418,10757995,10775827,10778674,10780973,10787913,10788903,10793896,10799128,	0	NDST4	cmpl	cmpl	0,0,1,0,0,0,0,1,2,0,0,2,0,	201094560026_R03C02	7627713	10768087	3	56.60309			3140375	Has_gene
12																201094560026_R03C02	71308648	71394843	3	111.3414			86196	Non_gene
20																201094560026_R03C02	60069895	61363846	3	42.39648			1293952	Non_gene
28																201094560026_R03C02	225063	439307	0	818.0154			214245	Non_gene
5	1281	NM_001040561	-	91334673	91335759	91334687	91335587	1	91334673,	91335759,	0	CAPZA3	cmpl	cmpl	0,	201094560026_R05C01	90982925	93301509	3	46.32674			2318585	Has_gene
5	160	NM_001011680	+	91335806	91384526	91336505	91384465	14	91335806,91336361,91337524,91347955,91352528,91358325,91362735,91363429,91364944,91372054,91373289,91379145,91383072,91384379,	91335932,91336516,91337648,91348187,91352730,91358470,91362885,91363672,91365092,91372171,91373462,91379269,91383222,91384526,	0	PLCZ1	cmpl	cmpl	-1,0,2,0,1,2,0,0,0,1,1,0,1,1,	201094560026_R05C01	90982925	93301509	3	46.32674			2318585	Has_gene
5	160	NM_001206512	-	91399520	91842738	91399885	91842738	31	91399520,91412340,91436156,91455843,91491468,91495900,91496505,91521856,91531898,91571625,91574534,91580244,91582037,91589079,91593528,91680573,91684631,91707858,91717368,91727099,91737152,91752278,91759970,91765696,91784114,91787690,91792725,91825827,91832576,91837704,91842057,	91400038,91412466,91436251,91455919,91491577,91496022,91496695,91521966,91532055,91571795,91574671,91580374,91582130,91589187,91593709,91680668,91684725,91708047,91717499,91727214,91737281,91752477,91760004,91765819,91784178,91787761,91792828,91825942,91832734,91837787,91842738,	0	PIK3C2G	cmpl	cmpl	0,0,1,0,2,0,2,0,2,0,1,0,0,0,2,0,2,2,0,2,2,1,0,0,2,0,2,1,2,0,0,	201094560026_R05C01	90982925	93301509	3	46.32674			2318585	Has_gene
5	1286	NM_001105472	+	91998257	92009235	91998297	92008047	5	91998257,91999997,92002892,92004870,92007764,	91998349,92000054,92002966,92005019,92009235,	0	RERGL	cmpl	cmpl	0,1,1,0,2,	201094560026_R05C01	90982925	93301509	3	46.32674			2318585	Has_gene
5	20	NM_001046337	+	93264606	93328293	93274532	93327804	5	93264606,93269014,93274524,93316917,93327698,	93264644,93269081,93274738,93317043,93328293,	0	LMO3	cmpl	cmpl	-1,-1,0,2,2,	201094560026_R05C01	90982925	93301509	3	46.32674			2318585	Has_gene
7																201094560026_R05C01	328540	374952	0	393.9559			46413	Non_gene
14	972	NM_001105499	+	50805780	50806993	50805865	50806240	1	50805780,	50806993,	0	CSMD3	cmpl	cmpl	0,	201094560026_R05C01	49597950	54481400	3	80.29974			4883451	Has_gene
15																201094560026_R05C01	79166222	79542682	3	117.3542			376461	Non_gene
21	965	NR_030948	+	49839320	49839399	49839399	49839399	1	49839320,	49839399,	0	MIR2365	unk	unk	-1,	201094560026_R05C01	49609843	54445195	3	55.74243			4835353	Has_gene
21	15	NM_001081610	+	51329039	51648266	51630977	51647896	4	51329039,51490152,51630957,51647883,	51329187,51490329,51632362,51648266,	0	LRFN5	cmpl	cmpl	-1,-1,0,2,	201094560026_R05C01	49609843	54445195	3	55.74243			4835353	Has_gene
21	999	NM_001076546	-	54270069	54272948	54270272	54272729	1	54270069,	54272948,	0	FSCB	cmpl	cmpl	0,	201094560026_R05C01	49609843	54445195	3	55.74243			4835353	Has_gene
28																201094560026_R05C01	225063	439307	0	855.8317			214245	Non_gene
2	80	NM_001079509	-	7886776	8065304	7886794	7906168	4	7886776,7899719,7906094,8065176,	7887103,7899818,7906168,8065304,	0	GULP1	cmpl	incmpl	0,0,1,-1,	201094560026_R05C02	7515330	8425618	3	48.77277			910289	Has_gene
2																201094560026_R05C02	9879504	13382039	3	197.0984			3502536	Non_gene
4																201094560026_R05C02	6351817	6534219	3	92.4182			182403	Non_gene
8	734	NM_001105642	+	19634211	19637417	19634442	19636817	7	19634211,19634810,19635033,19635339,19635791,19636280,19636681,	19634674,19634885,19635123,19635357,19635872,19636371,19637417,	0	IZUMO3	cmpl	cmpl	0,1,1,1,1,1,2,	201094560026_R05C02	17475905	21691570	3	147.6048			4215666	Has_gene
23	780	NM_001034668	+	25672686	25680507	25672737	25680159	5	25672686,25674091,25678287,25679068,25680145,	25672846,25674361,25678569,25679179,25680507,	0	BLA-DQB	cmpl	cmpl	0,1,1,1,1,	201094560026_R05C02	25675890	25708712	0	136.7855			32823	Has_gene
23	781	NM_001319889	-	25691258	25695296	25691726	25695249	5	25691258,25691707,25692122,25692851,25695167,	25691556,25691881,25692404,25693100,25695296,	0	LOC100848815	cmpl	cmpl	-1,1,1,1,0,	201094560026_R05C02	25675890	25708712	0	136.7855			32823	Has_gene
28																201094560026_R05C02	27751	456426	4	56.32816			428676	Non_gene
28	11	NM_001079638	-	22282569	24150241	22282908	24121400	18	22282569,22342737,22359563,22436882,22479534,22653774,22774892,22909140,23014224,23177136,23188438,23675885,23714798,24003495,24030899,24089699,24121301,24150195,	22283196,22342872,22359669,22437064,22479627,22653926,22775093,22909297,23014317,23177289,23188519,23676089,23715062,24003615,24031066,24089892,24121405,24150241,	0	CTNNA3	cmpl	cmpl	0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-1,	201094560026_R05C02	20251683	24082828	3	113.8887			3831146	Has_gene
28	95	NM_001103283	+	23365380	23574789	23365557	23374963	4	23365380,23365905,23374888,23574419,	23365561,23367437,23374976,23574789,	0	LRRTM3	cmpl	cmpl	0,1,0,-1,	201094560026_R05C02	20251683	24082828	3	113.8887			3831146	Has_gene
29																201094560026_R05C02	12993313	15683108	3	59.97482			2689796	Non_gene
7																201094560026_R07C01	8827494	10456355	3	38.00723			1628862	Non_gene
12																201094560026_R07C01	58746483	58866630	3	57.74575			120148	Non_gene
6	1229	NM_001046354	-	84443439	84464670	84443650	84464638	6	84443439,84453405,84454719,84455047,84462917,84463917,	84443930,84453625,84454807,84455179,84463066,84464670,	0	UGT2B10	cmpl	cmpl	2,1,0,0,1,0,	201094560026_R07C02	84410273	84480999	0	123.4949			70727	Has_gene
16	130	NM_001143855	-	60462810	60558443	60462908	60558239	12	60462810,60465175,60467857,60468820,60470273,60471023,60472147,60473307,60476749,60480719,60482120,60558082,	60464632,60465349,60467947,60468973,60470458,60471201,60472232,60473580,60477045,60480890,60482183,60558443,	0	ABL2	cmpl	cmpl	1,1,1,1,2,1,0,0,1,1,1,0,	201094560026_R07C02	60525984	60744478	3	121.8227			218495	Has_gene
16	130	NM_001034206	+	60633330	60693192	60645448	60692735	16	60633330,60645443,60659184,60676978,60678483,60679832,60680694,60682617,60684706,60685075,60686168,60687540,60688871,60690018,60690711,60692678,	60633443,60645572,60659243,60677127,60678543,60679940,60680977,60682696,60684788,60685121,60686298,60687638,60688970,60690154,60690857,60693192,	0	SOAT1	cmpl	cmpl	-1,0,1,0,2,2,2,0,1,2,0,1,0,0,1,0,	201094560026_R07C02	60525984	60744478	3	121.8227			218495	Has_gene
29																201094560026_R07C02	21701965	21760045	1	38.0476			58081	Non_gene
3	1000	NM_001102261	+	54467661	54507575	54474020	54506681	11	54467661,54473993,54477113,54486979,54487290,54489038,54490383,54500618,54502341,54502763,54506495,	54467757,54474189,54477241,54487086,54487487,54489284,54490664,54500831,54502444,54502957,54507575,	0	GBP4	cmpl	cmpl	-1,0,1,0,2,1,1,0,0,1,0,	201094560082_R01C01	54378060	54618300	3	120.5033			240241	Has_gene
9																201094560082_R02C01	45934644	47588878	3	44.9875			1654235	Non_gene
6	1229	NM_001046354	-	84443439	84464670	84443650	84464638	6	84443439,84453405,84454719,84455047,84462917,84463917,	84443930,84453625,84454807,84455179,84463066,84464670,	0	UGT2B10	cmpl	cmpl	2,1,0,0,1,0,	201094560082_R02C02	84410273	84480999	0	81.06161			70727	Has_gene
6	1229	NM_001046354	-	84443439	84464670	84443650	84464638	6	84443439,84453405,84454719,84455047,84462917,84463917,	84443930,84453625,84454807,84455179,84463066,84464670,	0	UGT2B10	cmpl	cmpl	2,1,0,0,1,0,	201094560082_R03C01	84410273	84480999	0	127.9035			70727	Has_gene
15																201094560082_R03C01	79166222	79542682	3	74.39518			376461	Non_gene
28																201094560082_R03C01	386585	430287	4	67.73109			43703	Non_gene
2	793	NM_001046257	-	27269375	27332249	27269453	27332194	16	27269375,27272871,27274066,27275093,27278329,27279730,27287030,27287253,27293181,27299275,27302136,27304856,27305139,27308633,27321687,27332167,	27269590,27272961,27274178,27275219,27278418,27279839,27287156,27287352,27293307,27299374,27302199,27304938,27305202,27308717,27321773,27332249,	0	NOSTRIN	cmpl	cmpl	1,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,	201094560082_R03C02	27318294	27979992	3	243.3849			661699	Has_gene
2	99	NM_001193132	-	27359658	27712214	27359658	27712214	10	27359658,27362887,27415555,27418965,27438641,27441089,27502717,27593341,27604914,27712044,	27359811,27363044,27415662,27419094,27438734,27441140,27502775,27593472,27605020,27712214,	0	CERS6	cmpl	cmpl	0,2,0,0,0,0,2,0,2,0,	201094560082_R03C02	27318294	27979992	3	243.3849			661699	Has_gene
2	795	NR_031070	-	27581628	27581703	27581703	27581703	1	27581628,	27581703,	0	MIR2353	unk	unk	-1,	201094560082_R03C02	27318294	27979992	3	243.3849			661699	Has_gene
