name2	Frequency	ID	Chr	CNVR_Start	CNVR_End
PPM1K	2	CNVR_79	6	36458311	36466733
PPP6R3	2	CNVR_278	29	46047863	46178866
RAD50	2	CNVR_93	7	21593442	21869803
RERGL	2	CNVR_64	5	89124173	93490294
RNF207	2	CNVR_188	16	47122872	47239304
SFXN3	2	CNVR_257	26	21840164	21919481
SH3GL2	2	CNVR_109	8	26576536	26663386
SLC2A4	2	CNVR_208	19	26942729	27421507
SSNA1	2	CNVR_143	11	103314790	106498854
SYT1	2	CNVR_56	5	7739220	8971047
TESMIN	2	CNVR_278	29	46047863	46178866
TMEFF2	2	CNVR_29	2	80657530	84228252
TPRN	2	CNVR_143	11	103314790	106498854
TUBB4B	2	CNVR_143	11	103314790	106498854
WC1	2	CNVR_66	5	102630827	103186163
YBX2	2	CNVR_208	19	26942729	27421507
ZNF804B	2	CNVR_50	4	73207690	73288742
ZNRF2	2	CNVR_48	4	65991776	66576959
ZP4	2	CNVR_271	28	9798692	12499570
ABCG2	1	CNVR_80	6	36535012	36549240
ABHD14B	1	CNVR_232	22	48907762	49184065
ABHD16A	1	CNVR_239	23	27494111	27795168
ABO	1	CNVR_143	11	103314790	106498854
ACAP1	1	CNVR_208	19	26942729	27421507
ACSL6	1	CNVR_94	7	22521430	23489956
ACTL6B	1	CNVR_253	25	35847022	36012574
ACY1	1	CNVR_232	22	48907762	49184065
ADAMTSL2	1	CNVR_143	11	103314790	106498854
AEBP2	1	CNVR_64	5	89124173	93490294
AGFG2	1	CNVR_253	25	35847022	36012574
AGPAT2	1	CNVR_143	11	103314790	106498854
AIF1	1	CNVR_239	23	27494111	27795168
AK5	1	CNVR_35	3	67184325	67218474
AK6	1	CNVR_214	20	10328272	10500984
AMY2B	1	CNVR_33	3	37054466	41843499
ANKRD50	1	CNVR_195	17	30297177	33893339
ANKRD55	1	CNVR_216	20	22940301	22996991
APOM	1	CNVR_239	23	27494111	27795168
ARID4B	1	CNVR_270	28	7978983	8156117
ARVCF	1	CNVR_200	17	72733715	73155293
ASPSCR1	1	CNVR_210	19	50879654	50929851
ATG4B	1	CNVR_39	3	120591261	120957517
ATP1B2	1	CNVR_208	19	26942729	27421507
ATP6V1G2	1	CNVR_239	23	27494111	27795168
ATXN7L3B	1	CNVR_55	5	1765747	4134063
B2M	1	CNVR_138	10	103048740	103129795
BAG6	1	CNVR_239	23	27494111	27795168
BCNT2	1	CNVR_201	18	2776211	2824948
BOK	1	CNVR_39	3	120591261	120957517
BOLA	1	CNVR_240	23	28501615	28560191
BOLA-NC1	1	CNVR_240	23	28501615	28560191
BRD3	1	CNVR_143	11	103314790	106498854
BTN1A1	1	CNVR_242	23	31580954	31945721
C23H6orf47	1	CNVR_239	23	27494111	27795168
CACFD1	1	CNVR_143	11	103314790	106498854
CAMSAP1	1	CNVR_143	11	103314790	106498854
CARD9	1	CNVR_143	11	103314790	106498854
CASP4	1	CNVR_171	15	1905039	4162300
CD68	1	CNVR_208	19	26942729	27421507
CDC42SE2	1	CNVR_94	7	22521430	23489956
CDH2	1	CNVR_245	24	26069138	29019019
CDK7	1	CNVR_214	20	10328272	10500984
CENPH	1	CNVR_214	20	10328272	10500984
CENPX	1	CNVR_210	19	50879654	50929851
CHRNB1	1	CNVR_208	19	26942729	27421507
CLDN5	1	CNVR_200	17	72733715	73155293
CLEC5A	1	CNVR_53	4	105149433	105304020
CLIC1	1	CNVR_239	23	27494111	27795168
COL11A1	1	CNVR_33	3	37054466	41843499
COMT	1	CNVR_200	17	72733715	73155293
CRYZ	1	CNVR_36	3	69516299	74015041
CSNK2B	1	CNVR_239	23	27494111	27795168
CXADR	1	CNVR_4	1	19455564	19507076
CYLC2	1	CNVR_110	8	91676913	93543992
D2HGDH	1	CNVR_39	3	120591261	120957517
DBH	1	CNVR_143	11	103314790	106498854
DDAH2	1	CNVR_239	23	27494111	27795168
DDX10	1	CNVR_175	15	18340522	18425348
DDX39B	1	CNVR_239	23	27494111	27795168
DEXI	1	CNVR_250	25	9559212	9628737
DGCR6L	1	CNVR_200	17	72733715	73155293
DGCR8	1	CNVR_200	17	72733715	73155293
DGKB	1	CNVR_43	4	22702596	22763246
DMP1	1	CNVR_89	6	102542717	102646839
DNAH2	1	CNVR_208	19	26942729	27421507
DPP10	1	CNVR_27	2	66345695	69169219
DSC3	1	CNVR_245	24	26069138	29019019
DTYMK	1	CNVR_39	3	120591261	120957517
DUSP26	1	CNVR_267	27	27374693	32180839
ECHDC3	1	CNVR_156	13	12471939	12748454
EFHC1	1	CNVR_235	23	24836032	24892466
EFNB3	1	CNVR_208	19	26942729	27421507
EGFL7	1	CNVR_143	11	103314790	106498854
EIF4A1	1	CNVR_208	19	26942729	27421507
EIF5A	1	CNVR_208	19	26942729	27421507
ENTR1	1	CNVR_143	11	103314790	106498854
EPO	1	CNVR_253	25	35847022	36012574
FAM163B	1	CNVR_143	11	103314790	106498854
FAT1	1	CNVR_265	27	16390789	19160261
FCN1	1	CNVR_143	11	103314790	106498854
FGF11	1	CNVR_208	19	26942729	27421507
FGF20	1	CNVR_266	27	20207643	23270710
FGF4	1	CNVR_279	29	46949252	47013097
FGF5	1	CNVR_88	6	94886288	95756736
FPGT	1	CNVR_36	3	69516299	74015041
FSCB	1	CNVR_228	21	49609843	54445195
FUT10	1	CNVR_267	27	27374693	32180839
FXR2	1	CNVR_208	19	26942729	27421507
GALNT15	1	CNVR_13	1	153209819	153246471
GGPS1	1	CNVR_270	28	7978983	8156117
GIGYF1	1	CNVR_253	25	35847022	36012574
GIMAP4	1	CNVR_54	4	112837075	113089385
GNA12	1	CNVR_254	25	40583579	40628353
GNB1L	1	CNVR_200	17	72733715	73155293
GNB2	1	CNVR_253	25	35847022	36012574
GPANK1	1	CNVR_239	23	27494111	27795168
GPR62	1	CNVR_232	22	48907762	49184065
GPS2	1	CNVR_208	19	26942729	27421507
GRM2	1	CNVR_232	22	48907762	49184065
GULP1	1	CNVR_16	2	7515330	8523016
H4	1	CNVR_242	23	31580954	31945721
HERC4	1	CNVR_273	28	24427749	24461119
HFE	1	CNVR_242	23	31580954	31945721
HINT1	1	CNVR_94	7	22521430	23489956
HIST1H1C	1	CNVR_242	23	31580954	31945721
HIST1H1D	1	CNVR_242	23	31580954	31945721
HIST1H1E	1	CNVR_242	23	31580954	31945721
HIST1H2AC	1	CNVR_242	23	31580954	31945721
HIST1H2BD	1	CNVR_242	23	31580954	31945721
HSPA1A	1	CNVR_239	23	27494111	27795168
HSPA1L	1	CNVR_239	23	27494111	27795168
ICA1	1	CNVR_42	4	16324078	18883420
IGLL1	1	CNVR_200	17	72733715	73155293
IL13	1	CNVR_93	7	21593442	21869803
IL4	1	CNVR_93	7	21593442	21869803
ING5	1	CNVR_39	3	120591261	120957517
INPP5E	1	CNVR_143	11	103314790	106498854
IQCF1	1	CNVR_232	22	48907762	49184065
IQCF2	1	CNVR_232	22	48907762	49184065
IQCF5	1	CNVR_232	22	48907762	49184065
ITFG1	1	CNVR_202	18	15511798	15614150
IZUMO3	1	CNVR_108	8	17475905	21691570
KCNAB2	1	CNVR_188	16	47122872	47239304
KCNU1	1	CNVR_267	27	27374693	32180839
KCTD11	1	CNVR_208	19	26942729	27421507
KIF3A	1	CNVR_93	7	21593442	21869803
KRT78	1	CNVR_57	5	27040938	27114028
KRT79	1	CNVR_57	5	27040938	27114028
KRT8	1	CNVR_57	5	27040938	27114028
LHX3	1	CNVR_143	11	103314790	106498854
LOC100125776	1	CNVR_176	15	45962744	46354274
LOC100125949	1	CNVR_232	22	48907762	49184065
LOC100297192	1	CNVR_200	17	72733715	73155293
LOC506989	1	CNVR_176	15	45962744	46354274
LOC511617	1	CNVR_54	4	112837075	113089385
LOC512440	1	CNVR_225	21	19657415	19765895
LOC512672	1	CNVR_240	23	28501615	28560191
LOC530354	1	CNVR_176	15	45962744	46354274
LOC617875	1	CNVR_242	23	31580954	31945721
LOC618633	1	CNVR_225	21	19657415	19765895
LOC618803	1	CNVR_177	15	47192222	47491314
LOC781494	1	CNVR_225	21	19657415	19765895
LRAT	1	CNVR_190	17	737443	2766673
LRCH4	1	CNVR_253	25	35847022	36012574
LRFN5	1	CNVR_228	21	49609843	54445195
LRRC45	1	CNVR_210	19	50879654	50929851
LRRIQ3	1	CNVR_36	3	69516299	74015041
LSM2	1	CNVR_239	23	27494111	27795168
LTA	1	CNVR_239	23	27494111	27795168
LUZP2	1	CNVR_276	29	19098109	21974417
LY6G5B	1	CNVR_239	23	27494111	27795168
LY6G6C	1	CNVR_239	23	27494111	27795168
LY6G6E	1	CNVR_239	23	27494111	27795168
LY6G6F	1	CNVR_239	23	27494111	27795168
LYRM7	1	CNVR_94	7	22521430	23489956
MAK16	1	CNVR_267	27	27374693	32180839
MAP9	1	CNVR_190	17	737443	2766673
MED22	1	CNVR_143	11	103314790	106498854
MGC126945	1	CNVR_239	23	27494111	27795168
MIR11977	1	CNVR_205	18	61330975	61495099
MIR12002B	1	CNVR_65	5	100134077	100195422
MIR12018	1	CNVR_94	7	22521430	23489956
MIR12033	1	CNVR_241	23	29108839	29278050
MIR126	1	CNVR_143	11	103314790	106498854
MIR1306	1	CNVR_200	17	72733715	73155293
MIR185	1	CNVR_200	17	72733715	73155293
MIR2284Z-6	1	CNVR_64	5	89124173	93490294
MIR2285DJ	1	CNVR_155	13	10297467	10395756
MIR2285J-1	1	CNVR_190	17	737443	2766673
MIR2285W	1	CNVR_20	2	28138222	29743773
MIR2285Y	1	CNVR_64	5	89124173	93490294
MIR2346	1	CNVR_210	19	50879654	50929851
MIR2365	1	CNVR_228	21	49609843	54445195
MIR2417	1	CNVR_105	7	102857357	106478723
MIR2444	1	CNVR_73	6	13669075	14620918
MIR2462	1	CNVR_101	7	75588817	80423038
MIR383	1	CNVR_266	27	20207643	23270710
MIR6531	1	CNVR_242	23	31580954	31945721
MLPH	1	CNVR_38	3	116992159	117042174
MMRN1	1	CNVR_78	6	30915027	35042532
MOSPD3	1	CNVR_253	25	35847022	36012574
MPDU1	1	CNVR_208	19	26942729	27421507
MPIG6B	1	CNVR_239	23	27494111	27795168
MRPL44	1	CNVR_30	2	112037722	112088042
MRPS36	1	CNVR_214	20	10328272	10500984
MSH5	1	CNVR_239	23	27494111	27795168
MSR1	1	CNVR_266	27	20207643	23270710
MYMK	1	CNVR_143	11	103314790	106498854
NACC2	1	CNVR_143	11	103314790	106498854
NCR3	1	CNVR_239	23	27494111	27795168
NEGR1	1	CNVR_36	3	69516299	74015041
NEU1	1	CNVR_239	23	27494111	27795168
NEURL4	1	CNVR_208	19	26942729	27421507
NFKBIL1	1	CNVR_239	23	27494111	27795168
NLGN1	1	CNVR_10	1	90408826	94679895
NLGN2	1	CNVR_208	19	26942729	27421507
NPEPL1	1	CNVR_162	13	57623027	57712686
NPY2R	1	CNVR_190	17	737443	2766673
NRG1	1	CNVR_267	27	27374693	32180839
OLFM1	1	CNVR_143	11	103314790	106498854
OLFM3	1	CNVR_33	3	37054466	41843499
ORC5	1	CNVR_44	4	45400553	45479387
PCBP4	1	CNVR_232	22	48907762	49184065
PCOLCE	1	CNVR_253	25	35847022	36012574
PDCD1	1	CNVR_39	3	120591261	120957517
PEX5	1	CNVR_66	5	102630827	103186163
PLSCR3	1	CNVR_208	19	26942729	27421507
PM20D1	1	CNVR_181	16	3498548	3604825
PMPCA	1	CNVR_143	11	103314790	106498854
POLR2A	1	CNVR_208	19	26942729	27421507
POP7	1	CNVR_253	25	35847022	36012574
PPARG-TSEN2	1	CNVR_233	22	56788186	56811695
PPP3CA	1	CNVR_75	6	23673373	23761369
PRDM8	1	CNVR_88	6	94886288	95756736
PRLH	1	CNVR_38	3	116992159	117042174
PRODH	1	CNVR_200	17	72733715	73155293
PROSER2	1	CNVR_156	13	12471939	12748454
PRRC2A	1	CNVR_239	23	27494111	27795168
RAB29	1	CNVR_181	16	3498548	3604825
RAD17	1	CNVR_214	20	10328272	10500984
RANBP1	1	CNVR_200	17	72733715	73155293
RBM46	1	CNVR_190	17	737443	2766673
RGS2	1	CNVR_45	4	58226979	59276289
RNF122	1	CNVR_267	27	27374693	32180839
RNPC3	1	CNVR_33	3	37054466	41843499
RPL29	1	CNVR_232	22	48907762	49184065
RPL7A	1	CNVR_143	11	103314790	106498854
RRP9	1	CNVR_232	22	48907762	49184065
RXRA	1	CNVR_143	11	103314790	106498854
SAPCD1	1	CNVR_239	23	27494111	27795168
SARDH	1	CNVR_143	11	103314790	106498854
SAT2	1	CNVR_208	19	26942729	27421507
SENP3	1	CNVR_208	19	26942729	27421507
SEPTIN5	1	CNVR_200	17	72733715	73155293
SERPINE2	1	CNVR_30	2	112037722	112088042
SHBG	1	CNVR_208	19	26942729	27421507
SIRT1	1	CNVR_273	28	24427749	24461119
SLC2A6	1	CNVR_143	11	103314790	106498854
SLC35G6	1	CNVR_208	19	26942729	27421507
SLC41A1	1	CNVR_181	16	3498548	3604825
SLC44A4	1	CNVR_239	23	27494111	27795168
SLC44A5	1	CNVR_36	3	69516299	74015041
SLC5A4	1	CNVR_199	17	70645226	70917760
SNCA	1	CNVR_78	6	30915027	35042532
SNRPA1	1	CNVR_226	21	29124387	29231528
SOX15	1	CNVR_208	19	26942729	27421507
SPEM1	1	CNVR_208	19	26942729	27421507
SRFBP1	1	CNVR_96	7	31773528	34133530
ST8SIA1	1	CNVR_63	5	87897883	87923946
STK25	1	CNVR_39	3	120591261	120957517
SUCLG2	1	CNVR_231	22	33978776	34051582
SURF4	1	CNVR_143	11	103314790	106498854
SURF6	1	CNVR_143	11	103314790	106498854
TAF9	1	CNVR_214	20	10328272	10500984
TANGO2	1	CNVR_200	17	72733715	73155293
TBCE	1	CNVR_270	28	7978983	8156117
TENM3	1	CNVR_264	27	9173141	13392895
TEX264	1	CNVR_232	22	48907762	49184065
TFR2	1	CNVR_253	25	35847022	36012574
THAP4	1	CNVR_39	3	120591261	120957517
TLL1	1	CNVR_190	17	737443	2766673
TMEM102	1	CNVR_208	19	26942729	27421507
TMEM170A	1	CNVR_201	18	2776211	2824948
TMEM256	1	CNVR_208	19	26942729	27421507
TMEM95	1	CNVR_208	19	26942729	27421507
TNF	1	CNVR_239	23	27494111	27795168
TNFSF12	1	CNVR_208	19	26942729	27421507
TNFSF13	1	CNVR_208	19	26942729	27421507
TNNI3K	1	CNVR_36	3	69516299	74015041
TP53	1	CNVR_208	19	26942729	27421507
TRIM38	1	CNVR_242	23	31580954	31945721
TRIML1	1	CNVR_265	27	16390789	19160261
TSPAN5	1	CNVR_76	6	25987389	26013592
TTI2	1	CNVR_267	27	27374693	32180839
TUSC3	1	CNVR_266	27	20207643	23270710
TXNRD2	1	CNVR_200	17	72733715	73155293
TYW3	1	CNVR_36	3	69516299	74015041
UBAC1	1	CNVR_143	11	103314790	106498854
UBD	1	CNVR_241	23	29108839	29278050
UNC5D	1	CNVR_267	27	27374693	32180839
USP6NL	1	CNVR_156	13	12471939	12748454
UTRN	1	CNVR_125	9	81847682	81895098
VPS35L	1	CNVR_252	25	17246991	17275840
VWA7	1	CNVR_239	23	27494111	27795168
WC1.3	1	CNVR_66	5	102630827	103186163
WDFY1	1	CNVR_30	2	112037722	112088042
WDR5	1	CNVR_143	11	103314790	106498854
WRAP53	1	CNVR_208	19	26942729	27421507
ZBTB4	1	CNVR_208	19	26942729	27421507
ZMAT3	1	CNVR_9	1	88012422	88278205
