ID	Chr	Start	End	n_gene	gene_name
CNVR_65	2	7515330	8523016	1	GULP1
CNVR_66	2	8923646	9443359	1	CALCRL
CNVR_67	2	9813911	13382039	1	ZC3H15
CNVR_68	2	13567931	13637158	NA	NA
CNVR_69	2	19191623	19230960	1	PDE11A
CNVR_70	2	19337434	19425494	1	AGPS
CNVR_71	2	24673731	25019765	4	SLC25A12,DYNC1I2,CYBRD1,DCAF17
CNVR_72	2	25395889	25456418	NA	NA
CNVR_73	2	26314361	26411917	1	MIR12020
CNVR_74	2	26533881	26616402	4	METTL5,SSB,KLHL23,PHOSPHO2
CNVR_75	2	27318294	27979992	4	NOSTRIN,CERS6,MIR2353,STK39
CNVR_76	2	28138222	29743773	1	MIR2285W
CNVR_77	2	33041069	33156609	NA	NA
CNVR_78	2	33210280	33237706	NA	NA
CNVR_79	2	34588581	34703310	1	SLC4A10
CNVR_80	2	35747792	35793441	NA	NA
CNVR_81	2	36335995	36379882	1	PLA2R1
CNVR_82	2	39888509	39910074	1	NR4A2
CNVR_83	2	41073325	41119712	NA	NA
CNVR_84	2	41679485	41842234	1	GALNT13
CNVR_85	2	41900302	42181561	1	GALNT13
CNVR_86	2	45279148	45336061	NA	NA
CNVR_87	2	48014334	48055631	NA	NA
CNVR_88	2	50234111	50310892	NA	NA
CNVR_89	2	53100190	53646984	1	ARHGAP15
CNVR_90	2	55118213	58086161	NA	NA
CNVR_91	2	62337521	62378856	2	CCNT2,ACMSD
CNVR_92	2	63502622	63711962	NA	NA
CNVR_93	2	63886842	64472720	NA	NA
CNVR_94	2	64631090	64733422	NA	NA
CNVR_95	2	66345695	69169219	1	DPP10
CNVR_96	2	73809585	78576254	NA	NA
CNVR_97	2	80657530	84228252	1	TMEFF2
CNVR_98	2	91199177	91282400	2	WDR12,CARF
CNVR_99	2	97988530	98062823	1	ACADL
CNVR_100	2	108777666	108816422	NA	NA
CNVR_101	2	110332803	110471585	2	PAX3,MIR2284Y-5
CNVR_102	2	112037722	112088042	3	WDFY1,MRPL44,SERPINE2
CNVR_103	2	112926020	113155761	1	DOCK10
CNVR_104	2	114523616	114535823	NA	NA
CNVR_105	2	115474795	115512459	2	COL4A3,MFF
CNVR_106	2	119309298	119361101	NA	NA
CNVR_107	2	123741216	123802863	NA	NA
CNVR_108	2	129061339	129109626	2	FUCA1,HMGCL
CNVR_109	2	134061066	134078189	NA	NA
CNVR_110	2	135903292	136019931	3	ARHGEF19,EPHA2,MIR12026-1
CNVR_111	3	397758	454705	1	TIPRL
CNVR_112	3	589618	778196	2	DCAF6,MPC2
CNVR_113	3	9737010	9759429	1	IGSF9
CNVR_114	3	10881628	10946349	NA	NA
CNVR_115	3	16760836	16820503	5	S100A13,S100A14,S100A16,S100A2,S100A3
CNVR_116	3	20706978	20756370	4	SV2A,BOLA1,HIST2H2AC,HIST2H2BE
CNVR_117	3	28845503	28971745	1	TRIM33
CNVR_118	3	30350337	30396757	1	SLC16A1
CNVR_119	3	31593802	31653812	1	RAP1A
CNVR_120	3	32754242	32767893	NA	NA
CNVR_121	3	34307747	34387819	1	TAF13
CNVR_122	3	37054466	41843499	4	AMY2B,RNPC3,COL11A1,OLFM3
CNVR_123	3	42917941	43378710	8	RTCA,DBT,LRRC39,TRMT13,SASS6,MFSD14A,SLC35A3,AGL
CNVR_124	3	51989581	52054929	1	HFM1
CNVR_125	3	52255164	52399331	2	ZNF644,MIR2285B-2
CNVR_126	3	54188660	54909666	1	GBP4
CNVR_127	3	55075515	55124223	1	PKN2
CNVR_128	3	56635728	56711353	1	LMO4
CNVR_129	3	58919048	58938248	1	SYDE2
CNVR_130	3	66958835	67092920	2	USP33,ZZZ3
CNVR_131	3	67184325	67218474	1	AK5
CNVR_132	3	68133029	68172039	NA	NA
CNVR_133	3	68994261	69057163	1	MSH4
CNVR_134	3	69516299	74015041	7	SLC44A5,TYW3,CRYZ,TNNI3K,FPGT,LRRIQ3,NEGR1
CNVR_135	3	74880847	75012952	2	SRSF11,LRRC40
CNVR_136	3	76432417	76452556	NA	NA
CNVR_137	3	80613458	80672772	NA	NA
CNVR_138	3	90468808	90478848	NA	NA
CNVR_139	3	94818813	95038877	2	EPS15,RNF11
CNVR_140	3	100277178	100601230	7	IPP,TMEM69,GPBP1L1,NASP,AKR1A1,PRDX1,MMACHC
CNVR_141	3	105906709	105941874	1	RLF
CNVR_142	3	109750764	110033765	3	AGO3,AGO1,CLSPN
CNVR_143	3	110225003	110438534	NA	NA
CNVR_144	3	116992159	117042174	2	MLPH,PRLH
CNVR_145	3	119893611	120957517	12	AGXT,MTERF4,PPP1R7,SEPTIN2,STK25,BOK,THAP4,ATG4B,DTYMK,ING5,D2HGDH,PDCD1
CNVR_146	4	190991	4229759	1	VSTM2A
CNVR_147	4	5815841	5868189	1	ZPBP
CNVR_148	4	6305048	6534219	NA	NA
CNVR_149	4	7372107	7455891	NA	NA
CNVR_150	4	7803131	7906401	NA	NA
CNVR_151	4	9251599	9477621	1	CYP51A1
CNVR_152	4	9623951	9706609	1	ANKIB1
CNVR_153	4	10554466	10785247	3	HEPACAM2,VPS50,CALCR
CNVR_154	4	16324078	18883420	2	ICA1,NXPH1
CNVR_155	4	20430208	20477053	NA	NA
CNVR_156	4	22417069	22476432	1	DGKB
CNVR_157	4	22702596	22763246	1	DGKB
CNVR_158	4	23905307	23939782	1	AGMO
CNVR_159	4	24769941	24787234	NA	NA
CNVR_160	4	38458460	38499800	1	CACNA2D1
CNVR_161	4	41346098	41419880	NA	NA
CNVR_162	4	43528807	43588911	NA	NA
CNVR_163	4	45400553	45479387	1	ORC5
CNVR_164	4	46212366	46311240	1	KMT2E
CNVR_165	4	48408851	48591927	3	GPR22,DUS4L,BCAP29
CNVR_166	4	50042121	50170138	2	STARD3NL,TARP
CNVR_167	4	54019025	54278625	1	FOXP2
CNVR_168	4	58226979	59276289	1	RGS2
CNVR_169	4	59421575	59566132	NA	NA
CNVR_170	4	62197348	62228844	1	NPSR1
CNVR_171	4	64864017	64895434	NA	NA
CNVR_172	4	65991776	66576959	5	ZNRF2,MTURN,PLEKHA8,FKBP14,SCRN1
CNVR_173	4	66753486	66803742	NA	NA
CNVR_174	4	68465623	68705234	1	HIBADH
CNVR_175	4	71900384	72048949	1	FAM221A
CNVR_176	4	73129045	73288742	1	ZNF804B
CNVR_177	4	73487044	73571440	NA	NA
CNVR_178	4	73907386	74003192	NA	NA
CNVR_179	4	74657252	74678087	NA	NA
CNVR_180	4	75223728	75278775	NA	NA
CNVR_181	4	76717317	76815010	2	ZMIZ2,OGDH
CNVR_182	4	77973448	78071301	NA	NA
CNVR_183	4	82654929	82750158	NA	NA
CNVR_184	4	82887750	85232259	1	KCND2
CNVR_185	4	90431047	90468283	NA	NA
CNVR_186	4	92050350	92129716	1	SND1
CNVR_187	4	95067685	95166666	1	MKLN1
CNVR_188	4	96998183	97277561	2	EXOC4,MIR2423
CNVR_189	4	105149433	105304020	1	CLEC5A
CNVR_190	4	106108030	106133947	NA	NA
CNVR_191	4	106422540	106435387	NA	NA
CNVR_192	4	109506472	109533204	NA	NA
CNVR_193	4	112837075	113089385	3	GIMAP7,LOC511617,GIMAP4
CNVR_194	4	115362693	115381846	NA	NA
CNVR_195	4	117362940	117480000	NA	NA
CNVR_196	5	1481839	1533449	NA	NA
CNVR_197	5	1765747	4134063	1	ATXN7L3B
CNVR_198	5	7739220	8971047	1	SYT1
CNVR_199	5	11370216	11551233	NA	NA
CNVR_200	5	14819458	14878496	1	LRRIQ1
CNVR_201	5	27040938	27114028	3	KRT8,KRT78,KRT79
CNVR_202	5	27670995	27685526	1	KRT7
CNVR_203	5	29594972	29606401	NA	NA
CNVR_204	5	37375959	37429685	NA	NA
CNVR_205	5	40559187	40689866	1	LRRK2
CNVR_206	5	41337074	41390342	NA	NA
CNVR_207	5	41739940	41856142	1	KIF21A
CNVR_208	5	41950245	42010622	NA	NA
CNVR_209	5	49769854	49803392	1	SRGAP1
CNVR_210	5	50066009	50182992	NA	NA
CNVR_211	5	50956526	51204033	2	MIRLET7I,USP15
CNVR_212	5	51397786	55263686	2	SLC16A7,LRIG3
CNVR_213	5	56035754	56081838	1	R3HDM2
CNVR_214	5	57723436	59953158	2	LOC787518,LOC788615
CNVR_215	5	64116108	64230589	3	UHRF1BP1L,ACTR6,SCYL2
CNVR_216	5	87897883	87923946	1	ST8SIA1
CNVR_217	5	89124173	93490294	8	AEBP2,MIR2285Y,MIR2284Z-6,CAPZA3,PLCZ1,PIK3C2G,RERGL,LMO3
CNVR_218	5	93611048	93661305	NA	NA
CNVR_219	5	95376929	95494887	1	ATF7IP
CNVR_220	5	97624572	97673415	NA	NA
CNVR_221	5	100100898	100409257	5	MIR12002A,MIR12002B,KLRF1,CD69,CLECL1
CNVR_222	5	101977430	102029541	1	WC-7
CNVR_223	5	102317408	102463152	NA	NA
CNVR_224	5	102630827	103186163	5	WC1.3,WC1,WC1-8,CD163L1,PEX5
CNVR_225	5	106022933	106090114	NA	NA
CNVR_226	5	106990076	107114180	1	WASHC1
CNVR_227	5	109783129	109801761	NA	NA
CNVR_228	5	111781297	111914115	1	MIR2439
CNVR_229	5	113908560	113929923	2	MCAT,TSPO
CNVR_230	5	114595880	114640633	NA	NA
CNVR_231	5	115346239	115381438	NA	NA
CNVR_232	5	116466547	116483271	1	PPARA
CNVR_233	5	116828442	116894325	NA	NA
CNVR_234	5	117061847	117365223	3	TBC1D22A,MIR2285O-5,MIR2284H
CNVR_235	5	118094837	120071585	25	TAFA5,ALG12,CRELD2,MLC1,MIR2894,PANX2,TRABD,SELENOO,HDAC10,MAPK12,MAPK11,PLXNB2,ADM2,MIOX,LMF2,NCAPH2,SCO2,ODF3B,SYCE3,CPT1B,CHKB,MAPK8IP2,ARSA,ACR,RABL2B
CNVR_236	6	377725	481936	NA	NA
CNVR_237	6	898495	929478	NA	NA
CNVR_238	6	1078984	1117703	NA	NA
CNVR_239	6	3348603	3447118	3	BBS7,CCNA2,EXOSC9
CNVR_240	6	4884823	4907277	NA	NA
CNVR_241	6	7474743	10768087	1	NDST4
CNVR_242	6	11131845	11247607	NA	NA
CNVR_243	6	13669075	14620918	1	MIR2444
CNVR_244	6	18364684	18413478	NA	NA
CNVR_245	6	18917943	18955466	NA	NA
CNVR_246	6	23673373	23807252	1	PPP3CA
CNVR_247	6	25987389	26013592	1	TSPAN5
CNVR_248	6	27204121	27311786	NA	NA
CNVR_249	6	27672686	27932016	NA	NA
CNVR_250	6	30915027	35042532	3	CCSER1,MMRN1,SNCA
CNVR_251	6	35810085	35868374	NA	NA
CNVR_252	6	36458311	36466733	1	PPM1K
CNVR_253	6	36535012	36551432	1	ABCG2
CNVR_254	6	37136794	37145522	1	LAP3
CNVR_255	6	37328528	37384980	1	NCAPG
CNVR_256	6	37403224	37536990	1	LCORL
CNVR_257	6	37819224	37860407	NA	NA
CNVR_258	6	38042337	38046850	NA	NA
CNVR_259	6	39652421	39825526	1	SLIT2
CNVR_260	6	47202455	49915071	NA	NA
CNVR_261	6	51955052	52193551	NA	NA
CNVR_262	6	52267908	52320441	NA	NA
CNVR_263	6	53621155	53661568	NA	NA
CNVR_264	6	54185052	54243442	NA	NA
CNVR_265	6	54520169	54741260	NA	NA
CNVR_266	6	54895952	54952310	NA	NA
CNVR_267	6	55123673	55172459	NA	NA
CNVR_268	6	55277164	55675135	NA	NA
CNVR_269	6	58726504	59015036	1	UBE2K
CNVR_270	6	61752222	66011429	10	KCTD8,YIPF7,GUF1,GNPDA2,GABRG1,GABRA2,COX7B2,GABRA4,LOC536190,GABRB1
CNVR_271	6	67471713	67537362	2	OCIAD1,OCIAD2
CNVR_272	6	69259921	69291161	NA	NA
CNVR_273	6	74055110	74326833	NA	NA
CNVR_274	6	75035526	75136430	NA	NA
CNVR_275	6	75576260	76179944	NA	NA
CNVR_276	6	77611108	77764419	1	ADGRL3
CNVR_277	6	78066538	78137497	NA	NA
CNVR_278	6	78200335	78594363	NA	NA
CNVR_279	6	78934676	78963886	NA	NA
CNVR_280	6	79138335	80077784	1	TECRL
CNVR_281	6	80296438	80425423	NA	NA
CNVR_282	6	81960519	81996207	NA	NA
CNVR_283	6	82283005	82474111	NA	NA
CNVR_284	6	82895900	83003450	NA	NA
CNVR_285	6	84203997	84480999	1	UGT2B10
CNVR_286	6	84734130	84847352	NA	NA
CNVR_287	6	85029289	85059442	NA	NA
CNVR_288	6	89886763	89911008	1	PARM1
CNVR_289	6	90459046	90505918	1	G3BP2
CNVR_290	6	94886288	95756736	3	PRDM8,FGF5,CFAP299
CNVR_291	6	102542717	102646839	1	DMP1
CNVR_292	6	110933133	110970971	NA	NA
CNVR_293	6	113734699	113753509	NA	NA
CNVR_294	6	113950763	115559907	8	MIR2452,AFAP1,MIR95,ACOX3,CPZ,MIR1777A,LRPAP1,HGFAC
CNVR_295	6	116502046	116604041	NA	NA
CNVR_296	6	116669816	117767753	18	LETM1,FGFR3,TACC3,TMEM129,SLBP,MAEA,SPON2,FGFRL1,MIR2449,DGKQ,TMEM175,GAK,CPLX1,PCGF3,MIR11993,ATP5ME,PDE6B,PIGG
CNVR_297	7	302318	435584	1	LOC100125913
CNVR_298	7	1080046	1085828	1	RASGEF1C
CNVR_299	7	8512784	10694692	NA	NA
CNVR_300	7	13697805	13734002	NA	NA
CNVR_301	7	14032208	14079651	NA	NA
CNVR_302	7	19895604	19964975	2	MAP2K2,ZBTB7A
CNVR_303	7	21593442	21869803	4	KIF3A,IL4,IL13,RAD50
CNVR_304	7	21927815	21963795	1	IRF1
CNVR_305	7	21972718	22003609	NA	NA
CNVR_306	7	22007584	22028121	NA	NA
CNVR_307	7	22521430	23489956	5	ACSL6,MIR12018,CDC42SE2,LYRM7,HINT1
CNVR_308	7	23726597	23741599	NA	NA
CNVR_309	7	23777525	23909364	NA	NA
CNVR_310	7	27125730	27164197	1	LMNB1
CNVR_311	7	27289094	27323816	1	ALDH7A1
CNVR_312	7	28207278	28329677	NA	NA
CNVR_313	7	29632170	29715806	NA	NA
CNVR_314	7	30148992	30221996	1	CSNK1G3
CNVR_315	7	31773528	34133530	2	SRFBP1,FTMT
CNVR_316	7	34703029	34849454	NA	NA
CNVR_317	7	35861973	35908827	NA	NA
CNVR_318	7	38226065	38417700	2	HK3,UIMC1
CNVR_319	7	41170104	41249226	NA	NA
CNVR_320	7	41766797	41803776	NA	NA
CNVR_321	7	41936355	41982734	NA	NA
CNVR_322	7	43792866	43820298	3	PWWP3A,NDUFS7,GAMT
CNVR_323	7	48637966	48666251	1	SPOCK1
CNVR_324	7	51895416	52030052	1	PCDHA13
CNVR_325	7	63986651	63993856	NA	NA
CNVR_326	7	64069169	64117097	NA	NA
CNVR_327	7	68038227	68126506	NA	NA
CNVR_328	7	68574155	68783389	NA	NA
CNVR_329	7	75588817	80423038	2	MIR8549,MIR2462
CNVR_330	7	83703710	86213365	NA	NA
CNVR_331	7	86947630	86986302	1	RASA1
CNVR_332	7	90843162	90863630	1	ARRDC3
CNVR_333	7	91120492	92627202	NA	NA
CNVR_334	7	98715802	98850559	NA	NA
CNVR_335	7	102857357	106478723	1	MIR2417
CNVR_336	7	109870217	110301720	NA	NA
CNVR_337	8	2008965	5147600	1	GALNTL6
CNVR_338	8	9684395	9780883	1	HMBOX1
CNVR_339	8	13077137	13122647	NA	NA
CNVR_340	8	17475905	21691570	1	IZUMO3
CNVR_341	8	26576536	26663386	1	SH3GL2
CNVR_342	8	32197901	32662197	NA	NA
CNVR_343	8	32806816	32858506	NA	NA
CNVR_344	8	34951876	34993695	NA	NA
CNVR_345	8	35116935	35365281	NA	NA
CNVR_346	8	37331265	37364984	NA	NA
CNVR_347	8	38363220	38420499	1	UHRF2
CNVR_348	8	41033208	41261675	NA	NA
CNVR_349	8	43615936	43824913	1	DMRT1
CNVR_350	8	49847676	49906165	NA	NA
CNVR_351	8	74218630	74308553	NA	NA
CNVR_352	8	81613969	81655976	6	C8H9orf3,MIR2475,MIR23B,MIR27B,MIR24-1,FANCC
CNVR_353	8	82609588	82677709	1	ERCC6L2
CNVR_354	8	91370047	91391939	1	GRIN3A
CNVR_355	8	91640710	93543992	1	CYLC2
CNVR_356	8	94169835	94496686	NA	NA
CNVR_357	8	101535908	101914044	2	LOC534155,HSDL2
CNVR_358	8	111620772	111672008	NA	NA
CNVR_359	8	113222022	113255527	NA	NA
CNVR_360	9	173760	222508	NA	NA
CNVR_361	9	1232090	1407386	NA	NA
CNVR_362	9	1608298	2388286	NA	NA
CNVR_363	9	2678406	2792938	NA	NA
CNVR_364	9	2941607	3042012	NA	NA
CNVR_365	9	3132080	3414493	NA	NA
CNVR_366	9	3559450	3580288	NA	NA
CNVR_367	9	3973893	4089125	NA	NA
CNVR_368	9	4786155	4841437	NA	NA
CNVR_369	9	5362298	5408530	NA	NA
CNVR_370	9	6120381	6158396	NA	NA
CNVR_371	9	6547715	6782725	NA	NA
CNVR_372	9	7097350	7215840	NA	NA
CNVR_373	9	12645042	12730808	NA	NA
CNVR_374	9	13809560	13921073	NA	NA
CNVR_375	9	13993416	14079882	NA	NA
CNVR_376	9	15766008	18194116	NA	NA
CNVR_377	9	18547078	18650496	NA	NA
CNVR_378	9	24739623	24872710	NA	NA
CNVR_379	9	28284086	28305499	1	CLVS2
CNVR_380	9	30547032	30573582	NA	NA
CNVR_381	9	34887270	35923167	NA	NA
CNVR_382	9	35939381	36034000	NA	NA
CNVR_383	9	40282917	40345809	NA	NA
CNVR_384	9	45606562	45689245	NA	NA
CNVR_385	9	45934644	47588878	NA	NA
CNVR_386	9	47868930	47921833	1	GRIK2
CNVR_387	9	49224046	49366561	1	ASCC3
CNVR_388	9	50321700	50390151	3	USP45,PNISR,COQ3
CNVR_389	9	51545402	51588928	NA	NA
CNVR_390	9	53435870	53586319	NA	NA
CNVR_391	9	55258768	55266028	NA	NA
CNVR_392	9	55537105	55645778	NA	NA
CNVR_393	9	60765441	60813474	3	RRAGD,UBE2J1,MIR2903
CNVR_394	9	65604455	65685760	NA	NA
CNVR_395	9	65885583	66036771	2	THEMIS,PTPRK
CNVR_396	9	68293784	68313927	1	SAMD3
CNVR_397	9	71761625	71867488	NA	NA
CNVR_398	9	73729142	73848491	NA	NA
CNVR_399	9	74344115	74447886	1	MAP7
CNVR_400	9	78116942	79509358	NA	NA
CNVR_401	9	79635272	79745361	1	VTA1
CNVR_402	9	80376639	80415149	NA	NA
CNVR_403	9	81847682	81895098	1	UTRN
CNVR_404	9	88636634	88684552	NA	NA
CNVR_405	9	89377321	89430687	NA	NA
CNVR_406	9	90715541	90747056	NA	NA
CNVR_407	9	92507446	92528200	NA	NA
CNVR_408	9	94501675	94536565	1	SNX9
CNVR_409	9	98170529	98202076	3	PRKN,MIR2482,PACRG
CNVR_410	9	102050512	102068573	NA	NA
CNVR_411	9	102582381	102615677	NA	NA
CNVR_412	9	104218103	104379663	NA	NA
CNVR_413	10	110950	164069	NA	NA
CNVR_414	10	545401	561907	NA	NA
CNVR_415	10	1860161	1936953	NA	NA
CNVR_416	10	2367278	2387809	NA	NA
CNVR_417	10	6846956	6989555	2	COL4A3BP,POLK
CNVR_418	10	8707331	8842897	2	OTP,TBCA
CNVR_419	10	9143166	9354675	2	AP3B1,MIR2284Z-1
CNVR_420	10	10467395	10490050	1	HOMER1
CNVR_421	10	11354552	11544918	4	GNPNAT1,STYX,PSMC6,ERO1A
CNVR_422	10	13219798	13290512	3	DIS3L,TIPIN,MAP2K1
CNVR_423	10	14157673	14228843	NA	NA
CNVR_424	10	18786999	18854031	NA	NA
CNVR_425	10	18991042	19055444	NA	NA
CNVR_426	10	19755228	19797770	NA	NA
CNVR_427	10	21794678	21841817	2	PSMB11,PSMB5
CNVR_428	10	22364061	22408227	NA	NA
CNVR_429	10	22796412	23703141	NA	NA
CNVR_430	10	24799737	25349755	NA	NA
CNVR_431	10	27012287	27057896	NA	NA
CNVR_432	10	27274195	27320537	NA	NA
CNVR_433	10	28030117	28053351	1	LOC515694
CNVR_434	10	30358059	30402170	1	AQR
CNVR_435	10	34858599	34914334	NA	NA
CNVR_436	10	36538466	36803995	4	INO80,CHP1,OIP5,NUSAP1
CNVR_437	10	41412968	41462308	NA	NA
CNVR_438	10	41667967	41725845	NA	NA
CNVR_439	10	42661079	42869573	6	DNAAF2,MIR6517,POLE2,KLHDC1,KLHDC2,NEMF
CNVR_440	10	44505055	44727501	2	FRMD6,GNG2
CNVR_441	10	45411930	45807766	4	ZNF609,TRIP4,PCLAF,CSNK1G1
CNVR_442	10	46490485	46540291	1	USP3
CNVR_443	10	46609304	46637787	NA	NA
CNVR_444	10	51244357	51350146	1	RNF111
CNVR_445	10	53652144	53794314	NA	NA
CNVR_446	10	55628092	55725724	1	UNC13C
CNVR_447	10	55907151	55929569	1	UNC13C
CNVR_448	10	70013138	70033332	NA	NA
CNVR_449	10	70597940	70702717	2	ARID4A,TIMM9
CNVR_450	10	74528909	74555038	NA	NA
CNVR_451	10	78515830	79265033	5	CCDC196,FAM71D,MPP5,ATP6V1D,EIF2S1
CNVR_452	10	85258477	85290340	3	PTGR2,MIR7859,ZNF410
CNVR_453	10	91944026	92089797	NA	NA
CNVR_454	10	94955619	95012640	NA	NA
CNVR_455	10	98493921	98513608	NA	NA
CNVR_456	10	100656201	100706066	NA	NA
CNVR_457	10	103030307	103129795	1	B2M
CNVR_458	11	122657	188097	NA	NA
CNVR_459	11	4195587	4256064	NA	NA
CNVR_460	11	4927530	5053266	NA	NA
CNVR_461	11	9672957	9743288	1	POLE4
CNVR_462	11	10647533	10735565	1	DGUOK
CNVR_463	11	14734237	15290934	6	SPAST,SLC30A6,NLRC4,BIRC6,MIR11972,TTC27
CNVR_464	11	16392452	18452325	NA	NA
CNVR_465	11	18637619	18739862	NA	NA
CNVR_466	11	20285444	20327920	NA	NA
CNVR_467	11	21704025	21762048	1	MAP4K3
CNVR_468	11	24474675	24506755	1	PKDCC
CNVR_469	11	25925590	26384861	4	DYNC2LI1,ABCG5,ABCG8,PPM1B
CNVR_470	11	30638168	30723344	NA	NA
CNVR_471	11	32020374	32088498	NA	NA
CNVR_472	11	32116162	32193449	NA	NA
CNVR_473	11	34439864	34617407	NA	NA
CNVR_474	11	38023147	38048799	1	CCDC88A
CNVR_475	11	38303012	38322480	1	PNPT1
CNVR_476	11	40026791	40064479	NA	NA
CNVR_477	11	41017384	41067983	NA	NA
CNVR_478	11	52008258	52045592	NA	NA
CNVR_479	11	52132672	52671438	NA	NA
CNVR_480	11	52924695	53211061	NA	NA
CNVR_481	11	57304568	57670923	NA	NA
CNVR_482	11	57957745	58497959	NA	NA
CNVR_483	11	59889002	60022605	NA	NA
CNVR_484	11	62354153	62437950	1	VPS54
CNVR_485	11	73302300	73478626	2	RAB10,KIF3C
CNVR_486	11	86989572	87117767	1	NOL10
CNVR_487	11	95243657	95285863	NA	NA
CNVR_488	11	96567133	96748895	1	PBX3
CNVR_489	11	103219634	106640039	58	PAEP,GLT6D1,CAMSAP1,UBAC1,NACC2,LHX3,CARD9,ENTR1,PMPCA,INPP5E,EGFL7,MIR126,AGPAT2,ABO,SURF6,MED22,RPL7A,SURF4,CACFD1,SLC2A6,MYMK,ADAMTSL2,FAM163B,DBH,SARDH,BRD3,WDR5,RXRA,FCN1,OLFM1,C11H9orf116,MRPS2,TMEM141,CCDC183,RABL6,PHPT1,MAMDC4,EDF1,FBXW5,C8G,PTGDS,CLIC3,PAXX,FUT7,NPDC1,ENTPD2,DPP7,MIR12014,SSNA1,TPRN,NDOR1,CYSRT1,TUBB4B,NOXA1,ENTPD8,MRPL41,ARRDC1,EHMT1
CNVR_490	12	605703	953496	NA	NA
CNVR_491	12	1248895	1294811	NA	NA
CNVR_492	12	4516906	4564035	NA	NA
CNVR_493	12	7318998	7499961	NA	NA
CNVR_494	12	7717682	8004398	NA	NA
CNVR_495	12	8211080	8303309	NA	NA
CNVR_496	12	8944702	9035851	NA	NA
CNVR_497	12	10005671	10117392	NA	NA
CNVR_498	12	16141245	16171675	1	CPB2
CNVR_499	12	18018856	18038076	1	ITM2B
CNVR_500	12	18394407	18543051	1	CYSLTR2
CNVR_501	12	18866247	18999163	1	CDADC1
CNVR_502	12	31868243	31966327	NA	NA
CNVR_503	12	32430162	32458228	NA	NA
CNVR_504	12	34199608	34258544	NA	NA
CNVR_505	12	40908574	41482512	NA	NA
CNVR_506	12	41639204	43504096	NA	NA
CNVR_507	12	44647231	44896474	NA	NA
CNVR_508	12	45501101	45568197	NA	NA
CNVR_509	12	48651266	48790568	1	KLF12
