name2	Frequency	ID	Chr	CNVR_Start	CNVR_End
AGPS	2	CNVR_70	2	19337434	19425494
AGXT	4	CNVR_145	3	119893611	120957517
AHCTF1	1	CNVR_647	16	30213147	30505468
AHRR	6	CNVR_800	20	70604423	71835589
AIF1	1	CNVR_848	23	27494111	27795168
AIFM3	6	CNVR_697	17	71355374	73155293
AK5	1	CNVR_131	3	67184325	67218474
AK6	1	CNVR_764	20	10328272	10500984
AKR1A1	3	CNVR_140	3	100277178	100601230
AKT1	11	CNVR_823	21	68643064	69808854
AKT3	6	CNVR_649	16	33331779	33584654
ALCAM	1	CNVR_33	1	49952651	50064432
ALDH1L1	2	CNVR_838	22	59789766	60710593
ALDH7A1	2	CNVR_311	7	27289094	27323816
ALG12	2	CNVR_235	5	118094837	120071585
AMY2B	1	CNVR_122	3	37054466	41843499
ANKIB1	2	CNVR_152	4	9623951	9706609
ANKRD50	1	CNVR_682	17	30297177	33893339
ANKRD55	1	CNVR_774	20	22940301	22996991
ANO1	1	CNVR_953	29	47269242	47447458
ANO10	1	CNVR_826	22	15347292	15523954
AP2A2	4	CNVR_954	29	48646742	51072873
AP3B1	2	CNVR_419	10	9143166	9354675
AP3M1	1	CNVR_933	28	29872623	30439777
API5	1	CNVR_623	15	73422749	73494231
APOH	8	CNVR_756	19	62611634	62643241
APOM	1	CNVR_848	23	27494111	27795168
APRT	1	CNVR_701	18	13665368	14078470
AQR	1	CNVR_434	10	30358059	30402170
ARFRP1	1	CNVR_553	13	53954346	54135002
ARHGAP15	6	CNVR_89	2	53100190	53646984
ARHGAP39	1	CNVR_562	14	330256	1044777
ARHGDIG	2	CNVR_879	25	208098	1769456
ARHGEF16	3	CNVR_652	16	49148097	49674031
ARHGEF19	1	CNVR_110	2	135903292	136019931
ARID4A	1	CNVR_449	10	70597940	70702717
ARID4B	3	CNVR_925	28	7978983	8204918
ARRDC1	1	CNVR_489	11	103219634	106640039
ARRDC3	3	CNVR_332	7	90843162	90863630
ARSA	3	CNVR_235	5	118094837	120071585
ARVCF	24	CNVR_697	17	71355374	73155293
ASCC3	1	CNVR_387	9	49224046	49366561
ASCL2	2	CNVR_954	29	48646742	51072873
ASPSCR1	4	CNVR_751	19	50787009	50929851
ATAD5	1	CNVR_736	19	18012136	18118339
ATF7IP	7	CNVR_219	5	95376929	95494887
ATG4B	2	CNVR_145	3	119893611	120957517
ATP1B2	3	CNVR_740	19	26942729	27421507
ATP2A2	1	CNVR_690	17	54062683	54228261
ATP5ME	1	CNVR_296	6	116669816	117767753
ATP5PO	1	CNVR_1	1	1556392	2086121
ATP6V1D	1	CNVR_451	10	78515830	79265033
ATP6V1G2	1	CNVR_848	23	27494111	27795168
ATXN7L3B	1	CNVR_197	5	1765747	4134063
AVP	1	CNVR_550	13	51842153	52109473
AXIN1	3	CNVR_879	25	208098	1769456
B2M	2	CNVR_457	10	103030307	103129795
B3GALNT2	1	CNVR_925	28	7978983	8204918
B3GNT5	7	CNVR_40	1	83707085	83810343
BACE2	2	CNVR_57	1	141411087	141464985
BAG6	1	CNVR_848	23	27494111	27795168
BBS7	1	CNVR_239	6	3348603	3447118
BCAP29	1	CNVR_165	4	48408851	48591927
BCNT2	1	CNVR_698	18	2776211	2824948
BIRC3	3	CNVR_589	15	6287730	6431790
BIRC6	4	CNVR_463	11	14734237	15290934
BLA-DQB	95	CNVR_845	23	25560755	25730370
BOK	2	CNVR_145	3	119893611	120957517
BOLA	1	CNVR_850	23	28501615	28560191
BOLA-DQA2	10	CNVR_845	23	25560755	25730370
BOLA-DQA5	10	CNVR_845	23	25560755	25730370
BOLA-DQB	10	CNVR_845	23	25560755	25730370
BOLA-DRB3	33	CNVR_845	23	25560755	25730370
BOLA-NC1	1	CNVR_850	23	28501615	28560191
BOLA1	1	CNVR_116	3	20706978	20756370
BRAT1	2	CNVR_889	25	40583579	42056885
BRD3	3	CNVR_489	11	103219634	106640039
BRD9	5	CNVR_800	20	70604423	71835589
BTBD6	8	CNVR_823	21	68643064	69808854
BTN1A1	3	CNVR_855	23	31580954	31945721
BTRC	1	CNVR_899	26	22144981	22386818
C11H9orf116	7	CNVR_489	11	103219634	106640039
C13H20orf194	1	CNVR_550	13	51842153	52109473
C14H8orf82	1	CNVR_562	14	330256	1044777
C16H1orf100	1	CNVR_648	16	32754885	32852344
C16H1orf174	2	CNVR_652	16	49148097	49674031
C17H22orf39	12	CNVR_697	17	71355374	73155293
C18H16orf87	5	CNVR_702	18	14969884	15157858
C19H17orf78	1	CNVR_732	19	13678370	13749514
C21H14orf180	2	CNVR_823	21	68643064	69808854
C22H3orf22	1	CNVR_838	22	59789766	60710593
C23H6orf47	1	CNVR_848	23	27494111	27795168
C25H16orf91	6	CNVR_879	25	208098	1769456
C25H7orf50	3	CNVR_889	25	40583579	42056885
C25H7orf61	1	CNVR_887	25	36067948	36088574
C8G	13	CNVR_489	11	103219634	106640039
C8H9orf3	1	CNVR_352	8	81613969	81655976
CA5A	1	CNVR_700	18	13303377	13371617
CACFD1	9	CNVR_489	11	103219634	106640039
CACNA2D1	1	CNVR_160	4	38458460	38499800
CALCR	1	CNVR_153	4	10554466	10785247
CALCRL	2	CNVR_66	2	8923646	9443359
CAMSAP1	3	CNVR_489	11	103219634	106640039
CAPZA3	2	CNVR_217	5	89124173	93490294
CARD6	1	CNVR_779	20	33614197	33711013
CARD9	6	CNVR_489	11	103219634	106640039
CARF	1	CNVR_98	2	91199177	91282400
CARS2	1	CNVR_530	12	85225566	85267889
CASP4	1	CNVR_588	15	1905039	4162300
CCAR1	4	CNVR_931	28	24340626	25229809
CCDC116	5	CNVR_697	17	71355374	73155293
CCDC117	2	CNVR_695	17	68015202	68055218
CCDC127	1	CNVR_800	20	70604423	71835589
CCDC167	1	CNVR_840	23	11303403	11415970
CCDC183	16	CNVR_489	11	103219634	106640039
CCDC196	1	CNVR_451	10	78515830	79265033
CCDC82	1	CNVR_596	15	13849616	13923819
CCDC88A	1	CNVR_474	11	38023147	38048799
CCHCR1	2	CNVR_849	23	27998654	28085043
CCNA2	1	CNVR_239	6	3348603	3447118
CCNT2	1	CNVR_91	2	62337521	62378856
CCSER1	4	CNVR_250	6	30915027	35042532
CD151	3	CNVR_954	29	48646742	51072873
CD163L1	8	CNVR_224	5	102630827	103186163
CD3D	1	CNVR_599	15	28923329	29028800
CD3E	1	CNVR_599	15	28923329	29028800
CD3EAP	1	CNVR_713	18	53012600	53071278
CD3G	1	CNVR_599	15	28923329	29028800
CD68	1	CNVR_740	19	26942729	27421507
CD69	1	CNVR_221	5	100100898	100409257
CD81	3	CNVR_954	29	48646742	51072873
CDADC1	2	CNVR_501	12	18866247	18999163
CDC27	2	CNVR_747	19	46083610	46268549
CDC42BPA	1	CNVR_647	16	30213147	30505468
CDC42SE2	2	CNVR_307	7	22521430	23489956
CDC45	12	CNVR_697	17	71355374	73155293
CDH18	1	CNVR_792	20	53640256	53779182
CDH2	1	CNVR_868	24	26069138	29019019
CDHR5	3	CNVR_954	29	48646742	51072873
CDK7	1	CNVR_764	20	10328272	10500984
CDKN1C	2	CNVR_954	29	48646742	51072873
CDSN	2	CNVR_849	23	27998654	28085043
CEND1	3	CNVR_954	29	48646742	51072873
CENPH	1	CNVR_764	20	10328272	10500984
CENPX	4	CNVR_751	19	50787009	50929851
CERS6	24	CNVR_75	2	27318294	27979992
CFAP100	2	CNVR_838	22	59789766	60710593
CFAP299	5	CNVR_290	6	94886288	95756736
CHCHD6	1	CNVR_838	22	59789766	60710593
CHEK2	1	CNVR_694	17	67604252	68000928
CHID1	3	CNVR_954	29	48646742	51072873
CHKB	2	CNVR_235	5	118094837	120071585
CHMP2A	1	CNVR_721	18	65609903	65814370
CHP1	1	CNVR_436	10	36538466	36803995
CHRM3	2	CNVR_927	28	9798692	12499570
CHRNB1	1	CNVR_740	19	26942729	27421507
CHST12	1	CNVR_889	25	40583579	42056885
CHST13	1	CNVR_838	22	59789766	60710593
CHTF18	7	CNVR_879	25	208098	1769456
CIAO3	8	CNVR_879	25	208098	1769456
CLBA1	7	CNVR_823	21	68643064	69808854
CLCN7	5	CNVR_879	25	208098	1769456
CLDN10	6	CNVR_527	12	71820369	72996370
CLDN5	13	CNVR_697	17	71355374	73155293
CLDN7	3	CNVR_740	19	26942729	27421507
CLEC5A	1	CNVR_189	4	105149433	105304020
CLECL1	1	CNVR_221	5	100100898	100409257
CLIC1	1	CNVR_848	23	27494111	27795168
CLIC3	12	CNVR_489	11	103219634	106640039
CLIP1	3	CNVR_689	17	52872065	53069851
CLPTM1L	4	CNVR_800	20	70604423	71835589
CLSPN	2	CNVR_142	3	109750764	110033765
CLVS2	1	CNVR_379	9	28284086	28305499
CMTR1	1	CNVR_840	23	11303403	11415970
CNIH4	1	CNVR_645	16	27526973	27568525
CNPY3	2	CNVR_842	23	16521600	16640000
COL11A1	1	CNVR_122	3	37054466	41843499
COL4A3	1	CNVR_105	2	115474795	115512459
COL4A3BP	1	CNVR_417	10	6846956	6989555
COMMD5	1	CNVR_562	14	330256	1044777
COMT	24	CNVR_697	17	71355374	73155293
COP1	1	CNVR_656	16	57251627	57343354
COPZ2	1	CNVR_745	19	38436540	38489966
COQ3	1	CNVR_388	9	50321700	50390151
COX19	2	CNVR_889	25	40583579	42056885
COX7B2	3	CNVR_270	6	61752222	66011429
CPB2	1	CNVR_498	12	16141245	16171675
CPEB3	1	CNVR_895	26	13723590	13779378
CPLX1	1	CNVR_296	6	116669816	117767753
CPSF1	4	CNVR_562	14	330256	1044777
CPT1A	2	CNVR_951	29	46047863	46178866
CPT1B	2	CNVR_235	5	118094837	120071585
CPZ	3	CNVR_294	6	113950763	115559907
CRAMP1	5	CNVR_879	25	208098	1769456
CRB1	1	CNVR_662	16	76153451	76228029
CRELD2	2	CNVR_235	5	118094837	120071585
CRIP1	6	CNVR_823	21	68643064	69808854
CRIP2	6	CNVR_823	21	68643064	69808854
CRLF3	1	CNVR_736	19	18012136	18118339
CRYZ	1	CNVR_134	3	69516299	74015041
CRYZL1	1	CNVR_1	1	1556392	2086121
CSMD3	2	CNVR_574	14	49401100	54481400
CSNK1G1	2	CNVR_441	10	45411930	45807766
CSNK1G3	1	CNVR_314	7	30148992	30221996
CSNK2B	1	CNVR_848	23	27494111	27795168
CSRP1	4	CNVR_667	16	80366462	80863910
CTDNEP1	2	CNVR_740	19	26942729	27421507
CTNNA3	9	CNVR_930	28	20251683	24082828
CTSD	4	CNVR_954	29	48646742	51072873
CTSZ	1	CNVR_555	13	57367650	57558958
CTU1	1	CNVR_714	18	57057494	57106651
CTU2	1	CNVR_701	18	13665368	14078470
CXADR	1	CNVR_17	1	19455564	19507076
CYBA	1	CNVR_701	18	13665368	14078470
CYBRD1	1	CNVR_71	2	24673731	25019765
CYC1	1	CNVR_562	14	330256	1044777
CYHR1	1	CNVR_562	14	330256	1044777
CYLC2	3	CNVR_355	8	91640710	93543992
CYP2R1	2	CNVR_601	15	37889488	37988924
CYP51A1	1	CNVR_151	4	9251599	9477621
CYSLTR2	2	CNVR_500	12	18394407	18543051
CYSRT1	7	CNVR_489	11	103219634	106640039
D2HGDH	2	CNVR_145	3	119893611	120957517
DARS2	2	CNVR_654	16	55212092	55344755
DBH	8	CNVR_489	11	103219634	106640039
DBT	1	CNVR_123	3	42917941	43378710
DCAF17	1	CNVR_71	2	24673731	25019765
DCAF6	1	CNVR_112	3	589618	778196
DCUN1D1	8	CNVR_41	1	84046023	84284676
DCXR	1	CNVR_751	19	50787009	50929851
DDAH2	1	CNVR_848	23	27494111	27795168
DDRGK1	1	CNVR_550	13	51842153	52109473
DDX10	1	CNVR_597	15	18340522	18425348
DDX21	1	CNVR_931	28	24340626	25229809
DDX39B	1	CNVR_848	23	27494111	27795168
DDX50	1	CNVR_931	28	24340626	25229809
DDX55	1	CNVR_688	17	52077181	52109735
DDX6	1	CNVR_600	15	29345173	29458564
DECR2	2	CNVR_879	25	208098	1769456
DEPP1	1	CNVR_938	28	44584170	44615642
DEPTOR	1	CNVR_585	14	81274613	81441475
DEXI	2	CNVR_881	25	9559212	9628737
DFFB	2	CNVR_652	16	49148097	49674031
DGAT1	4	CNVR_562	14	330256	1044777
DGCR2	7	CNVR_697	17	71355374	73155293
DGCR6L	1	CNVR_697	17	71355374	73155293
DGCR8	26	CNVR_697	17	71355374	73155293
DGKB	2	CNVR_156	4	22417069	22476432
DGKQ	4	CNVR_296	6	116669816	117767753
DGUOK	1	CNVR_462	11	10647533	10735565
DHRS3	1	CNVR_650	16	41147381	41217175
DHTKD1	2	CNVR_535	13	12280490	12378558
DHX29	1	CNVR_775	20	23802929	23863171
DIS3L	2	CNVR_422	10	13219798	13290512
DISP1	1	CNVR_644	16	26388857	26461264
DMKN	1	CNVR_711	18	46127942	46176270
DMP1	1	CNVR_291	6	102542717	102646839
DMRT1	1	CNVR_349	8	43615936	43824913
DNA2	1	CNVR_931	28	24340626	25229809
DNAAF2	5	CNVR_439	10	42661079	42869573
DNAH2	3	CNVR_740	19	26942729	27421507
DNASE1L2	1	CNVR_879	25	208098	1769456
DNTT	1	CNVR_897	26	17667270	17714604
DOC2G	1	CNVR_950	29	45417677	45478834
DOCK10	1	CNVR_103	2	112926020	113155761
DONSON	1	CNVR_1	1	1556392	2086121
DPCD	1	CNVR_899	26	22144981	22386818
DPP10	1	CNVR_95	2	66345695	69169219
DPP7	8	CNVR_489	11	103219634	106640039
DSC3	1	CNVR_868	24	26069138	29019019
DSCC1	1	CNVR_585	14	81274613	81441475
DTYMK	2	CNVR_145	3	119893611	120957517
DUS1L	1	CNVR_751	19	50787009	50929851
DUS4L	1	CNVR_165	4	48408851	48591927
DUSP26	1	CNVR_916	27	27374693	32180839
DVL2	2	CNVR_740	19	26942729	27421507
DYM	1	CNVR_873	24	49057452	49089270
DYNC1I2	4	CNVR_71	2	24673731	25019765
DYNC2LI1	1	CNVR_469	11	25925590	26384861
E4F1	1	CNVR_879	25	208098	1769456
ECD	1	CNVR_932	28	28501081	29240599
ECHDC3	2	CNVR_536	13	12471939	12748454
ECI1	1	CNVR_879	25	208098	1769456
EDF1	14	CNVR_489	11	103219634	106640039
EEF1D	1	CNVR_563	14	1082140	1286160
EEFSEC	4	CNVR_837	22	59386439	59499648
EFCAB3	1	CNVR_748	19	46862760	47005169
EFCC1	1	CNVR_836	22	58236823	59004418
EFHC1	1	CNVR_844	23	24836032	24892466
EFNB3	3	CNVR_740	19	26942729	27421507
EGFL7	5	CNVR_489	11	103219634	106640039
EHMT1	1	CNVR_489	11	103219634	106640039
EIF2S1	1	CNVR_451	10	78515830	79265033
EIF3B	1	CNVR_889	25	40583579	42056885
EIF4A1	1	CNVR_740	19	26942729	27421507
EIF5A	1	CNVR_740	19	26942729	27421507
ELF3	2	CNVR_667	16	80366462	80863910
ELFN1	3	CNVR_889	25	40583579	42056885
ELP4	1	CNVR_617	15	62419747	62468802
ENDOV	1	CNVR_752	19	52105919	52254545
ENKUR	2	CNVR_541	13	25678465	25886779
ENTPD2	10	CNVR_489	11	103219634	106640039
ENTPD8	9	CNVR_489	11	103219634	106640039
ENTR1	5	CNVR_489	11	103219634	106640039
EPHA2	1	CNVR_110	2	135903292	136019931
EPO	1	CNVR_886	25	35847022	36012574
EPS15	11	CNVR_139	3	94818813	95038877
ERCC1	1	CNVR_713	18	53012600	53071278
ERCC6L2	2	CNVR_353	8	82609588	82677709
ERO1A	5	CNVR_421	10	11354552	11544918
ESS2	6	CNVR_697	17	71355374	73155293
EVL	1	CNVR_821	21	65029870	65080143
EXOC3	6	CNVR_800	20	70604423	71835589
EXOC4	1	CNVR_188	4	96998183	97277561
EXOSC4	1	CNVR_562	14	330256	1044777
EXOSC9	1	CNVR_239	6	3348603	3447118
F10	3	CNVR_531	12	86064733	86688013
F7	2	CNVR_531	12	86064733	86688013
FADD	1	CNVR_953	29	47269242	47447458
FAHD1	6	CNVR_879	25	208098	1769456
FAM149B1	1	CNVR_932	28	28501081	29240599
FAM163B	7	CNVR_489	11	103219634	106640039
FAM173A	8	CNVR_879	25	208098	1769456
FAM221A	6	CNVR_175	4	71900384	72048949
FAM234A	2	CNVR_879	25	208098	1769456
FAM71D	1	CNVR_451	10	78515830	79265033
FANCC	1	CNVR_352	8	81613969	81655976
FASN	1	CNVR_751	19	50787009	50929851
FASTKD5	1	CNVR_550	13	51842153	52109473
FAT1	1	CNVR_913	27	16390789	19160261
FAU	1	CNVR_949	29	43306962	43329844
FBXL16	5	CNVR_879	25	208098	1769456
FBXW4	1	CNVR_899	26	22144981	22386818
FBXW5	13	CNVR_489	11	103219634	106640039
FCN1	8	CNVR_489	11	103219634	106640039
FGF11	1	CNVR_740	19	26942729	27421507
FGF14	20	CNVR_528	12	78163435	78251127
FGF20	1	CNVR_914	27	20207643	23270710
FGF4	1	CNVR_952	29	46949252	47013097
FGF5	1	CNVR_290	6	94886288	95756736
FGFR3	3	CNVR_296	6	116669816	117767753
FGFRL1	5	CNVR_296	6	116669816	117767753
FHOD3	1	CNVR_866	24	20757957	20803435
FKBP14	37	CNVR_172	4	65991776	66576959
FNDC11	1	CNVR_553	13	53954346	54135002
FOXC2	1	CNVR_699	18	12377354	12478047
FOXH1	1	CNVR_562	14	330256	1044777
FOXP2	1	CNVR_167	4	54019025	54278625
FOXS1	1	CNVR_557	13	61361508	61444179
FPGT	1	CNVR_134	3	69516299	74015041
FRMD6	1	CNVR_440	10	44505055	44727501
FSCB	1	CNVR_818	21	49609843	54445195
FST	1	CNVR_776	20	25528151	25590025
FTMT	2	CNVR_315	7	31773528	34133530
FUCA1	2	CNVR_108	2	129061339	129109626
FUT10	1	CNVR_916	27	27374693	32180839
FUT7	10	CNVR_489	11	103219634	106640039
FXR2	3	CNVR_740	19	26942729	27421507
FYB1	4	CNVR_780	20	35233378	35486670
FYTTD1	3	CNVR_36	1	69979144	70404106
G3BP2	1	CNVR_289	6	90459046	90505918
GABARAP	2	CNVR_740	19	26942729	27421507
GABRA2	4	CNVR_270	6	61752222	66011429
GABRA4	3	CNVR_270	6	61752222	66011429
GABRB1	3	CNVR_270	6	61752222	66011429
GABRG1	7	CNVR_270	6	61752222	66011429
GAK	1	CNVR_296	6	116669816	117767753
GAL	3	CNVR_951	29	46047863	46178866
GALNS	1	CNVR_701	18	13665368	14078470
GALNT13	2	CNVR_84	2	41679485	41842234
GALNT15	1	CNVR_58	1	153209819	153246471
GALNT2	1	CNVR_923	28	2101546	2141009
GALNTL6	2	CNVR_337	8	2008965	5147600
GAMT	1	CNVR_322	7	43792866	43820298
GART	5	CNVR_1	1	1556392	2086121
GATA5	4	CNVR_554	13	54341978	54892952
GATD1	3	CNVR_954	29	48646742	51072873
GBP4	31	CNVR_126	3	54188660	54909666
GDPD1	1	CNVR_728	19	10196976	10227474
GDPD5	2	CNVR_614	15	54683112	54732561
GET4	2	CNVR_889	25	40583579	42056885
GFER	4	CNVR_879	25	208098	1769456
GGPS1	1	CNVR_925	28	7978983	8204918
GGT1	1	CNVR_697	17	71355374	73155293
GGT5	1	CNVR_697	17	71355374	73155293
GID8	9	CNVR_554	13	54341978	54892952
GIGYF1	1	CNVR_886	25	35847022	36012574
GIMAP4	1	CNVR_193	4	112837075	113089385
GIMAP7	8	CNVR_193	4	112837075	113089385
GK5	1	CNVR_55	1	126520577	126747762
GLT6D1	1	CNVR_489	11	103219634	106640039
GLT8D1	4	CNVR_833	22	48156339	48290928
GMEB2	1	CNVR_553	13	53954346	54135002
GNA12	1	CNVR_889	25	40583579	42056885
GNAS	1	CNVR_555	13	57367650	57558958
GNB1L	22	CNVR_697	17	71355374	73155293
GNB2	1	CNVR_886	25	35847022	36012574
GNG13	7	CNVR_879	25	208098	1769456
GNG2	1	CNVR_440	10	44505055	44727501
GNMT	2	CNVR_842	23	16521600	16640000
GNPDA2	3	CNVR_270	6	61752222	66011429
GNPNAT1	1	CNVR_421	10	11354552	11544918
GNPTG	6	CNVR_879	25	208098	1769456
GOSR1	1	CNVR_737	19	21534263	21556972
GPAA1	1	CNVR_562	14	330256	1044777
GPANK1	1	CNVR_848	23	27494111	27795168
GPBP1L1	3	CNVR_140	3	100277178	100601230
GPR146	2	CNVR_889	25	40583579	42056885
GPR22	4	CNVR_165	4	48408851	48591927
GPR37L1	2	CNVR_667	16	80366462	80863910
GPR62	1	CNVR_834	22	48907762	49184065
GPS1	1	CNVR_751	19	50787009	50929851
GPS2	1	CNVR_740	19	26942729	27421507
GPT	1	CNVR_562	14	330256	1044777
GRIA4	10	CNVR_588	15	1905039	4162300
GRIFIN	1	CNVR_889	25	40583579	42056885
GRIK2	1	CNVR_386	9	47868930	47921833
GRIN3A	1	CNVR_354	8	91370047	91391939
GRINA	1	CNVR_562	14	330256	1044777
GRM2	1	CNVR_834	22	48907762	49184065
GRTP1	1	CNVR_531	12	86064733	86688013
GSDMD	1	CNVR_563	14	1082140	1286160
GSTP1	1	CNVR_950	29	45417677	45478834
GUCD1	2	CNVR_697	17	71355374	73155293
GUF1	3	CNVR_270	6	61752222	66011429
GULP1	1	CNVR_65	2	7515330	8523016
H19	3	CNVR_954	29	48646742	51072873
H4	5	CNVR_855	23	31580954	31945721
HAGH	6	CNVR_879	25	208098	1769456
HAGHL	8	CNVR_879	25	208098	1769456
HBA	1	CNVR_879	25	208098	1769456
HBE2	1	CNVR_608	15	48371261	48467282
HBG	1	CNVR_608	15	48371261	48467282
HBM	1	CNVR_879	25	208098	1769456
HBQ1	1	CNVR_879	25	208098	1769456
HDAC10	2	CNVR_235	5	118094837	120071585
HDAC11	3	CNVR_836	22	58236823	59004418
HEPACAM2	1	CNVR_153	4	10554466	10785247
HERC4	7	CNVR_931	28	24340626	25229809
HFE	4	CNVR_855	23	31580954	31945721
HFM1	1	CNVR_124	3	51989581	52054929
HGFAC	2	CNVR_294	6	113950763	115559907
HIBADH	1	CNVR_174	4	68465623	68705234
HIC2	5	CNVR_697	17	71355374	73155293
HINT1	1	CNVR_307	7	22521430	23489956
HIST1H1C	4	CNVR_855	23	31580954	31945721
HIST1H1D	5	CNVR_855	23	31580954	31945721
HIST1H1E	5	CNVR_855	23	31580954	31945721
HIST1H2AC	4	CNVR_855	23	31580954	31945721
HIST1H2BB	1	CNVR_854	23	30946459	30992726
HIST1H2BD	5	CNVR_855	23	31580954	31945721
HIST2H2AC	1	CNVR_116	3	20706978	20756370
HIST2H2BE	1	CNVR_116	3	20706978	20756370
HK3	1	CNVR_318	7	38226065	38417700
HMBOX1	1	CNVR_338	8	9684395	9780883
HMCN1	2	CNVR_660	16	67025984	67146187
HMG20A	2	CNVR_813	21	32556363	32646958
HMGCL	2	CNVR_108	2	129061339	129109626
HMGCS1	2	CNVR_778	20	31422941	31448781
HNRNPH3	1	CNVR_931	28	24340626	25229809
HOMER1	1	CNVR_420	10	10467395	10490050
HRAS	4	CNVR_954	29	48646742	51072873
HSCB	1	CNVR_695	17	68015202	68055218
HSDL2	4	CNVR_357	8	101535908	101914044
HSF1	2	CNVR_562	14	330256	1044777
HSPA1A	1	CNVR_848	23	27494111	27795168
HSPA1L	1	CNVR_848	23	27494111	27795168
ICA1	1	CNVR_154	4	16324078	18883420
IFITM1	2	CNVR_954	29	48646742	51072873
IFITM3	2	CNVR_954	29	48646742	51072873
IFT81	1	CNVR_690	17	54062683	54228261
IGF2	4	CNVR_954	29	48646742	51072873
IGF2BP2	3	CNVR_39	1	81343507	81416748
IGFALS	6	CNVR_879	25	208098	1769456
IGLL1	1	CNVR_697	17	71355374	73155293
IGSF9	1	CNVR_113	3	9737010	9759429
IL13	1	CNVR_303	7	21593442	21869803
IL4	1	CNVR_303	7	21593442	21869803
ING1	1	CNVR_530	12	85225566	85267889
ING5	2	CNVR_145	3	119893611	120957517
INO80	1	CNVR_436	10	36538466	36803995
INPP5E	4	CNVR_489	11	103219634	106640039
INS	2	CNVR_954	29	48646742	51072873
INTS1	5	CNVR_889	25	40583579	42056885
IPO11	1	CNVR_769	20	16904479	16951836
IPP	3	CNVR_140	3	100277178	100601230
IQCF1	1	CNVR_834	22	48907762	49184065
IQCF2	1	CNVR_834	22	48907762	49184065
IQCF5	1	CNVR_834	22	48907762	49184065
IQCG	3	CNVR_36	1	69979144	70404106
IQSEC1	2	CNVR_836	22	58236823	59004418
IRF1	1	CNVR_304	7	21927815	21963795
IRF7	3	CNVR_954	29	48646742	51072873
IRX4	1	CNVR_800	20	70604423	71835589
ITFG1	4	CNVR_703	18	15491110	15821257
ITGB1	1	CNVR_538	13	19947737	20257287
ITM2B	1	CNVR_499	12	18018856	18038076
ITPA	1	CNVR_550	13	51842153	52109473
IZUMO3	1	CNVR_340	8	17475905	21691570
JMJD1C	6	CNVR_928	28	18916753	19430612
JPT2	5	CNVR_879	25	208098	1769456
KBTBD8	3	CNVR_832	22	34408419	34473365
KCNAB2	1	CNVR_651	16	47122872	47239304
KCND2	3	CNVR_184	4	82887750	85232259
KCNMB2	2	CNVR_42	1	88012422	88278205
KCNQ1	3	CNVR_954	29	48646742	51072873
KCNU1	1	CNVR_916	27	27374693	32180839
KCTD11	1	CNVR_740	19	26942729	27421507
KCTD8	3	CNVR_270	6	61752222	66011429
KIF20B	1	CNVR_894	26	11301013	11410969
KIF21A	1	CNVR_207	5	41739940	41856142
KIF3A	1	CNVR_303	7	21593442	21869803
KIF3C	1	CNVR_485	11	73302300	73478626
KIFC2	1	CNVR_562	14	330256	1044777
KIRREL3	3	CNVR_944	29	29740161	29758973
