Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	ID	i.Start	i.End	Frequency	n_Sample	0	1	3	4	Type	Length	Check_gene
1	931	NM_001083702	+	45415065	45478331	45415291	45477878	16	45415065,45435197,45436657,45440416,45443511,45444959,45449575,45449829,45453307,45454021,45457298,45462529,45463858,45468010,45470231,45477629,	45415406,45435311,45436762,45440529,45443661,45445063,45449715,45449937,45453471,45454177,45457411,45462876,45463955,45468166,45470388,45478331,	0	ADGRG7	cmpl	cmpl	0,1,1,1,0,0,2,1,1,0,0,2,1,2,2,0,	CNVR_27	45423220	45479172	1	1			1		Gain	55953	Has_gene
1																CNVR_28	49230292	49433920	2	2		2			Loss	203629	Non_gene
1																CNVR_29	51169451	51211635	1	1		1			Loss	42185	Non_gene
1																CNVR_30	55259756	55396138	1	1		1			Loss	136383	Non_gene
1	140	NM_001193008	-	70573619	70664027	70574542	70663866	13	70573619,70581018,70588165,70599510,70602541,70609542,70615407,70617899,70626693,70628404,70629304,70637136,70663669,	70574608,70581172,70588348,70599697,70603040,70609683,70615553,70618101,70626870,70628484,70629480,70637205,70664027,	0	OSBPL11	cmpl	cmpl	0,2,2,1,0,0,1,0,0,1,2,2,0,	CNVR_31	70590429	71015840	3	3		3			Loss	425412	Has_gene
1	1125	NM_001025321	-	70788694	70792140	70788746	70791442	5	70788694,70789977,70791057,70791431,70792112,	70788770,70790122,70791210,70791476,70792140,	0	RPL35A	cmpl	cmpl	0,2,2,0,-1,	CNVR_31	70590429	71015840	3	3		3			Loss	425412	Has_gene
1	1125	NM_001038195	+	70792453	70838107	70797034	70837730	11	70792453,70796975,70798880,70803728,70806135,70814458,70822105,70824674,70832943,70834030,70837598,	70792520,70797042,70799148,70803952,70806264,70814540,70822267,70824749,70833075,70834132,70838107,	0	IQCG	cmpl	cmpl	-1,0,2,0,2,2,0,0,0,0,0,	CNVR_31	70590429	71015840	3	3		3			Loss	425412	Has_gene
1	1126	NM_001001137	-	70954510	70984201	70954733	70984188	10	70954510,70956692,70960859,70962304,70962763,70962808,70965885,70971919,70979617,70984082,	70954832,70956819,70960934,70962359,70962808,70962862,70965998,70972068,70979746,70984201,	0	FYTTD1	cmpl	cmpl	0,2,2,1,0,2,0,1,1,0,	CNVR_31	70590429	71015840	3	3		3			Loss	425412	Has_gene
1	140	NM_001101897	+	70996321	71044883	70996497	71044754	20	70996321,71010330,71016762,71019361,71020380,71021530,71022317,71026366,71027174,71028218,71028936,71037733,71038658,71039673,71040398,71041502,71042274,71042771,71044251,71044575,	70996562,71010484,71016846,71019521,71020487,71021684,71022851,71026462,71027290,71028426,71029041,71037794,71038791,71039819,71040463,71041741,71042336,71042925,71044345,71044883,	0	RUBCN	cmpl	cmpl	0,2,0,0,1,0,1,1,1,0,1,1,2,0,2,1,0,2,0,1,	CNVR_31	70590429	71015840	3	3		3			Loss	425412	Has_gene
1	1131	NM_001076289	-	71629569	71653254	71631334	71652598	7	71629569,71635532,71637600,71640251,71647368,71652297,71652965,	71632294,71635614,71637722,71640427,71647449,71652634,71653254,	0	RNF168	cmpl	cmpl	0,2,0,1,1,0,-1,	CNVR_32	71602911	71651658	1	1			1		Gain	48748	Has_gene
1	1133	NM_001206727	+	71867079	71956263	71911218	71952257	15	71867079,71911197,71926966,71927395,71929073,71930041,71932794,71934318,71936058,71936591,71938153,71940334,71942676,71951578,71952170,	71867120,71911405,71927067,71927543,71929105,71930149,71932927,71934382,71936107,71936704,71938271,71940434,71942873,71951716,71956263,	0	PAK2	cmpl	cmpl	-1,0,1,0,1,0,0,1,2,0,2,0,1,0,0,	CNVR_33	71848306	72217907	3	3		3			Loss	369602	Has_gene
1	1134	NM_001034396	-	72014189	72020012	72014704	72019956	4	72014189,72015321,72017664,72019878,	72014776,72015460,72017846,72020012,	0	NCBP2	cmpl	cmpl	0,2,0,0,	CNVR_33	71848306	72217907	3	3		3			Loss	369602	Has_gene
1	141	NM_001192312	-	72086118	72109936	72086118	72109804	16	72086118,72086657,72089246,72091208,72091377,72092421,72093532,72096120,72097320,72098034,72101052,72102293,72104049,72106464,72107834,72109755,	72086201,72086856,72089434,72091276,72091534,72092616,72093629,72096272,72097501,72098222,72101120,72102450,72104232,72106564,72107989,72109936,	0	MELTF	cmpl	cmpl	1,0,1,2,1,1,0,1,0,1,2,1,1,0,1,0,	CNVR_33	71848306	72217907	3	3		3			Loss	369602	Has_gene
1																CNVR_34	76322131	76347831	1	1		1			Loss	25701	Non_gene
1	151	NM_001192504	+	81992397	82161528	81992468	82161355	16	81992397,81994238,82120820,82121831,82124816,82127882,82130025,82134283,82134759,82137258,82148033,82148952,82153596,82159408,82159870,82161262,	81992646,81994299,82120869,82121883,82124880,82128155,82130160,82134406,82134895,82137387,82148102,82149069,82153671,82159540,82159984,82161528,	0	IGF2BP2	cmpl	cmpl	0,1,2,0,1,2,2,2,2,0,0,0,0,0,0,0,	CNVR_35	81933912	82007029	8	8			8		Gain	73118	Has_gene
1	153	NM_001076979	-	84366237	84428658	84367881	84428220	3	84366237,84367742,84427191,	84366793,84367896,84428658,	0	B3GNT5	cmpl	cmpl	-1,0,0,	CNVR_36	84345904	84424501	6	6		5	1		Mixed	78598	Has_gene
1	153	NM_001102233	+	84656318	84689039	84673428	84688979	7	84656318,84673386,84674794,84677159,84687176,84687508,84688899,	84656442,84673603,84674963,84677290,84687259,84687605,84689039,	0	DCUN1D1	cmpl	cmpl	-1,0,1,2,1,0,1,	CNVR_37	84660080	84897864	7	7		6	1		Mixed	237785	Has_gene
1	157	NM_001080300	-	88784263	89049226	88785047	88820693	5	88784263,88799916,88803192,88820637,89049141,	88785332,88800112,88803363,88820760,89049226,	0	KCNMB2	cmpl	cmpl	0,2,2,0,-1,	CNVR_38	88689962	88904687	2	2			2		Gain	214726	Has_gene
1																CNVR_39	91350265	91460563	13	13		13			Loss	110299	Non_gene
1																CNVR_40	95549663	95571642	1	1		1			Loss	21980	Non_gene
1																CNVR_41	101686457	101752491	1	1			1		Gain	66035	Non_gene
1																CNVR_42	102155986	102211862	1	1		1			Loss	55877	Non_gene
1																CNVR_43	104804260	104881796	1	1		1			Loss	77537	Non_gene
1																CNVR_44	105018867	105084197	1	1			1		Gain	65331	Non_gene
1																CNVR_45	105405603	105603997	1	1			1		Gain	198395	Non_gene
1																CNVR_46	105754655	105922886	1	1		1			Loss	168232	Non_gene
1																CNVR_47	106062371	106295981	1	1			1		Gain	233611	Non_gene
1																CNVR_48	123954981	124246283	2	2			2		Gain	291303	Non_gene
1	194	NM_001206035	+	127591936	127699862	127592002	127699862	42	127591936,127600655,127606263,127607502,127607702,127609818,127611136,127611305,127612359,127612744,127614778,127615051,127621118,127623037,127624785,127631411,127632589,127632807,127636791,127639473,127642211,127643068,127645803,127648560,127649168,127655519,127655992,127659141,127659331,127662664,127667750,127668428,127675477,127683384,127685085,127685806,127687792,127691167,127691374,127698537,127698928,127699562,	127592077,127600888,127606361,127607612,127607813,127609901,127611224,127611474,127612427,127612882,127614845,127615157,127621208,127623194,127624905,127631581,127632710,127632906,127636895,127639605,127642374,127643182,127645902,127648676,127649315,127655609,127656128,127659198,127659464,127662734,127667958,127668524,127675580,127683446,127685208,127685966,127687971,127691281,127691477,127698576,127699089,127699862,	0	XRN1	cmpl	cmpl	0,0,2,1,0,0,2,0,1,0,0,1,2,2,0,0,2,0,0,2,2,0,0,0,2,2,2,0,0,1,2,0,0,1,0,0,1,0,0,1,1,0,	CNVR_49	127518399	127749327	7	7		7			Loss	230929	Has_gene
1	194	NM_001035473	+	127736165	127814893	127736220	127814692	14	127736165,127773608,127778805,127785754,127786367,127786511,127786781,127788993,127790484,127801499,127809209,127810222,127811162,127814546,	127736369,127773702,127778937,127785830,127786429,127786585,127786842,127789120,127790589,127801594,127809313,127810282,127811296,127814893,	0	GK5	cmpl	cmpl	0,2,0,0,1,0,2,0,1,1,0,2,2,1,	CNVR_49	127518399	127749327	7	7		7			Loss	230929	Has_gene
1	221	NM_001192255	+	155618262	155833445	155618262	155831623	6	155618262,155739965,155744948,155778661,155799464,155831443,	155618525,155742452,155745152,155778737,155799574,155833445,	0	PLCL2	incmpl	cmpl	1,0,0,0,1,0,	CNVR_50	155772311	155802431	1	1			1		Gain	30121	Has_gene
10																CNVR_369	2326007	2335938	3	3	1	2			Loss	9932	Non_gene
10	79	NM_174765	-	6725340	6853382	6727651	6853171	18	6725340,6727642,6729014,6730122,6733180,6734066,6736432,6742806,6743401,6748732,6773321,6778442,6783111,6790239,6790756,6812067,6848041,6853075,	6725381,6727779,6729144,6730251,6733251,6734199,6736528,6742884,6743494,6748819,6773414,6778600,6783195,6790378,6790864,6812184,6848176,6853382,	0	CERT1	cmpl	cmpl	-1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,	CNVR_370	6775423	6918607	1	1		1			Loss	143185	Has_gene
10	637	NM_001102258	+	6896504	6935036	6896514	6933522	14	6896504,6903374,6910099,6913545,6916277,6920132,6921452,6922433,6924869,6928592,6929760,6931652,6933161,6933437,	6896670,6903494,6910252,6913677,6916431,6920372,6921577,6922600,6924902,6928689,6929932,6932609,6933204,6935036,	0	POLK	cmpl	cmpl	0,0,0,0,0,1,1,0,2,2,0,1,1,2,	CNVR_370	6775423	6918607	1	1		1			Loss	143185	Has_gene
10	81	NM_001076534	-	9040250	9300567	9040825	9300527	27	9040250,9055921,9061166,9075166,9080046,9117694,9123459,9132803,9136322,9139535,9144885,9145986,9157218,9164348,9169864,9172738,9175016,9175175,9177301,9182234,9229065,9239879,9242313,9243080,9257378,9271576,9300399,	9040979,9056060,9061264,9075251,9080278,9117801,9123532,9132951,9136464,9139644,9145016,9146173,9157395,9164458,9169997,9172801,9175088,9175230,9177399,9182390,9229248,9239946,9242474,9243176,9257453,9271652,9300567,	0	AP3B1	cmpl	cmpl	2,1,2,1,0,1,0,2,1,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,0,	CNVR_371	9086487	9319944	2	2		2			Loss	233458	Has_gene
10	654	NR_107793	-	9091981	9092060	9092060	9092060	1	9091981,	9092060,	0	MIR2284Z-1	unk	unk	-1,	CNVR_371	9086487	9319944	2	2		2			Loss	233458	Has_gene
10	82	NM_001076052	-	10350690	10484916	10352308	10484526	9	10350690,10368437,10369126,10373119,10418277,10426463,10430118,10437169,10484521,	10352497,10368518,10369237,10373276,10418417,10426556,10430250,10437326,10484916,	0	HOMER1	cmpl	cmpl	0,0,0,2,0,0,0,2,0,	CNVR_372	10405527	10598785	2	2		2			Loss	193259	Has_gene
10	665	NM_001046361	+	10549963	10609979	10556823	10609937	16	10549963,10550519,10556786,10557087,10560641,10576057,10576262,10578228,10579912,10583096,10583556,10588885,10595952,10605923,10607992,10609862,	10550279,10550588,10556960,10557177,10560879,10576172,10576354,10578307,10579982,10583173,10583685,10588929,10596089,10606015,10608072,10609979,	0	TENT2	cmpl	cmpl	-1,-1,0,2,2,0,1,0,1,2,1,1,0,2,1,0,	CNVR_372	10405527	10598785	2	2		2			Loss	193259	Has_gene
10	671	NM_001075559	+	11332414	11344169	11337434	11343960	6	11332414,11337420,11338560,11339792,11342477,11343812,	11332502,11337588,11338623,11339920,11342539,11344169,	0	GNPNAT1	cmpl	cmpl	-1,0,1,1,0,2,	CNVR_373	11278001	11484520	6	6		6			Loss	206520	Has_gene
10	671	NM_001193128	-	11349898	11399972	11350006	11399701	11	11349898,11352701,11364266,11366007,11366150,11366622,11367053,11375905,11379538,11384619,11399644,	11350080,11352795,11364339,11366058,11366190,11366659,11367114,11376003,11379592,11384652,11399972,	0	STYX	cmpl	cmpl	1,0,2,2,1,0,2,0,0,0,0,	CNVR_373	11278001	11484520	6	6		6			Loss	206520	Has_gene
10	83	NM_001046240	-	11401911	11425951	11402294	11425915	14	11401911,11405983,11413094,11413318,11414860,11415275,11415481,11416824,11421022,11421381,11424344,11424645,11424776,11425830,	11402413,11406055,11413175,11413439,11414922,11415399,11415543,11416912,11421137,11421449,11424397,11424685,11424856,11425951,	0	PSMC6	cmpl	cmpl	1,1,1,0,1,0,1,0,2,0,1,0,1,0,	CNVR_373	11278001	11484520	6	6		6			Loss	206520	Has_gene
10	672	NM_001103348	+	11438272	11488429	11438502	11488071	15	11438272,11447903,11448827,11455972,11461414,11461582,11469359,11471590,11480254,11480408,11481351,11482088,11486491,11486661,11488010,	11438616,11448023,11448911,11456011,11461491,11461656,11469480,11471641,11480289,11480501,11481598,11482158,11486578,11486795,11488429,	0	ERO1A	cmpl	cmpl	0,0,0,0,0,2,1,2,2,1,1,2,0,0,2,	CNVR_373	11278001	11484520	6	6		6			Loss	206520	Has_gene
10	685	NM_001078156	+	13162026	13194339	13163723	13194049	17	13162026,13163613,13172508,13174392,13176817,13178381,13179572,13181796,13183010,13185069,13186414,13189307,13190603,13190865,13192612,13193481,13193743,	13162233,13163767,13172637,13174528,13176994,13178460,13179752,13181966,13183172,13185317,13186507,13189841,13190758,13191044,13192758,13193656,13194339,	0	DIS3L	cmpl	cmpl	-1,0,2,2,0,0,1,1,0,0,2,2,2,1,0,2,0,	CNVR_374	13180019	13252429	2	2		2			Loss	72411	Has_gene
10	685	NM_001289992	-	13195493	13212891	13196130	13203692	7	13195493,13197631,13200530,13203080,13203365,13203559,13212867,	13196321,13197838,13200594,13203156,13203444,13203700,13212891,	0	TIPIN	cmpl	cmpl	1,1,0,2,1,0,-1,	CNVR_374	13180019	13252429	2	2		2			Loss	72411	Has_gene
10	85	NM_001130752	+	13238264	13312612	13238544	13311697	11	13238264,13274845,13276463,13283829,13284462,13304484,13307420,13308626,13310437,13310898,13311583,	13238624,13275056,13276610,13283907,13284514,13304609,13307622,13308691,13310499,13310944,13312612,	0	MAP2K1	cmpl	cmpl	0,2,0,0,0,1,0,1,0,2,0,	CNVR_374	13180019	13252429	2	2		2			Loss	72411	Has_gene
10																CNVR_375	14129663	14200836	1	1			1		Gain	71174	Non_gene
10																CNVR_376	18743955	18882288	2	2		2			Loss	138334	Non_gene
10	91	NM_001103241	-	18999003	19022176	19009203	19021974	22	18999003,18999714,18999970,19000428,19006439,19007221,19007581,19008915,19009178,19009934,19011277,19012441,19012836,19014727,19015379,19016232,19018829,19019631,19019950,19020439,19021262,19021971,	18999379,18999799,19000034,19000508,19006512,19007334,19007630,19008983,19009227,19010000,19011403,19012534,19012932,19014781,19015454,19016384,19018896,19019722,19020011,19020534,19021340,19022176,	0	PARP6	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,2,1,0,2,0,0,0,	CNVR_377	19017657	19095908	1	1		1			Loss	78252	Has_gene
10	730	NM_001205644	-	19037679	19068075	19040681	19068075	13	19037679,19040654,19041370,19041600,19041933,19042203,19042447,19042696,19043000,19043182,19053620,19063931,19067813,	19039836,19040809,19041514,19041681,19041996,19042350,19042580,19042840,19043080,19043311,19053669,19064014,19068075,	0	CELF6	cmpl	cmpl	-1,1,1,1,1,1,0,0,1,1,0,1,0,	CNVR_377	19017657	19095908	1	1		1			Loss	78252	Has_gene
10	730	NM_001075164	-	19092345	19126422	19092524	19126387	14	19092345,19093605,19094628,19094862,19095696,19096017,19097008,19097759,19098714,19099682,19100300,19101977,19103056,19126134,	19092588,19093710,19094719,19095046,19095769,19096104,19097189,19097892,19098816,19099793,19100347,19102043,19103149,19126422,	0	HEXA	cmpl	cmpl	2,2,1,0,2,2,1,0,0,0,1,1,1,0,	CNVR_377	19017657	19095908	1	1		1			Loss	78252	Has_gene
10																CNVR_378	19589393	19631935	1	1			1		Gain	42543	Non_gene
10																CNVR_379	22208708	22252878	1	1			1		Gain	44171	Non_gene
10																CNVR_380	22709100	24602783	58	54		34	24		Mixed	1893684	Non_gene
10																CNVR_381	24998515	25265627	1	1			1		Gain	267113	Non_gene
10	799	NM_001206763	+	28085053	28085983	28085053	28085983	1	28085053,	28085983,	0	OR4F72	cmpl	cmpl	0,	CNVR_382	28081786	28104991	1	1			1		Gain	23206	Has_gene
10	817	NM_001098091	-	30432599	30514864	30432780	30514706	34	30432599,30437772,30438565,30443534,30445459,30447473,30448338,30449529,30452126,30454731,30457014,30457097,30459550,30462308,30464700,30465517,30467621,30468927,30470176,30473290,30476612,30484516,30486477,30488355,30489608,30492483,30495243,30496354,30498562,30500716,30506240,30509369,30511325,30514631,	30433092,30437886,30438740,30443620,30445630,30447645,30448526,30449601,30452264,30454941,30457097,30457149,30459660,30462419,30464770,30465664,30467863,30469097,30470344,30473469,30476756,30484620,30486591,30488472,30489673,30492560,30495344,30496423,30498703,30500837,30506276,30509410,30511382,30514864,	0	AQR	cmpl	cmpl	0,0,2,0,0,2,0,0,0,0,1,2,0,0,2,2,0,1,1,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,	CNVR_383	30431807	30475998	1	1		1			Loss	44192	Has_gene
10																CNVR_384	41754525	41812396	1	1		1			Loss	57872	Non_gene
10	910	NM_001076024	-	42705680	42713009	42706024	42712784	3	42705680,42707720,42710945,	42706531,42707864,42713009,	0	DNAAF2	cmpl	cmpl	0,0,0,	CNVR_385	42702663	42912594	3	3		2	1		Mixed	209932	Has_gene
10	910	NR_107744	+	42712634	42712712	42712712	42712712	1	42712634,	42712712,	0	MIR6517	unk	unk	-1,	CNVR_385	42702663	42912594	3	3		2	1		Mixed	209932	Has_gene
10	113	NM_001105383	-	42715366	42747213	42715457	42747207	19	42715366,42718863,42721286,42722272,42723855,42724019,42724782,42725010,42725659,42728630,42730316,42731087,42731729,42734260,42737883,42738110,42740430,42744283,42747139,	42715476,42718931,42721463,42722381,42723933,42724079,42724837,42725100,42725832,42728703,42730365,42731144,42731813,42734335,42737977,42738188,42740506,42744384,42747213,	0	POLE2	cmpl	cmpl	2,0,0,2,2,2,1,1,2,1,0,0,0,0,2,2,1,2,0,	CNVR_385	42702663	42912594	3	3		2	1		Mixed	209932	Has_gene
10	911	NM_001192897	+	42749351	42789691	42749351	42788384	13	42749351,42759423,42759945,42760501,42763412,42765152,42769557,42770113,42776404,42777984,42782026,42783921,42788197,	42749447,42759494,42760063,42760620,42763491,42765236,42769641,42770172,42776517,42778057,42782111,42783974,42789691,	0	KLHDC1	cmpl	cmpl	0,0,2,0,2,0,0,0,2,1,2,0,2,	CNVR_385	42702663	42912594	3	3		2	1		Mixed	209932	Has_gene
10	911	NM_001014948	+	42792726	42808108	42793018	42807925	13	42792726,42795627,42797339,42803538,42803957,42804198,42804818,42804972,42805427,42805963,42807344,42807524,42807801,	42793171,42795707,42797457,42803654,42804039,42804282,42804899,42805031,42805537,42806036,42807432,42807577,42808108,	0	KLHDC2	cmpl	cmpl	0,0,2,0,2,0,0,0,2,1,2,0,2,	CNVR_385	42702663	42912594	3	3		2	1		Mixed	209932	Has_gene
10	113	NM_001205505	-	42808846	42862899	42809221	42862812	33	42808846,42809533,42809695,42809835,42810732,42811957,42812362,42817394,42819635,42819836,42820611,42822429,42822643,42823174,42824588,42828165,42829587,42835415,42838935,42839434,42839864,42840164,42842137,42842583,42842739,42843663,42844952,42846067,42847458,42858043,42861338,42861555,42862753,	42809299,42809613,42809739,42809936,42810765,42812155,42812440,42817548,42819685,42819879,42820888,42822550,42822702,42823232,42824701,42828228,42829691,42835504,42838999,42839626,42840073,42840242,42842200,42842659,42842810,42843737,42845039,42846135,42847607,42858169,42861441,42861624,42862899,	0	NEMF	cmpl	cmpl	0,1,2,0,0,0,0,2,0,2,1,0,1,0,1,1,2,0,2,2,0,0,0,2,0,1,1,2,0,0,2,2,0,	CNVR_385	42702663	42912594	3	3		2	1		Mixed	209932	Has_gene
10	115	NM_001102133	+	44342322	44615289	44575988	44612576	16	44342322,44438105,44506176,44575842,44581750,44584915,44585965,44588693,44592129,44596193,44597140,44599967,44604555,44605622,44609918,44612291,	44342467,44438169,44506251,44576087,44581841,44585019,44586042,44588880,44592285,44596259,44597209,44600142,44604891,44605754,44610010,44615289,	0	FRMD6	cmpl	cmpl	-1,-1,-1,0,0,1,0,2,0,0,0,0,1,1,1,0,	CNVR_386	44556318	44773388	1	1		1			Loss	217071	Has_gene
10	115	NM_174072	+	44711723	44842193	44821043	44841863	4	44711723,44730400,44821016,44841734,	44711917,44730441,44821130,44842193,	0	GNG2	cmpl	cmpl	-1,-1,0,0,	CNVR_386	44556318	44773388	1	1		1			Loss	217071	Has_gene
10	930	NM_001206052	+	45317824	45324885	45317824	45324350	12	45317824,45319244,45319462,45319706,45319951,45320142,45321364,45321876,45322891,45323135,45323888,45324290,	45318382,45319377,45319588,45319860,45320066,45320249,45321504,45321983,45322979,45323281,45324080,45324885,	0	PIF1	cmpl	cmpl	0,0,1,1,2,0,2,1,0,1,0,0,	CNVR_387	45323831	45364839	1	1			1		Gain	41009	Has_gene
10	116	NM_001193023	-	45438771	45636954	45438771	45610669	9	45438771,45439265,45439730,45441386,45442631,45445680,45489841,45609922,45636874,	45438845,45439482,45439906,45441753,45444972,45445768,45490067,45610796,45636954,	0	ZNF609	cmpl	cmpl	1,0,1,0,2,1,0,0,-1,	CNVR_388	45465423	45864066	2	2		2			Loss	398644	Has_gene
10	933	NM_001046351	-	45642261	45694139	45642502	45694118	13	45642261,45648773,45667718,45668845,45672579,45677470,45680944,45682868,45684625,45686301,45687802,45689073,45694017,	45642570,45648879,45667810,45668970,45672767,45677597,45681160,45682998,45684704,45686514,45687927,45689243,45694139,	0	TRIP4	cmpl	cmpl	1,0,1,2,0,2,2,1,0,0,1,2,0,	CNVR_388	45465423	45864066	2	2		2			Loss	398644	Has_gene
