ID	Chr	Start	End	n_gene	gene_name
CNVR_148	4	73957393	74042008	NA	NA
CNVR_149	4	74387681	74466214	NA	NA
CNVR_150	4	77431071	77495451	2	ZMIZ2,OGDH
CNVR_151	4	82522220	82580198	NA	NA
CNVR_152	4	83708251	85983005	1	KCND2
CNVR_153	4	91225986	91263201	NA	NA
CNVR_154	4	92856133	92939988	1	SND1
CNVR_155	4	94785638	95069722	5	SSMEM1,CPA5,CPA1,CEP41,MEST
CNVR_156	4	95849454	95948437	1	MKLN1
CNVR_157	4	96770424	96823498	1	PLXNA4
CNVR_158	4	97903366	98129316	2	EXOC4,MIR2423
CNVR_159	4	106018897	106193024	1	CLEC5A
CNVR_160	4	106923986	106949831	NA	NA
CNVR_161	4	107241054	107253901	NA	NA
CNVR_162	4	113657341	113889320	2	LOC511617,GIMAP4
CNVR_163	4	118143048	118259316	NA	NA
CNVR_164	4	119739577	119881451	NA	NA
CNVR_165	5	1464457	1506039	NA	NA
CNVR_166	5	7674802	9143490	2	NAV3,SYT1
CNVR_167	5	14894403	14953446	1	LRRIQ1
CNVR_168	5	27214378	27287454	3	KRT8,KRT78,KRT79
CNVR_169	5	37590024	37643766	NA	NA
CNVR_170	5	40804456	40939678	1	LRRK2
CNVR_171	5	41565285	41606346	NA	NA
CNVR_172	5	41973739	42085647	1	KIF21A
CNVR_173	5	42179749	42241538	NA	NA
CNVR_174	5	49999156	50032694	1	SRGAP1
CNVR_175	5	50295303	50411994	NA	NA
CNVR_176	5	50669547	50719772	NA	NA
CNVR_177	5	51182567	51436511	2	MIRLET7I,USP15
CNVR_178	5	51636267	55590501	2	SLC16A7,LRIG3
CNVR_179	5	56364658	56410718	1	R3HDM2
CNVR_180	5	58003271	60293911	2	LOC787518,LOC788615
CNVR_181	5	60513092	60550857	NA	NA
CNVR_182	5	80005725	80105134	NA	NA
CNVR_183	5	83225843	83279905	3	TM7SF3,FGFR1OP2,INTS13
CNVR_184	5	89545151	93920010	8	AEBP2,MIR2285Y,MIR2284Z-6,CAPZA3,PLCZ1,PIK3C2G,RERGL,LMO3
CNVR_185	5	94039619	94089800	NA	NA
CNVR_186	5	95822224	95908632	1	ATF7IP
CNVR_187	5	98095718	98144559	NA	NA
CNVR_188	5	100518489	100543485	NA	NA
CNVR_189	5	102779831	102925813	NA	NA
CNVR_190	5	106514671	106581845	NA	NA
CNVR_191	5	107489920	107615276	1	WASHC1
CNVR_192	5	110295128	110313761	NA	NA
CNVR_193	5	112302390	112435212	1	MIR2439
CNVR_194	5	114576720	114598081	2	MCAT,TSPO
CNVR_195	5	115010779	115061022	NA	NA
CNVR_196	5	116073984	116109703	NA	NA
CNVR_197	5	118174364	118475383	3	TBC1D22A,MIR2285O-5,MIR2284H
CNVR_198	5	119212170	121175859	24	TAFA5,SHANK3,SELENOO,HDAC10,MAPK12,MAPK11,PLXNB2,ADM2,MIOX,LMF2,NCAPH2,SCO2,ODF3B,SYCE3,CPT1B,CHKB,MAPK8IP2,ARSA,ACR,RABL2B,ALG12,CRELD2,MLC1,MIR2894
CNVR_199	6	363111	455000	NA	NA
CNVR_200	6	874205	905736	NA	NA
CNVR_201	6	1054786	1093395	NA	NA
CNVR_202	6	3333704	3434626	3	BBS7,CCNA2,EXOSC9
CNVR_203	6	4123642	4156416	1	QRFPR
CNVR_204	6	8617907	11875487	1	NDST4
CNVR_205	6	12296402	12391211	NA	NA
CNVR_206	6	14930138	14972093	NA	NA
CNVR_207	6	19621013	19669809	NA	NA
CNVR_208	6	20198443	20229434	NA	NA
CNVR_209	6	25052272	25175118	1	PPP3CA
CNVR_210	6	28625501	28733167	NA	NA
CNVR_211	6	29100916	29355660	NA	NA
CNVR_212	6	32408331	34959851	NA	NA
CNVR_213	6	35635217	35816425	1	CCSER1
CNVR_214	6	37885679	37894102	1	PPM1K
CNVR_215	6	37962382	37978802	1	ABCG2
CNVR_216	6	38762470	38931436	2	NCAPG,LCORL
CNVR_217	6	39259257	39300440	NA	NA
CNVR_218	6	39482266	39486775	NA	NA
CNVR_219	6	48578627	51492985	NA	NA
CNVR_220	6	53581208	53787963	NA	NA
CNVR_221	6	53863520	53915677	NA	NA
CNVR_222	6	55229280	55616565	NA	NA
CNVR_223	6	55796059	55852936	NA	NA
CNVR_224	6	56129705	56350739	NA	NA
CNVR_225	6	56481145	56563958	NA	NA
CNVR_226	6	56748407	56797342	NA	NA
CNVR_227	6	56903453	57301902	NA	NA
CNVR_228	6	60372126	60692672	1	UBE2K
CNVR_229	6	63402550	67423466	10	KCTD8,YIPF7,GUF1,GNPDA2,GABRG1,GABRA2,COX7B2,GABRA4,LOC536190,GABRB1
CNVR_230	6	68904846	69184582	3	FRYL,OCIAD1,OCIAD2
CNVR_231	6	76687100	76788010	NA	NA
CNVR_232	6	77228984	77827925	NA	NA
CNVR_233	6	79273130	79426835	1	ADGRL3
CNVR_234	6	79732129	79806828	NA	NA
CNVR_235	6	79901183	80276956	NA	NA
CNVR_236	6	80635533	80664740	NA	NA
CNVR_237	6	81244871	81802044	1	TECRL
CNVR_238	6	84617088	84724544	NA	NA
CNVR_239	6	85838311	86207116	2	YTHDC1,UGT2B10
CNVR_240	6	86460153	86573379	NA	NA
CNVR_241	6	86756256	86786552	NA	NA
CNVR_242	6	90995336	91023863	NA	NA
CNVR_243	6	91636147	91660390	1	PARM1
CNVR_244	6	92195532	92242383	1	G3BP2
CNVR_245	6	96654485	97475077	3	PRDM8,FGF5,CFAP299
CNVR_246	6	104320493	104423445	1	DMP1
CNVR_247	6	106834002	107602097	9	NSG1,MIR1777A,LRPAP1,HGFAC,ZBTB49,LYAR,TMEM128,OTOP1,DRD5
CNVR_248	6	108026956	108093276	2	SH3BP2,TNIP2
CNVR_249	6	108349990	108455130	NA	NA
CNVR_250	6	108805685	109722791	17	PCGF3,PDE6B,ATP5ME,MIR11993,GAK,TMEM175,DGKQ,CPLX1,MIR2449,FGFRL1,SPON2,MAEA,SLBP,TMEM129,TACC3,FGFR3,LETM1
CNVR_251	6	117087265	117148273	NA	NA
CNVR_252	6	118721760	119437258	3	MIR2452,AFAP1,MIR95
CNVR_253	7	169828	233662	NA	NA
CNVR_254	7	983878	989660	1	RASGEF1C
CNVR_255	7	9434503	11402583	NA	NA
CNVR_256	7	14822852	14859746	NA	NA
CNVR_257	7	15090383	15165475	NA	NA
CNVR_258	7	15340773	15408372	1	ZNF177
CNVR_259	7	15612804	15734286	1	OLFM2
CNVR_260	7	22890277	23166779	4	KIF3A,IL4,IL13,RAD50
CNVR_261	7	23224806	23260788	1	IRF1
CNVR_262	7	23269709	23298999	NA	NA
CNVR_263	7	23302973	23323496	NA	NA
CNVR_264	7	23868219	24693994	5	ACSL6,MIR12018,CDC42SE2,LYRM7,HINT1
CNVR_265	7	24931056	24946051	NA	NA
CNVR_266	7	24982024	25111723	NA	NA
CNVR_267	7	28416847	28454058	1	LMNB1
CNVR_268	7	28542358	28657444	4	TEX43,PHAX,ALDH7A1,GRAMD2B
CNVR_269	7	29560140	29642778	NA	NA
CNVR_270	7	33119399	35366992	2	SRFBP1,FTMT
CNVR_271	7	36105942	36178539	NA	NA
CNVR_272	7	37214745	37263486	NA	NA
CNVR_273	7	41466011	41525995	NA	NA
CNVR_274	7	46770810	46970000	NA	NA
CNVR_275	7	50233475	50261760	1	SPOCK1
CNVR_276	7	53578523	53713177	1	PCDHA13
CNVR_277	7	54848376	54966221	NA	NA
CNVR_278	7	66064958	66112882	NA	NA
CNVR_279	7	70621019	70822690	NA	NA
CNVR_280	7	76886696	76940532	NA	NA
CNVR_281	7	77854696	82546140	1	MIR8549
CNVR_282	7	86053351	88572978	NA	NA
CNVR_283	7	89294939	89342174	1	RASA1
CNVR_284	7	93224876	93263102	1	ARRDC3
CNVR_285	7	93522200	95027313	NA	NA
CNVR_286	7	104597819	104689305	1	PPIP5K2
CNVR_287	7	105279874	109027529	NA	NA
CNVR_288	7	111073047	111106929	1	PJA2
CNVR_289	7	112479572	112610067	NA	NA
CNVR_290	8	1873738	4988343	1	GALNTL6
CNVR_291	8	9535196	9631916	1	HMBOX1
CNVR_292	8	12985375	13030885	NA	NA
CNVR_293	8	13675008	13743674	NA	NA
CNVR_294	8	17466905	21695762	1	IZUMO3
CNVR_295	8	31926519	31948876	NA	NA
CNVR_296	8	32283646	32611423	NA	NA
CNVR_297	8	32895255	32947777	NA	NA
CNVR_298	8	35023064	35093059	NA	NA
CNVR_299	8	35733768	36008038	NA	NA
CNVR_300	8	37528884	37562604	NA	NA
CNVR_301	8	38612645	38672654	1	UHRF2
CNVR_302	8	41314387	41544668	NA	NA
CNVR_303	8	43628838	43816192	1	DMRT2
CNVR_304	8	43890714	44100329	NA	NA
CNVR_305	8	44364572	44501531	2	DOCK8,TSPAN3
CNVR_306	8	50157265	50215945	NA	NA
CNVR_307	8	70894442	71263375	3	RHOBTB2,TNFRSF10D,CHMP7
CNVR_308	8	75514239	75604164	NA	NA
CNVR_309	8	83006556	83048502	6	C8H9orf3,MIR2475,MIR23B,MIR27B,MIR24-1,FANCC
CNVR_310	8	83190665	83273697	2	FANCC,TSPY
CNVR_311	8	83832733	83888935	NA	NA
CNVR_312	8	84030299	84099596	1	ERCC6L2
CNVR_313	8	88893442	88893548	NA	NA
CNVR_314	8	89339948	89379138	NA	NA
CNVR_315	8	93003301	93025439	1	GRIN3A
CNVR_316	8	93276825	95307289	1	CYLC2
CNVR_317	8	95829528	96156374	NA	NA
CNVR_318	8	100259287	100341996	2	CTNNAL1,MIR32
CNVR_319	8	103240741	103619063	2	LOC534155,HSDL2
CNVR_320	8	108663779	108687702	NA	NA
CNVR_321	8	113043285	113118348	2	TRAPPC12,EIPR1
CNVR_322	9	1291096	1427119	NA	NA
CNVR_323	9	1673728	2445262	NA	NA
CNVR_324	9	2738997	2934964	NA	NA
CNVR_325	9	3018763	3115242	NA	NA
CNVR_326	9	3209712	3303405	NA	NA
CNVR_327	9	3458987	3481084	NA	NA
CNVR_328	9	3628193	3651455	NA	NA
CNVR_329	9	4906838	4966893	NA	NA
CNVR_330	9	5443094	5489326	NA	NA
CNVR_331	9	6237818	6262126	NA	NA
CNVR_332	9	6671174	6933291	NA	NA
CNVR_333	9	7241264	7275154	NA	NA
CNVR_334	9	12860193	12946867	NA	NA
CNVR_335	9	14020737	14292992	NA	NA
CNVR_336	9	15619498	15647119	1	MYO6
CNVR_337	9	15916463	18416803	1	IMPG1
CNVR_338	9	18769034	18871847	NA	NA
CNVR_339	9	22107839	22190749	NA	NA
CNVR_340	9	25029971	25185694	NA	NA
CNVR_341	9	28640808	28662223	1	CLVS2
CNVR_342	9	30939888	30966432	NA	NA
CNVR_343	9	35343932	36391522	NA	NA
CNVR_344	9	36407736	36503439	NA	NA
CNVR_345	9	40765749	40830221	NA	NA
CNVR_346	9	46200108	46282758	NA	NA
CNVR_347	9	47208243	48175366	NA	NA
CNVR_348	9	49256999	49398875	NA	NA
CNVR_349	9	49943985	50027556	1	ASCC3
CNVR_350	9	54216888	54317953	NA	NA
CNVR_351	9	56093852	56101110	NA	NA
CNVR_352	9	56381424	56490122	NA	NA
CNVR_353	9	66847758	66998719	2	THEMIS,PTPRK
CNVR_354	9	72773200	72882520	NA	NA
CNVR_355	9	74729907	74848962	NA	NA
CNVR_356	9	75348969	75454006	1	MAP7
CNVR_357	9	79155179	80528413	NA	NA
CNVR_358	9	81417658	81456800	NA	NA
CNVR_359	9	85753001	85927793	2	STXBP5,SAMD5
CNVR_360	9	89800414	89847787	NA	NA
CNVR_361	9	90547503	90600872	NA	NA
CNVR_362	9	92061663	92093186	NA	NA
CNVR_363	9	95941344	95976235	1	SNX9
CNVR_364	9	99626724	99658273	3	PRKN,MIR2482,PACRG
CNVR_365	9	103523508	103604815	2	TTLL2,UNC93A
CNVR_366	9	103984871	104050068	1	LOC788572
CNVR_367	9	104154509	104196469	NA	NA
CNVR_368	9	104986599	105035231	NA	NA
CNVR_369	10	2315405	2335938	NA	NA
CNVR_370	10	6775423	6918607	2	CERT1,POLK
CNVR_371	10	9086487	9319944	2	AP3B1,MIR2284Z-1
CNVR_372	10	10405527	10598785	2	HOMER1,TENT2
CNVR_373	10	11278001	11484520	4	GNPNAT1,STYX,PSMC6,ERO1A
CNVR_374	10	13180019	13252429	3	DIS3L,TIPIN,MAP2K1
CNVR_375	10	14129663	14200836	NA	NA
CNVR_376	10	18743955	18882288	NA	NA
CNVR_377	10	19017657	19095908	3	PARP6,CELF6,HEXA
CNVR_378	10	19589393	19631935	NA	NA
CNVR_379	10	22208708	22252878	NA	NA
CNVR_380	10	22379850	25265627	NA	NA
CNVR_381	10	27053298	27098905	NA	NA
CNVR_382	10	28081786	28104991	1	OR4F72
CNVR_383	10	30431807	30475998	1	AQR
CNVR_384	10	34862923	35014790	NA	NA
CNVR_385	10	41754525	41812396	NA	NA
CNVR_386	10	42702663	42912594	6	DNAAF2,MIR6517,POLE2,KLHDC1,KLHDC2,NEMF
CNVR_387	10	44556318	44773388	2	FRMD6,GNG2
CNVR_388	10	45323831	45364839	1	PIF1
CNVR_389	10	45465423	45864066	4	ZNF609,TRIP4,PCLAF,CSNK1G1
CNVR_390	10	46548679	46598505	1	USP3
CNVR_391	10	46665928	46694410	NA	NA
CNVR_392	10	51307984	51409033	1	RNF111
CNVR_393	10	53716124	53858411	NA	NA
CNVR_394	10	55708101	55805448	1	UNC13C
CNVR_395	10	55993255	56015779	1	UNC13C
CNVR_396	10	70258844	70279755	NA	NA
CNVR_397	10	70813663	70948919	3	PSMA3,ARID4A,TIMM9
CNVR_398	10	74818051	74844181	NA	NA
CNVR_399	10	77091346	77143173	NA	NA
CNVR_400	10	78857995	79609792	5	CCDC196,FAM71D,MPP5,ATP6V1D,EIF2S1
CNVR_401	10	85649939	85681663	3	PTGR2,MIR7859,ZNF410
CNVR_402	10	87560350	87803366	NA	NA
CNVR_403	10	93072865	93209190	NA	NA
CNVR_404	10	96019445	96065191	NA	NA
CNVR_405	10	99558858	99578526	NA	NA
CNVR_406	10	101705094	101774038	NA	NA
CNVR_407	10	104016609	104169157	1	B2M
CNVR_408	11	4164802	4225930	NA	NA
CNVR_409	11	4895956	5024435	NA	NA
CNVR_410	11	9651152	9723257	1	POLE4
CNVR_411	11	10557842	10630544	NA	NA
CNVR_412	11	14754856	15310374	6	SPAST,SLC30A6,NLRC4,BIRC6,MIR11972,TTC27
CNVR_413	11	16727817	18471801	NA	NA
CNVR_414	11	18657945	18761593	NA	NA
CNVR_415	11	20307979	20350454	NA	NA
CNVR_416	11	21273832	21411953	1	MIR2284Z-2
CNVR_417	11	21729651	21787561	1	MAP4K3
CNVR_418	11	24539772	24571828	1	PKDCC
CNVR_419	11	26002816	26778035	6	DYNC2LI1,ABCG5,ABCG8,PPM1B,SLC3A1,CAMKMT
CNVR_420	11	30508351	30551963	NA	NA
CNVR_421	11	31967781	32045073	NA	NA
CNVR_422	11	34053470	34147377	NA	NA
CNVR_423	11	34273579	34450957	NA	NA
CNVR_424	11	39888471	39936968	NA	NA
CNVR_425	11	40875595	40926195	NA	NA
CNVR_426	11	48066628	48307936	3	RNF103,CHMP3,KDM3A
CNVR_427	11	50330158	50376330	NA	NA
CNVR_428	11	51893364	51959170	NA	NA
CNVR_429	11	52004919	52140975	NA	NA
CNVR_430	11	52294718	52589176	NA	NA
CNVR_431	11	52843813	53132515	NA	NA
CNVR_432	11	57227882	57458664	NA	NA
CNVR_433	11	57882097	58442169	NA	NA
CNVR_434	11	59819328	59953372	NA	NA
CNVR_435	11	62308426	62392223	1	VPS54
CNVR_436	11	67016791	67092069	1	ARHGAP25
CNVR_437	11	73292193	73361709	1	RAB10
CNVR_438	11	86965492	87049822	1	NOL10
CNVR_439	11	94181367	94358420	3	RABGAP1,GPR21,STRBP
CNVR_440	11	103264921	107282960	69	PAEP,GLT6D1,CAMSAP1,UBAC1,NACC2,LHX3,CARD9,ENTR1,PMPCA,INPP5E,EGFL7,MIR126,AGPAT2,ABO,SURF6,MED22,RPL7A,SURF4,CACFD1,SLC2A6,MYMK,ADAMTSL2,FAM163B,DBH,SARDH,BRD3,WDR5,CACNA1B,EHMT1,ARRDC1,MRPL41,ENTPD8,NOXA1,TUBB4B,CYSRT1,NDOR1,TPRN,SSNA1,MIR12014,RXRA,ENTPD2,NPDC1,FUT7,CLIC3,PAXX,PTGDS,C8G,FBXW5,EDF1,MAMDC4,PHPT1,RABL6,CCDC183,TMEM141,MRPS2,C11H9orf116,OLFM1,FCN1,SCGB1C1,ODF3,BET1L,RIC8A,SIRT3,IFITM1,IFITM2,IFITM5,COX8B,PSMD13,IFITM3
CNVR_441	12	656896	965897	NA	NA
CNVR_442	12	3070920	3133307	NA	NA
CNVR_443	12	7706111	7992972	NA	NA
CNVR_444	12	8987624	9079069	NA	NA
CNVR_445	12	10027493	10140443	NA	NA
CNVR_446	12	16187847	16218277	1	CPB2
CNVR_447	12	18096610	18115848	1	ITM2B
CNVR_448	12	18472407	18621312	1	CYSLTR2
CNVR_449	12	18961923	19094374	1	CDADC1
CNVR_450	12	24668970	24744439	3	SUPT20H,EXOSC8,ALG5
CNVR_451	12	32089643	32251435	NA	NA
CNVR_452	12	34446868	34505806	NA	NA
CNVR_453	12	41433032	41774341	NA	NA
CNVR_454	12	42098999	43799317	NA	NA
CNVR_455	12	44945392	45196682	NA	NA
CNVR_456	12	45803408	45870499	NA	NA
CNVR_457	12	48956332	49095991	1	KLF12
CNVR_458	12	49318748	49360921	NA	NA
CNVR_459	12	52546816	52734777	1	MYCBP2
CNVR_460	12	55525519	55583608	NA	NA
CNVR_461	12	57683012	57803744	NA	NA
CNVR_462	12	57900635	58725768	NA	NA
CNVR_463	12	59108123	59239590	NA	NA
CNVR_464	12	60314821	60568356	NA	NA
CNVR_465	12	61608282	61759245	NA	NA
CNVR_466	12	61940033	61985662	NA	NA
CNVR_467	12	63477827	63808345	NA	NA
CNVR_468	12	63877940	63924613	NA	NA
CNVR_469	12	64265529	64338643	NA	NA
CNVR_470	12	64423410	64479833	NA	NA
CNVR_471	12	64866107	64977456	NA	NA
CNVR_472	12	70488515	70618867	NA	NA
CNVR_473	12	70776064	72117025	NA	NA
CNVR_474	12	72419043	76870470	3	MIR3141,CLDN10,DZIP1
CNVR_475	12	82137254	82234423	1	FGF14
CNVR_476	12	83266140	85453952	NA	NA
CNVR_477	12	87614984	87713590	3	ABHD13,TNFSF13B,LOC107131142
CNVR_478	12	90077862	90704572	10	SPACA7,TUBGCP3,F7,F10,PCID2,LAMP1,GRTP1,MIR2302,ADPRHL1,TMCO3
CNVR_479	12	90805949	90841961	NA	NA
CNVR_480	13	1342729	1425986	2	PLCB1,MIR2285M-1
CNVR_481	13	10898488	10947084	NA	NA
CNVR_482	13	12337975	12436043	1	DHTKD1
CNVR_483	13	12543348	12808180	2	ECHDC3,USP6NL
CNVR_484	13	18066756	18175649	2	ACBD5,ABI1
CNVR_485	13	20225194	20545039	1	ITGB1
CNVR_486	13	21837701	21849615	1	PLXDC2
CNVR_487	13	25949166	26092531	1	ENKUR
CNVR_488	13	27768125	27856692	NA	NA
CNVR_489	13	31136924	31199165	NA	NA
CNVR_490	13	32353276	32449211	1	STAM
CNVR_491	13	32511358	32549797	NA	NA
CNVR_492	13	34088214	34218693	2	ZEB1,MIR11998
CNVR_493	13	35528832	35615849	1	MAP3K8
CNVR_494	13	36918152	37145268	2	ARMC4,MKX
CNVR_495	13	40972213	41035630	1	XRN2
CNVR_496	13	41643163	41693700	NA	NA
CNVR_497	13	43643509	43790405	2	LOC782061,LOC785762
CNVR_498	13	46502709	46530325	1	ADARB2
CNVR_499	13	50407864	50607191	NA	NA
